,day,fraction,policy,screening
44,10.0,0.0002933060067298881,A1,Screening 50%
45,11.0,0.00036313192017582257,A1,Screening 50%
46,12.0,0.00044825453852508,A1,Screening 50%
47,13.0,0.00044825453852508,A1,Screening 50%
48,14.0,0.00044825453852508,A1,Screening 50%
49,15.0,0.0005221872706898218,A1,Screening 50%
50,16.0,0.0006255915996158124,A1,Screening 50%
51,17.0,0.0007035580255547945,A1,Screening 50%
52,18.0,0.0007914297672456663,A1,Screening 50%
53,19.0,0.0008930237740421442,A1,Screening 50%
54,20.0,0.0008930237740421442,A1,Screening 50%
55,21.0,0.0008930237740421442,A1,Screening 50%
56,22.0,0.000969157585441471,A1,Screening 50%
57,23.0,0.0010386781497896437,A1,Screening 50%
58,24.0,0.0011148316090340894,A1,Screening 50%
59,25.0,0.001180949349243339,A1,Screening 50%
60,26.0,0.0012760976640078855,A1,Screening 50%
61,27.0,0.0012760976640078855,A1,Screening 50%
62,28.0,0.0012760976640078855,A1,Screening 50%
63,29.0,0.001316456545452694,A1,Screening 50%
64,30.0,0.0013206275927447675,A1,Screening 50%
65,31.0,0.0013426167394031462,A1,Screening 50%
66,32.0,0.0013733370006977792,A1,Screening 50%
67,33.0,0.0014070469996050453,A1,Screening 50%
68,34.0,0.0014070469996050453,A1,Screening 50%
69,35.0,0.0014070469996050453,A1,Screening 50%
70,1.0,0.0,A1,Screening 100%
71,2.0,2.0833333333333333e-05,A1,Screening 100%
72,3.0,4.8611111111111115e-05,A1,Screening 100%
73,4.0,7.34375e-05,A1,Screening 100%
74,5.0,0.00013,A1,Screening 100%
75,6.0,0.00013,A1,Screening 100%
76,7.0,0.00013,A1,Screening 100%
77,8.0,0.00021982235020304917,A1,Screening 100%
78,9.0,0.0002453408317113744,A1,Screening 100%
79,10.0,0.0002801532164455932,A1,Screening 100%
80,11.0,0.00034456566420535095,A1,Screening 100%
81,12.0,0.0003732710394252669,A1,Screening 100%
82,13.0,0.0003732710394252669,A1,Screening 100%
83,14.0,0.0003732710394252669,A1,Screening 100%
84,15.0,0.00042915090566784784,A1,Screening 100%
85,16.0,0.0004724500189136678,A1,Screening 100%
86,17.0,0.0005138015025317907,A1,Screening 100%
87,18.0,0.0005374422320552475,A1,Screening 100%
88,19.0,0.0005972231772245134,A1,Screening 100%
89,20.0,0.0005972231772245134,A1,Screening 100%
90,21.0,0.0005972231772245134,A1,Screening 100%
91,22.0,0.000606222224083182,A1,Screening 100%
92,23.0,0.0006278970623387442,A1,Screening 100%
93,24.0,0.0006528865081142802,A1,Screening 100%
94,25.0,0.0006675705166874422,A1,Screening 100%
95,26.0,0.0006798488684008931,A1,Screening 100%
96,27.0,0.0006798488684008931,A1,Screening 100%
97,28.0,0.0006798488684008931,A1,Screening 100%
98,29.0,0.0006868201863986423,A1,Screening 100%
99,30.0,0.0006999880171057722,A1,Screening 100%
100,31.0,0.0007017816106380892,A1,Screening 100%
101,32.0,0.0007185021972463978,A1,Screening 100%
102,33.0,0.0007338441899394447,A1,Screening 100%
103,34.0,0.0007338441899394447,A1,Screening 100%
104,35.0,0.0007338441899394447,A1,Screening 100%
105,1.0,0.0,D1,Screening 25%
106,2.0,0.0,D1,Screening 25%
107,3.0,0.0,D1,Screening 25%
108,4.0,0.0,D1,Screening 25%
109,5.0,0.0,D1,Screening 25%
110,6.0,0.0,D1,Screening 25%
111,7.0,0.0,D1,Screening 25%
112,8.0,5.758411599744327e-05,D1,Screening 25%
113,9.0,0.00019744018796305894,D1,Screening 25%
114,10.0,0.00034554548674401125,D1,Screening 25%
115,11.0,0.000503029697951786,D1,Screening 25%
116,12.0,0.0007984597676516641,D1,Screening 25%
117,13.0,0.0007984597676516641,D1,Screening 25%
118,14.0,0.0007984597676516641,D1,Screening 25%
119,15.0,0.0011064276531475039,D1,Screening 25%
120,16.0,0.0013317383220673652,D1,Screening 25%
121,17.0,0.001578479442501291,D1,Screening 25%
122,18.0,0.0017902977730080466,D1,Screening 25%
123,19.0,0.0019718992807416557,D1,Screening 25%
124,20.0,0.0019718992807416557,D1,Screening 25%
125,21.0,0.0019718992807416557,D1,Screening 25%
126,22.0,0.0021117242932762697,D1,Screening 25%
127,23.0,0.002296642129717448,D1,Screening 25%
128,24.0,0.0024398046614530133,D1,Screening 25%
129,25.0,0.002624571246972702,D1,Screening 25%
130,26.0,0.0027390079514546424,D1,Screening 25%
131,27.0,0.0027390079514546424,D1,Screening 25%
132,28.0,0.0027390079514546424,D1,Screening 25%
133,29.0,0.002808222236555512,D1,Screening 25%
134,30.0,0.00303281601705959,D1,Screening 25%
135,31.0,0.003174228889110581,D1,Screening 25%
136,32.0,0.0033057491920406947,D1,Screening 25%
137,33.0,0.0035397022919676736,D1,Screening 25%
138,34.0,0.0035397022919676736,D1,Screening 25%
139,35.0,0.0035397022919676736,D1,Screening 25%
140,1.0,0.0,D1,Screening 50%
141,2.0,0.0,D1,Screening 50%
142,3.0,0.00011468415982384513,D1,Screening 50%
143,4.0,0.00021503341619287639,D1,Screening 50%
144,5.0,0.00031308811538157186,D1,Screening 50%
145,6.0,0.00031308811538157186,D1,Screening 50%
146,7.0,0.00031308811538157186,D1,Screening 50%
147,8.0,0.00037559062342309285,D1,Screening 50%
148,9.0,0.0004202351842522395,D1,Screening 50%
149,10.0,0.00043229060251846914,D1,Screening 50%
150,11.0,0.000441737500836624,D1,Screening 50%
151,12.0,0.00046652951961231566,D1,Screening 50%
152,13.0,0.00046652951961231566,D1,Screening 50%
153,14.0,0.00046652951961231566,D1,Screening 50%
154,15.0,0.0006136073695497342,D1,Screening 50%
155,16.0,0.0007505805159057052,D1,Screening 50%
156,17.0,0.0009049665838107707,D1,Screening 50%
157,18.0,0.0010263440615412636,D1,Screening 50%
158,19.0,0.001212069686539248,D1,Screening 50%
159,20.0,0.001212069686539248,D1,Screening 50%
160,21.0,0.001212069686539248,D1,Screening 50%
161,22.0,0.0012996824076239412,D1,Screening 50%
162,23.0,0.0013872722087870043,D1,Screening 50%
163,24.0,0.0014749842479738146,D1,Screening 50%
164,25.0,0.0016352910163529102,D1,Screening 50%
165,26.0,0.0017625301638893856,D1,Screening 50%
166,27.0,0.0017625301638893856,D1,Screening 50%
167,28.0,0.0017625301638893856,D1,Screening 50%
168,29.0,0.001960890847035696,D1,Screening 50%
169,30.0,0.0021023004229759265,D1,Screening 50%
170,31.0,0.002208352614095083,D1,Screening 50%
171,32.0,0.002305932943239129,D1,Screening 50%
172,33.0,0.0024518449474876906,D1,Screening 50%
173,34.0,0.0024518449474876906,D1,Screening 50%
174,35.0,0.0024518449474876906,D1,Screening 50%
175,1.0,0.0,D1,Screening 100%
176,2.0,0.0,D1,Screening 100%
177,3.0,2.777777777777778e-05,D1,Screening 100%
178,4.0,4.1666666666666665e-05,D1,Screening 100%
179,5.0,5e-05,D1,Screening 100%
180,6.0,5e-05,D1,Screening 100%
181,7.0,5e-05,D1,Screening 100%
182,8.0,9.722222222222223e-05,D1,Screening 100%
183,9.0,0.00016786713494850884,D1,Screening 100%
184,10.0,0.0002719177703993024,D1,Screening 100%
185,11.0,0.0003815701612133931,D1,Screening 100%
186,12.0,0.0004776799261054997,D1,Screening 100%
187,13.0,0.0004776799261054997,D1,Screening 100%
188,14.0,0.0004776799261054997,D1,Screening 100%
189,15.0,0.0005640444412434753,D1,Screening 100%
190,16.0,0.0006354317877185078,D1,Screening 100%
191,17.0,0.0007159198092763946,D1,Screening 100%
192,18.0,0.0008273523769529572,D1,Screening 100%
193,19.0,0.0009346226447147312,D1,Screening 100%
194,20.0,0.0009346226447147312,D1,Screening 100%
195,21.0,0.0009346226447147312,D1,Screening 100%
196,22.0,0.0010762969116548326,D1,Screening 100%
197,23.0,0.0012112487719009963,D1,Screening 100%
198,24.0,0.0013220183929760103,D1,Screening 100%
199,25.0,0.0014965423571709578,D1,Screening 100%
200,26.0,0.00167906002786151,D1,Screening 100%
201,27.0,0.00167906002786151,D1,Screening 100%
202,28.0,0.00167906002786151,D1,Screening 100%
203,29.0,0.0017608360059833301,D1,Screening 100%
204,30.0,0.0018083975364014337,D1,Screening 100%
205,31.0,0.001870116982639579,D1,Screening 100%
206,32.0,0.0019055835311683777,D1,Screening 100%
207,33.0,0.0019554543532970693,D1,Screening 100%
208,34.0,0.0019554543532970693,D1,Screening 100%
209,35.0,0.0019554543532970693,D1,Screening 100%
210,1.0,0.0,D2,Screening 25%
211,2.0,0.0,D2,Screening 25%
212,3.0,0.0,D2,Screening 25%
213,4.0,0.0,D2,Screening 25%
214,5.0,0.0,D2,Screening 25%
215,6.0,0.0,D2,Screening 25%
216,7.0,0.0,D2,Screening 25%
217,8.0,8.746880707982814e-05,D2,Screening 25%
218,9.0,7.254447616487225e-05,D2,Screening 25%
219,10.0,0.00023596866899583006,D2,Screening 25%
220,11.0,0.0002861512990928322,D2,Screening 25%
221,12.0,0.00033315081506501385,D2,Screening 25%
222,13.0,0.00033315081506501385,D2,Screening 25%
223,14.0,0.00033315081506501385,D2,Screening 25%
224,15.0,0.0008309473966563843,D2,Screening 25%
225,16.0,0.0012696024263513038,D2,Screening 25%
226,17.0,0.0017015598016309114,D2,Screening 25%
227,18.0,0.0017737129875456954,D2,Screening 25%
228,19.0,0.00176999722612375,D2,Screening 25%
229,20.0,0.00176999722612375,D2,Screening 25%
230,21.0,0.00176999722612375,D2,Screening 25%
231,22.0,0.0018656262913537033,D2,Screening 25%
232,23.0,0.0020747938806712127,D2,Screening 25%
233,24.0,0.002221827996066159,D2,Screening 25%
234,25.0,0.0022473513359255164,D2,Screening 25%
235,26.0,0.0022739193018380707,D2,Screening 25%
236,27.0,0.0022739193018380707,D2,Screening 25%
237,28.0,0.0022739193018380707,D2,Screening 25%
238,29.0,0.002581164416400612,D2,Screening 25%
239,30.0,0.002927180282916342,D2,Screening 25%
240,31.0,0.0032764027357549508,D2,Screening 25%
241,32.0,0.0033180211294842475,D2,Screening 25%
242,33.0,0.0034036341079965345,D2,Screening 25%
243,34.0,0.0034036341079965345,D2,Screening 25%
244,35.0,0.0034036341079965345,D2,Screening 25%
245,1.0,0.0,D2,Screening 50%
246,2.0,0.0,D2,Screening 50%
247,3.0,0.00016140287581947562,D2,Screening 50%
248,4.0,0.00013564569344871197,D2,Screening 50%
249,5.0,0.0001720459706833666,D2,Screening 50%
250,6.0,0.0001720459706833666,D2,Screening 50%
251,7.0,0.0001720459706833666,D2,Screening 50%
252,8.0,0.0003307560744625214,D2,Screening 50%
253,9.0,0.0004414047225507436,D2,Screening 50%
254,10.0,0.0006117749360810621,D2,Screening 50%
255,11.0,0.0006593041393222211,D2,Screening 50%
256,12.0,0.0007272763666874062,D2,Screening 50%
257,13.0,0.0007272763666874062,D2,Screening 50%
258,14.0,0.0007272763666874062,D2,Screening 50%
259,15.0,0.0009137526594293819,D2,Screening 50%
260,16.0,0.0010689218604237928,D2,Screening 50%
261,17.0,0.0012458583134833075,D2,Screening 50%
262,18.0,0.0013244956102098958,D2,Screening 50%
263,19.0,0.0014529793859244429,D2,Screening 50%
264,20.0,0.0014529793859244429,D2,Screening 50%
265,21.0,0.0014529793859244429,D2,Screening 50%
266,22.0,0.0015382351621356213,D2,Screening 50%
267,23.0,0.0016148685927728239,D2,Screening 50%
268,24.0,0.0017431637120505275,D2,Screening 50%
269,25.0,0.0018726380799783705,D2,Screening 50%
270,26.0,0.00195075516346792,D2,Screening 50%
271,27.0,0.00195075516346792,D2,Screening 50%
272,28.0,0.00195075516346792,D2,Screening 50%
273,29.0,0.002118849273531674,D2,Screening 50%
274,30.0,0.0022720167232691294,D2,Screening 50%
275,31.0,0.0023931716739914394,D2,Screening 50%
276,32.0,0.0023866663608620078,D2,Screening 50%
277,33.0,0.002425729376563868,D2,Screening 50%
278,34.0,0.002425729376563868,D2,Screening 50%
279,35.0,0.002425729376563868,D2,Screening 50%
280,1.0,0.0,D2,Screening 100%
281,2.0,0.0,D2,Screening 100%
282,3.0,7.5e-05,D2,Screening 100%
283,4.0,0.00012884615384615384,D2,Screening 100%
284,5.0,0.0001683428727627899,D2,Screening 100%
285,6.0,0.0001683428727627899,D2,Screening 100%
286,7.0,0.0001683428727627899,D2,Screening 100%
287,8.0,0.00020974669266970035,D2,Screening 100%
288,9.0,0.0003393806600656136,D2,Screening 100%
289,10.0,0.0005156836127100617,D2,Screening 100%
290,11.0,0.0005236528449719497,D2,Screening 100%
291,12.0,0.000587322510136319,D2,Screening 100%
292,13.0,0.000587322510136319,D2,Screening 100%
293,14.0,0.000587322510136319,D2,Screening 100%
294,15.0,0.00064797307345617,D2,Screening 100%
295,16.0,0.0006874468585487634,D2,Screening 100%
296,17.0,0.0008089714505842572,D2,Screening 100%
297,18.0,0.0008887992054461697,D2,Screening 100%
298,19.0,0.0009338577804291287,D2,Screening 100%
299,20.0,0.0009338577804291287,D2,Screening 100%
300,21.0,0.0009338577804291287,D2,Screening 100%
301,22.0,0.0010161724658578081,D2,Screening 100%
302,23.0,0.0010726849975300663,D2,Screening 100%
303,24.0,0.001218504750103263,D2,Screening 100%
304,25.0,0.0012784895435341303,D2,Screening 100%
305,26.0,0.001292638294891814,D2,Screening 100%
306,27.0,0.001292638294891814,D2,Screening 100%
307,28.0,0.001292638294891814,D2,Screening 100%
308,29.0,0.0013657844027181389,D2,Screening 100%
309,30.0,0.0014515904880734393,D2,Screening 100%
310,31.0,0.0015234359734109264,D2,Screening 100%
311,32.0,0.0015287390495682055,D2,Screening 100%
312,33.0,0.0015676418788273755,D2,Screening 100%
313,34.0,0.0015676418788273755,D2,Screening 100%
314,35.0,0.0015676418788273755,D2,Screening 100%
