,day,fraction,policy,screening
0,1.0,0.0,A1,Screening 25%
1,2.0,0.0,A1,Screening 25%
2,3.0,0.0,A1,Screening 25%
3,4.0,4.167534903104813e-05,A1,Screening 25%
4,5.0,5.00167556131304e-05,A1,Screening 25%
5,6.0,5.00167556131304e-05,A1,Screening 25%
6,7.0,5.00167556131304e-05,A1,Screening 25%
7,8.0,0.00011115773560576797,A1,Screening 25%
8,9.0,0.0001679475146150071,A1,Screening 25%
9,10.0,0.0002199298100786223,A1,Screening 25%
10,11.0,0.0002511247330062225,A1,Screening 25%
11,12.0,0.00031029892129418,A1,Screening 25%
12,13.0,0.00031029892129418,A1,Screening 25%
13,14.0,0.00031029892129418,A1,Screening 25%
14,15.0,0.0003815398432273264,A1,Screening 25%
15,16.0,0.00045423306260208065,A1,Screening 25%
16,17.0,0.0005614318181526196,A1,Screening 25%
17,18.0,0.0006414157686845905,A1,Screening 25%
18,19.0,0.0007392448783477014,A1,Screening 25%
19,20.0,0.0007392448783477014,A1,Screening 25%
20,21.0,0.0007392448783477014,A1,Screening 25%
21,22.0,0.0007925727003897557,A1,Screening 25%
22,23.0,0.0008653029741038777,A1,Screening 25%
23,24.0,0.0009203707327684984,A1,Screening 25%
24,25.0,0.0009608992007486291,A1,Screening 25%
25,26.0,0.0010058243174150398,A1,Screening 25%
26,27.0,0.0010058243174150398,A1,Screening 25%
27,28.0,0.0010058243174150398,A1,Screening 25%
28,29.0,0.0011067746257354225,A1,Screening 25%
29,30.0,0.0012137489642561215,A1,Screening 25%
30,31.0,0.0013188413879985433,A1,Screening 25%
31,32.0,0.0013941986659720134,A1,Screening 25%
32,33.0,0.001497214449629404,A1,Screening 25%
33,34.0,0.001497214449629404,A1,Screening 25%
34,35.0,0.001497214449629404,A1,Screening 25%
35,1.0,0.0,A1,Screening 50%
36,2.0,0.0,A1,Screening 50%
37,3.0,2.777777777777778e-05,A1,Screening 50%
38,4.0,5.208333333333334e-05,A1,Screening 50%
39,5.0,9.25e-05,A1,Screening 50%
40,6.0,9.25e-05,A1,Screening 50%
41,7.0,9.25e-05,A1,Screening 50%
42,8.0,0.00016737285045687232,A1,Screening 50%
43,9.0,0.00023336125334042944,A1,Screening 50%
