,day,susceptible,exposed,infected,removed,susceptible-in-quarantine,exposed-in-quarantine,infected-in-quarantine,removed-in-quarantine,susceptible-in-quarantine-external-1,exposed-in-quarantine-external-1,infected-in-quarantine-external-1,removed-in-quarantine-external-1,susceptible-in-quarantine-external-2,exposed-in-quarantine-external-2,infected-in-quarantine-external-2,removed-in-quarantine-external-2,num-of-screened-students,num-of-screened-students-external-1,num-of-screened-students-external-2,num-of-positive-students,num-of-positive-students-external-1,num-of-positive-students-external-2,num-vaccinated-susceptible,num-vaccinated-exposed,num-vaccinated-infected,num-vaccinated-removed,num-vaccinated-susceptible-in-quarantine,num-vaccinated-exposed-in-quarantine,num-vaccinated-infected-in-quarantine,num-vaccinated-removed-in-quarantine,num-vaccinated-susceptible-in-quarantine-external-1,num-vaccinated-exposed-in-quarantine-external-1,num-vaccinated-infected-in-quarantine-external-1,num-vaccinated-removed-in-quarantine-external-1,num-vaccinated-susceptible-in-quarantine-external-2,num-vaccinated-exposed-in-quarantine-external-2,num-vaccinated-infected-in-quarantine-external-2,num-vaccinated-removed-in-quarantine-external-2,num-infected-outside,num-of-classroom-in-quarantine,classroom-with-at-least-one-infected
0,0,240.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,1,239.7983,0.2608,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7627,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2608,0.0000,0.0000
2,2,239.5523,0.4647,0.0916,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.4403,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4841,0.0000,0.0916
3,3,239.1798,0.5874,0.0000,0.0200,0.3510,0.0048,0.2160,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,240.0000,2.2039,0.0000,0.2160,0.0000,0.0000,0.0000,0.0000,0.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7391,0.0200,0.1951
4,4,238.8425,0.8030,0.1629,0.0200,0.3510,0.0048,0.1887,0.0350,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0064,0.0000,240.1213,2.9694,0.0064,0.2160,0.0000,0.0064,0.0000,0.0000,0.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9779,0.0200,0.3140
5,5,238.3511,1.1186,0.3643,0.0510,0.3510,0.0030,0.1717,0.0547,0.0000,0.0000,0.0030,0.0000,0.0000,0.0000,0.0064,0.0030,240.1780,3.7145,0.0079,0.2160,0.0030,0.0079,0.0000,0.0000,0.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.2222,0.0200,0.4623
6,6,238.1100,1.0741,0.6050,0.1051,0.3510,0.0030,0.1479,0.0835,0.0000,0.0000,0.0048,0.0000,0.0000,0.0000,0.0122,0.0048,240.3316,4.4199,0.0148,0.2191,0.0048,0.0148,0.0000,0.0000,0.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.4723,0.0200,0.5878
7,7,237.8464,1.0067,0.8213,0.1954,0.3665,0.0030,0.1384,0.1005,0.0000,0.0000,0.0064,0.0000,0.0473,0.0030,0.0205,0.0048,240.4517,5.1290,0.0213,0.2255,0.0064,0.0213,0.0000,0.0000,0.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.7200,0.0225,0.7635
8,8,236.7012,1.6844,0.9589,0.3002,0.7295,0.0403,0.1540,0.1290,0.0000,0.0000,0.0079,0.0000,0.0473,0.0030,0.0213,0.0079,243.8315,5.8456,0.0250,0.2637,0.0079,0.0250,0.0000,0.0000,0.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.9506,0.0456,0.8949
9,9,235.5579,2.4465,1.2980,0.4149,0.7467,0.0314,0.1576,0.1420,0.0000,0.0000,0.0108,0.0030,0.0473,0.0000,0.0255,0.0122,244.0583,6.5445,0.0311,0.2691,0.0122,0.0311,0.0000,0.0000,0.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.1896,0.0467,1.0444
10,10,229.7371,1.3954,0.0000,0.4542,7.2964,0.6546,1.8889,0.3188,0.0000,0.0000,0.0148,0.0048,0.0473,0.0000,0.0406,0.0155,483.5171,7.2849,0.0487,2.0033,0.0175,0.0487,0.0000,0.0000,0.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.4022,0.4666,1.2203
11,11,229.2323,1.5093,0.4379,0.4542,7.2964,0.4687,1.8455,0.5505,0.0000,0.0000,0.0162,0.0048,0.0473,0.0000,0.0347,0.0218,483.6482,7.9632,0.0487,2.0033,0.0187,0.0487,0.0000,0.0000,0.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.6027,0.4666,1.3885
12,12,228.3963,1.9320,0.8142,0.5121,7.2964,0.3380,1.7272,0.8001,0.0532,0.0000,0.0187,0.0048,0.0787,0.0000,0.0347,0.0243,483.7370,8.6850,0.0499,2.0033,0.0213,0.0499,0.0000,0.0000,0.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.8569,0.4689,1.5176
13,13,228.0848,1.6207,1.2326,0.5967,7.3278,0.2455,1.5737,1.0568,0.0719,0.0087,0.0286,0.0079,0.1554,0.0047,0.0482,0.0279,484.1047,9.3459,0.0635,2.0095,0.0287,0.0635,0.0000,0.0000,0.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.0823,0.4752,1.6583
14,14,227.7286,1.4053,1.4881,0.7501,7.3950,0.1718,1.4335,1.2812,0.1230,0.0073,0.0353,0.0121,0.2281,0.0064,0.0587,0.0339,484.3882,9.9906,0.0783,2.0197,0.0323,0.0783,0.0000,0.0000,0.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.3068,0.4849,1.7636
