,day,final_infected,type_pretty
7624,60,209,10%
7685,60,179,10%
7746,60,187,10%
7807,60,172,10%
7868,60,198,10%
7929,60,137,10%
7990,60,160,10%
8051,60,186,10%
8112,60,200,10%
8173,60,208,10%
8234,60,207,10%
8295,60,210,10%
8356,60,155,10%
8417,60,189,10%
8478,60,197,10%
8539,60,181,10%
8600,60,167,10%
8661,60,138,10%
8722,60,152,10%
8783,60,180,10%
8844,60,207,10%
8905,60,211,10%
8966,60,189,10%
9027,60,200,10%
9088,60,185,10%
9149,60,185,10%
9210,60,210,10%
9271,60,184,10%
9332,60,199,10%
9393,60,199,10%
9454,60,195,10%
9515,60,141,10%
9576,60,194,10%
9637,60,197,10%
9698,60,80,10%
9759,60,216,10%
9820,60,189,10%
9881,60,171,10%
9942,60,199,10%
10003,60,175,10%
10064,60,207,10%
10125,60,195,10%
10186,60,205,10%
10247,60,198,10%
10308,60,194,10%
10369,60,204,10%
10430,60,199,10%
10491,60,160,10%
10552,60,209,10%
10613,60,197,10%
10674,60,203,10%
10735,60,186,10%
10796,60,208,10%
10857,60,201,10%
10918,60,171,10%
10979,60,188,10%
11040,60,207,10%
11101,60,182,10%
11162,60,210,10%
11223,60,193,10%
11284,60,187,10%
11345,60,201,10%
11406,60,141,10%
11467,60,207,10%
11528,60,192,10%
11589,60,191,10%
11650,60,208,10%
11711,60,184,10%
11772,60,182,10%
11833,60,168,10%
11894,60,193,10%
11955,60,207,10%
12016,60,214,10%
12077,60,153,10%
12138,60,187,10%
12199,60,190,10%
12260,60,59,40%
12321,60,79,40%
12382,60,50,40%
12443,60,100,40%
12504,60,119,40%
12565,60,120,40%
12626,60,93,40%
12687,60,85,40%
12748,60,53,40%
12809,60,76,40%
12870,60,93,40%
12931,60,113,40%
12992,60,73,40%
13053,60,58,40%
13114,60,86,40%
13175,60,60,40%
13236,60,121,40%
13297,60,99,40%
13358,60,108,40%
13419,60,62,40%
13480,60,122,40%
13541,60,103,40%
13602,60,100,40%
13663,60,79,40%
13724,60,101,40%
13785,60,86,40%
13846,60,115,40%
13907,60,112,40%
13968,60,129,40%
14029,60,98,40%
14090,60,66,40%
14151,60,98,40%
14212,60,122,40%
14273,60,87,40%
14334,60,98,40%
14395,60,84,40%
14456,60,79,40%
14517,60,96,40%
14578,60,69,40%
14639,60,97,40%
14700,60,105,40%
14761,60,98,40%
14822,60,103,40%
14883,60,118,40%
14944,60,123,40%
15005,60,110,40%
15066,60,108,40%
15127,60,103,40%
15188,60,85,40%
15249,60,114,40%
15310,60,117,40%
15371,60,124,40%
15432,60,109,40%
15493,60,95,40%
15554,60,105,40%
15615,60,116,40%
15676,60,54,40%
15737,60,115,40%
15798,60,82,40%
15859,60,125,40%
15920,60,120,40%
15981,60,129,40%
16042,60,103,40%
16103,60,100,40%
16164,60,88,40%
16225,60,76,40%
16286,60,83,40%
16347,60,109,40%
16408,60,118,40%
16469,60,93,40%
16530,60,66,40%
16591,60,122,40%
16652,60,34,40%
16713,60,102,40%
16774,60,98,40%
16835,60,107,40%
16896,60,97,40%
16957,60,116,40%
17018,60,111,40%
17079,60,81,40%
17140,60,96,40%
17201,60,117,40%
17262,60,103,40%
17323,60,140,40%
17384,60,117,40%
17445,60,122,40%
17506,60,97,40%
17567,60,112,40%
17628,60,60,40%
17689,60,36,40%
17750,60,122,40%
17811,60,129,40%
17872,60,98,40%
17933,60,121,40%
17994,60,91,40%
18055,60,119,40%
18116,60,69,40%
18177,60,51,40%
18238,60,113,40%
18299,60,71,40%
18360,60,23,70%
18421,60,10,70%
18482,60,26,70%
18543,60,25,70%
18604,60,19,70%
18665,60,7,70%
18726,60,17,70%
18787,60,7,70%
18848,60,31,70%
18909,60,19,70%
18970,60,19,70%
19031,60,26,70%
19092,60,15,70%
19153,60,30,70%
19214,60,15,70%
19275,60,14,70%
19336,60,23,70%
19397,60,13,70%
19458,60,2,70%
19519,60,11,70%
19580,60,26,70%
19641,60,22,70%
19702,60,14,70%
19763,60,8,70%
19824,60,19,70%
19885,60,28,70%
19946,60,18,70%
20007,60,29,70%
20068,60,13,70%
20129,60,35,70%
20190,60,8,70%
20251,60,49,70%
20312,60,29,70%
20373,60,6,70%
20434,60,22,70%
20495,60,24,70%
20556,60,28,70%
20617,60,21,70%
20678,60,6,70%
20739,60,15,70%
20800,60,27,70%
20861,60,30,70%
20922,60,17,70%
20983,60,12,70%
21044,60,27,70%
21105,60,8,70%
21166,60,12,70%
21227,60,24,70%
21288,60,30,70%
21349,60,1,70%
21410,60,13,70%
21471,60,19,70%
21532,60,8,70%
21593,60,16,70%
21654,60,24,70%
21715,60,12,70%
21776,60,22,70%
21837,60,19,70%
21898,60,5,70%
21959,60,32,70%
22020,60,5,70%
22081,60,34,70%
22142,60,31,70%
22203,60,41,70%
22264,60,32,70%
22325,60,21,70%
22386,60,0,70%
22447,60,21,70%
22508,60,37,70%
22569,60,28,70%
22630,60,13,70%
22691,60,30,70%
22752,60,5,70%
22813,60,27,70%
22874,60,10,70%
22935,60,12,70%
22996,60,12,70%
23057,60,16,70%
23118,60,14,70%
23179,60,34,70%
23240,60,8,70%
23301,60,18,70%
23362,60,20,70%
23423,60,39,70%
23484,60,16,70%
23545,60,26,70%
23606,60,13,70%
23667,60,23,70%
23728,60,24,70%
23789,60,32,70%
23850,60,29,70%
23911,60,35,70%
23972,60,29,70%
24033,60,2,70%
24094,60,13,70%
24155,60,4,70%
24216,60,23,70%
24277,60,28,70%
24338,60,21,70%
24399,60,14,70%
