day	seedRun	susceptible	exposed	infected	removed	susceptible-in-quarantine	exposed-in-quarantine	infected-in-quarantine	removed-in-quarantine	susceptible-in-quarantine-external-1	exposed-in-quarantine-external-1	infected-in-quarantine-external-1	removed-in-quarantine-external-1	susceptible-in-quarantine-external-2	exposed-in-quarantine-external-2	infected-in-quarantine-external-2	removed-in-quarantine-external-2	num-of-screened-agents	num-of-screened-agents-external-1	num-of-screened-agents-external-2	num-of-positive-agents	num-of-positive-agents-external-1	num-of-positive-agents-external-2	num-vaccinated	num-immunized	num-immunized-in-quarantine	num-immunized-in-quarantine-external-1	num-immunized-in-quarantine-external-2	num-infected-outside	classroom-in-quarantine	num-of-classroom-in-quarantine	classroom-with-at-least-one-infected
0	123457050	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218	148	0	0	0	0	[]	0	0
1	123457050	139	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	218	148	0	0	0	3	[]	0	0
2	123457050	139	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	218	148	0	0	0	3	[]	0	0
3	123457050	134	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	218	148	0	0	0	5	[]	0	1
4	123457050	123	16	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	218	148	0	0	0	6	[]	0	2
5	123457050	115	22	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	218	148	0	0	0	7	[]	0	3
6	123457050	111	16	13	2	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	218	148	0	0	0	11	[]	0	6
7	123457050	108	14	16	4	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	218	148	0	0	0	14	[]	0	7
8	123457050	78	41	17	6	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	218	148	0	0	0	16	[]	0	7
9	123457050	68	41	21	10	0	0	0	0	0	0	0	0	0	0	2	0	0	16	2	0	0	2	218	148	0	0	0	18	[]	0	7
10	123457050	46	43	37	14	0	0	0	0	0	0	0	0	0	0	2	0	0	17	2	0	0	2	218	148	0	0	0	21	[]	0	10
11	123457050	31	40	49	18	0	0	0	0	0	0	0	0	0	0	4	0	0	20	4	0	0	4	218	148	0	0	0	22	[]	0	11
12	123457050	22	39	53	22	0	0	0	0	0	0	2	0	0	0	3	1	0	23	4	0	2	4	218	148	0	0	0	24	[]	0	12
13	123457050	21	32	52	30	0	0	0	0	0	0	3	0	0	0	2	2	0	24	4	0	3	4	218	148	0	0	0	25	[]	0	12
14	123457050	21	23	49	38	0	0	0	0	0	0	5	0	0	0	4	2	0	28	6	0	5	6	218	148	0	0	0	25	[]	0	12
15	123457050	17	22	45	46	0	0	0	0	0	0	4	1	0	0	5	2	0	28	7	0	5	7	218	148	0	0	0	25	[]	0	12
16	123457050	13	22	38	53	0	0	0	0	0	0	5	1	0	0	7	3	0	29	10	0	6	10	218	148	0	0	0	25	[]	0	12
17	123457050	13	17	33	62	0	0	0	0	0	0	6	1	0	0	5	5	0	31	10	0	7	10	218	148	0	0	0	25	[]	0	12
18	123457050	13	13	30	68	0	0	0	0	0	0	6	1	0	0	5	6	0	33	11	0	7	11	218	148	0	0	0	25	[]	0	12
19	123457050	12	11	26	76	0	0	0	0	0	0	6	2	0	0	3	6	0	34	11	0	8	11	218	148	0	0	0	25	[]	0	11
20	123457050	12	9	22	81	0	0	0	0	0	0	6	2	0	0	3	7	0	34	12	0	8	12	218	148	0	0	0	25	[]	0	10
21	123457050	12	6	21	85	0	0	0	0	0	0	6	2	0	0	5	5	0	37	14	0	8	14	218	148	0	0	0	25	[]	0	10
22	123457050	9	8	17	92	0	0	0	0	0	0	3	3	0	0	5	5	0	38	14	0	8	14	218	148	0	0	0	25	[]	0	10
23	123457050	5	8	19	93	0	0	0	0	0	0	3	2	0	0	6	6	0	40	16	0	8	16	218	148	0	0	0	25	[]	0	11
24	123457050	3	8	19	99	0	0	0	0	0	0	3	0	0	0	5	5	0	41	16	0	8	16	218	148	0	0	0	25	[]	0	11
25	123457050	2	8	17	103	0	0	0	0	0	0	3	0	0	0	5	4	0	42	16	0	8	16	218	148	0	0	0	26	[]	0	11
26	123457050	2	7	15	110	0	0	0	0	0	0	2	0	0	0	2	4	0	44	16	0	8	16	218	148	0	0	0	26	[]	0	9
