,day,cumulative_infected,type,type_pretty,vaccine_efficacy,prevalence
142,23.0,32.54109999999997,Total infected,40%,Vaccine Efficacy 100%,Low
143,24.0,35.43089999999995,Total infected,40%,Vaccine Efficacy 100%,Low
144,25.0,38.58719999999997,Total infected,40%,Vaccine Efficacy 100%,Low
145,26.0,41.50909999999999,Total infected,40%,Vaccine Efficacy 100%,Low
146,27.0,44.58710000000002,Total infected,40%,Vaccine Efficacy 100%,Low
147,28.0,46.74769999999998,Total infected,40%,Vaccine Efficacy 100%,Low
148,29.0,48.33280000000002,Total infected,40%,Vaccine Efficacy 100%,Low
149,30.0,50.7996,Total infected,40%,Vaccine Efficacy 100%,Low
150,31.0,53.753600000000034,Total infected,40%,Vaccine Efficacy 100%,Low
151,32.0,56.69160000000002,Total infected,40%,Vaccine Efficacy 100%,Low
152,33.0,59.59729999999999,Total infected,40%,Vaccine Efficacy 100%,Low
153,34.0,62.36079999999998,Total infected,40%,Vaccine Efficacy 100%,Low
154,35.0,64.36070000000004,Total infected,40%,Vaccine Efficacy 100%,Low
155,36.0,65.91779999999997,Total infected,40%,Vaccine Efficacy 100%,Low
156,37.0,67.87969999999999,Total infected,40%,Vaccine Efficacy 100%,Low
157,38.0,70.0122,Total infected,40%,Vaccine Efficacy 100%,Low
158,39.0,72.2124,Total infected,40%,Vaccine Efficacy 100%,Low
159,40.0,74.26239999999996,Total infected,40%,Vaccine Efficacy 100%,Low
160,41.0,76.3688,Total infected,40%,Vaccine Efficacy 100%,Low
161,42.0,77.92389999999995,Total infected,40%,Vaccine Efficacy 100%,Low
162,43.0,79.072,Total infected,40%,Vaccine Efficacy 100%,Low
163,44.0,80.6995,Total infected,40%,Vaccine Efficacy 100%,Low
164,45.0,82.51510000000002,Total infected,40%,Vaccine Efficacy 100%,Low
165,46.0,84.36080000000001,Total infected,40%,Vaccine Efficacy 100%,Low
166,47.0,86.1002,Total infected,40%,Vaccine Efficacy 100%,Low
167,48.0,87.8656,Total infected,40%,Vaccine Efficacy 100%,Low
168,49.0,89.13020000000003,Total infected,40%,Vaccine Efficacy 100%,Low
169,50.0,90.09010000000004,Total infected,40%,Vaccine Efficacy 100%,Low
170,51.0,91.4228,Total infected,40%,Vaccine Efficacy 100%,Low
171,52.0,92.70150000000001,Total infected,40%,Vaccine Efficacy 100%,Low
172,53.0,93.9699,Total infected,40%,Vaccine Efficacy 100%,Low
173,54.0,95.26660000000004,Total infected,40%,Vaccine Efficacy 100%,Low
174,55.0,96.52110000000002,Total infected,40%,Vaccine Efficacy 100%,Low
175,56.0,97.4871,Total infected,40%,Vaccine Efficacy 100%,Low
176,57.0,98.05810000000002,Total infected,40%,Vaccine Efficacy 100%,Low
177,58.0,98.99199999999996,Total infected,40%,Vaccine Efficacy 100%,Low
178,59.0,99.93179999999998,Total infected,40%,Vaccine Efficacy 100%,Low
179,60.0,101.01020000000003,Total infected,40%,Vaccine Efficacy 100%,Low
180,1.0,0.0,Total infected,70%,Vaccine Efficacy 100%,Low
181,2.0,0.02199999999999136,Total infected,70%,Vaccine Efficacy 100%,Low
182,3.0,0.08220000000000027,Total infected,70%,Vaccine Efficacy 100%,Low
183,4.0,0.18029999999998836,Total infected,70%,Vaccine Efficacy 100%,Low
184,5.0,0.3106999999999971,Total infected,70%,Vaccine Efficacy 100%,Low
185,6.0,0.507000000000005,Total infected,70%,Vaccine Efficacy 100%,Low
186,7.0,0.6793999999999869,Total infected,70%,Vaccine Efficacy 100%,Low
187,8.0,0.7835999999999785,Total infected,70%,Vaccine Efficacy 100%,Low
188,9.0,1.0360999999999763,Total infected,70%,Vaccine Efficacy 100%,Low
189,10.0,1.344699999999989,Total infected,70%,Vaccine Efficacy 100%,Low
190,11.0,1.7434999999999832,Total infected,70%,Vaccine Efficacy 100%,Low
191,12.0,2.1283000000000243,Total infected,70%,Vaccine Efficacy 100%,Low
192,13.0,2.627299999999991,Total infected,70%,Vaccine Efficacy 100%,Low
193,14.0,2.9279000000000224,Total infected,70%,Vaccine Efficacy 100%,Low
194,15.0,3.2064999999999486,Total infected,70%,Vaccine Efficacy 100%,Low
195,16.0,3.591199999999958,Total infected,70%,Vaccine Efficacy 100%,Low
196,17.0,4.064099999999996,Total infected,70%,Vaccine Efficacy 100%,Low
197,18.0,4.540999999999997,Total infected,70%,Vaccine Efficacy 100%,Low
198,19.0,5.05419999999998,Total infected,70%,Vaccine Efficacy 100%,Low
199,20.0,5.550999999999988,Total infected,70%,Vaccine Efficacy 100%,Low
200,21.0,5.949999999999989,Total infected,70%,Vaccine Efficacy 100%,Low
201,22.0,6.272600000000011,Total infected,70%,Vaccine Efficacy 100%,Low
202,23.0,6.71550000000002,Total infected,70%,Vaccine Efficacy 100%,Low
203,24.0,7.268599999999992,Total infected,70%,Vaccine Efficacy 100%,Low
204,25.0,7.717499999999973,Total infected,70%,Vaccine Efficacy 100%,Low
205,26.0,8.284600000000012,Total infected,70%,Vaccine Efficacy 100%,Low
206,27.0,8.821699999999964,Total infected,70%,Vaccine Efficacy 100%,Low
207,28.0,9.256599999999992,Total infected,70%,Vaccine Efficacy 100%,Low
208,29.0,9.585200000000043,Total infected,70%,Vaccine Efficacy 100%,Low
209,30.0,10.066100000000006,Total infected,70%,Vaccine Efficacy 100%,Low
210,31.0,10.609299999999962,Total infected,70%,Vaccine Efficacy 100%,Low
211,32.0,11.244399999999985,Total infected,70%,Vaccine Efficacy 100%,Low
212,33.0,11.859700000000032,Total infected,70%,Vaccine Efficacy 100%,Low
213,34.0,12.440899999999942,Total infected,70%,Vaccine Efficacy 100%,Low
214,35.0,12.881999999999948,Total infected,70%,Vaccine Efficacy 100%,Low
215,36.0,13.248599999999954,Total infected,70%,Vaccine Efficacy 100%,Low
216,37.0,13.79159999999996,Total infected,70%,Vaccine Efficacy 100%,Low
217,38.0,14.384900000000016,Total infected,70%,Vaccine Efficacy 100%,Low
218,39.0,14.986000000000047,Total infected,70%,Vaccine Efficacy 100%,Low
219,40.0,15.629300000000057,Total infected,70%,Vaccine Efficacy 100%,Low
220,41.0,16.156300000000044,Total infected,70%,Vaccine Efficacy 100%,Low
221,42.0,16.64730000000003,Total infected,70%,Vaccine Efficacy 100%,Low
222,43.0,17.00200000000001,Total infected,70%,Vaccine Efficacy 100%,Low
223,44.0,17.47289999999998,Total infected,70%,Vaccine Efficacy 100%,Low
224,45.0,18.003999999999962,Total infected,70%,Vaccine Efficacy 100%,Low
225,46.0,18.54910000000001,Total infected,70%,Vaccine Efficacy 100%,Low
226,47.0,19.09020000000004,Total infected,70%,Vaccine Efficacy 100%,Low
227,48.0,19.579300000000046,Total infected,70%,Vaccine Efficacy 100%,Low
228,49.0,20.017899999999997,Total infected,70%,Vaccine Efficacy 100%,Low
229,50.0,20.33269999999999,Total infected,70%,Vaccine Efficacy 100%,Low
230,51.0,20.789600000000007,Total infected,70%,Vaccine Efficacy 100%,Low
231,52.0,21.264400000000023,Total infected,70%,Vaccine Efficacy 100%,Low
232,53.0,21.747499999999945,Total infected,70%,Vaccine Efficacy 100%,Low
233,54.0,22.23449999999997,Total infected,70%,Vaccine Efficacy 100%,Low
234,55.0,22.701599999999985,Total infected,70%,Vaccine Efficacy 100%,Low
235,56.0,23.068300000000022,Total infected,70%,Vaccine Efficacy 100%,Low
236,57.0,23.34469999999999,Total infected,70%,Vaccine Efficacy 100%,Low
237,58.0,23.769600000000025,Total infected,70%,Vaccine Efficacy 100%,Low
238,59.0,24.188399999999945,Total infected,70%,Vaccine Efficacy 100%,Low
239,60.0,24.647399999999948,Total infected,70%,Vaccine Efficacy 100%,Low
240,1.0,0.0,Total infected,0%,Vaccine Efficacy 100%,Medium
241,2.0,1.3267000000000166,Total infected,0%,Vaccine Efficacy 100%,Medium
242,3.0,6.458899999999971,Total infected,0%,Vaccine Efficacy 100%,Medium
243,4.0,17.651299999999992,Total infected,0%,Vaccine Efficacy 100%,Medium
244,5.0,35.85980000000001,Total infected,0%,Vaccine Efficacy 100%,Medium
245,6.0,59.4709,Total infected,0%,Vaccine Efficacy 100%,Medium
246,7.0,76.77560000000003,Total infected,0%,Vaccine Efficacy 100%,Medium
247,8.0,90.00810000000001,Total infected,0%,Vaccine Efficacy 100%,Medium
248,9.0,110.88390000000001,Total infected,0%,Vaccine Efficacy 100%,Medium
249,10.0,132.4669,Total infected,0%,Vaccine Efficacy 100%,Medium
250,11.0,150.7775,Total infected,0%,Vaccine Efficacy 100%,Medium
251,12.0,165.74360000000001,Total infected,0%,Vaccine Efficacy 100%,Medium
252,13.0,177.537,Total infected,0%,Vaccine Efficacy 100%,Medium
253,14.0,186.0621,Total infected,0%,Vaccine Efficacy 100%,Medium
254,15.0,192.4228,Total infected,0%,Vaccine Efficacy 100%,Medium
255,16.0,198.054,Total infected,0%,Vaccine Efficacy 100%,Medium
256,17.0,202.5231,Total infected,0%,Vaccine Efficacy 100%,Medium
257,18.0,206.2245,Total infected,0%,Vaccine Efficacy 100%,Medium
258,19.0,209.20850000000002,Total infected,0%,Vaccine Efficacy 100%,Medium
259,20.0,211.8016,Total infected,0%,Vaccine Efficacy 100%,Medium
260,21.0,213.5331,Total infected,0%,Vaccine Efficacy 100%,Medium
261,22.0,214.8417,Total infected,0%,Vaccine Efficacy 100%,Medium
262,23.0,216.25650000000002,Total infected,0%,Vaccine Efficacy 100%,Medium
263,24.0,217.6954,Total infected,0%,Vaccine Efficacy 100%,Medium
264,25.0,219.19639999999998,Total infected,0%,Vaccine Efficacy 100%,Medium
265,26.0,220.8236,Total infected,0%,Vaccine Efficacy 100%,Medium
266,27.0,222.2464,Total infected,0%,Vaccine Efficacy 100%,Medium
267,28.0,223.3227,Total infected,0%,Vaccine Efficacy 100%,Medium
268,29.0,224.2045,Total infected,0%,Vaccine Efficacy 100%,Medium
269,30.0,225.4289,Total infected,0%,Vaccine Efficacy 100%,Medium
270,31.0,226.7235,Total infected,0%,Vaccine Efficacy 100%,Medium
271,32.0,227.954,Total infected,0%,Vaccine Efficacy 100%,Medium
272,33.0,228.9862,Total infected,0%,Vaccine Efficacy 100%,Medium
273,34.0,230.0903,Total infected,0%,Vaccine Efficacy 100%,Medium
274,35.0,230.89780000000002,Total infected,0%,Vaccine Efficacy 100%,Medium
275,36.0,231.4389,Total infected,0%,Vaccine Efficacy 100%,Medium
276,37.0,232.1063,Total infected,0%,Vaccine Efficacy 100%,Medium
277,38.0,232.7815,Total infected,0%,Vaccine Efficacy 100%,Medium
278,39.0,233.4048,Total infected,0%,Vaccine Efficacy 100%,Medium
279,40.0,233.96,Total infected,0%,Vaccine Efficacy 100%,Medium
280,41.0,234.43290000000002,Total infected,0%,Vaccine Efficacy 100%,Medium
281,42.0,234.8057,Total infected,0%,Vaccine Efficacy 100%,Medium
282,43.0,235.12619999999998,Total infected,0%,Vaccine Efficacy 100%,Medium
283,44.0,235.461,Total infected,0%,Vaccine Efficacy 100%,Medium
284,45.0,235.7996,Total infected,0%,Vaccine Efficacy 100%,Medium
285,46.0,236.0922,Total infected,0%,Vaccine Efficacy 100%,Medium
286,47.0,236.3647,Total infected,0%,Vaccine Efficacy 100%,Medium
287,48.0,236.6132,Total infected,0%,Vaccine Efficacy 100%,Medium
288,49.0,236.8456,Total infected,0%,Vaccine Efficacy 100%,Medium
289,50.0,236.996,Total infected,0%,Vaccine Efficacy 100%,Medium
290,51.0,237.1844,Total infected,0%,Vaccine Efficacy 100%,Medium
291,52.0,237.3808,Total infected,0%,Vaccine Efficacy 100%,Medium
292,53.0,237.5551,Total infected,0%,Vaccine Efficacy 100%,Medium
293,54.0,237.7014,Total infected,0%,Vaccine Efficacy 100%,Medium
294,55.0,237.8216,Total infected,0%,Vaccine Efficacy 100%,Medium
295,56.0,237.9038,Total infected,0%,Vaccine Efficacy 100%,Medium
296,57.0,238.006,Total infected,0%,Vaccine Efficacy 100%,Medium
297,58.0,238.1122,Total infected,0%,Vaccine Efficacy 100%,Medium
298,59.0,238.19650000000001,Total infected,0%,Vaccine Efficacy 100%,Medium
299,60.0,238.2946,Total infected,0%,Vaccine Efficacy 100%,Medium
300,1.0,0.0,Total infected,10%,Vaccine Efficacy 100%,Medium
301,2.0,1.130200000000002,Total infected,10%,Vaccine Efficacy 100%,Medium
302,3.0,5.3607000000000085,Total infected,10%,Vaccine Efficacy 100%,Medium
303,4.0,15.078100000000006,Total infected,10%,Vaccine Efficacy 100%,Medium
304,5.0,30.83789999999999,Total infected,10%,Vaccine Efficacy 100%,Medium
305,6.0,50.76159999999999,Total infected,10%,Vaccine Efficacy 100%,Medium
306,7.0,65.44699999999997,Total infected,10%,Vaccine Efficacy 100%,Medium
307,8.0,76.87370000000001,Total infected,10%,Vaccine Efficacy 100%,Medium
308,9.0,95.72930000000002,Total infected,10%,Vaccine Efficacy 100%,Medium
309,10.0,115.22039999999998,Total infected,10%,Vaccine Efficacy 100%,Medium
310,11.0,132.7317,Total infected,10%,Vaccine Efficacy 100%,Medium
311,12.0,146.8557,Total infected,10%,Vaccine Efficacy 100%,Medium
312,13.0,158.3887,Total infected,10%,Vaccine Efficacy 100%,Medium
313,14.0,166.75150000000002,Total infected,10%,Vaccine Efficacy 100%,Medium
314,15.0,172.9498,Total infected,10%,Vaccine Efficacy 100%,Medium
315,16.0,178.46500000000003,Total infected,10%,Vaccine Efficacy 100%,Medium
316,17.0,182.81560000000002,Total infected,10%,Vaccine Efficacy 100%,Medium
317,18.0,186.4891,Total infected,10%,Vaccine Efficacy 100%,Medium
318,19.0,189.3468,Total infected,10%,Vaccine Efficacy 100%,Medium
319,20.0,191.6873,Total infected,10%,Vaccine Efficacy 100%,Medium
320,21.0,193.3487,Total infected,10%,Vaccine Efficacy 100%,Medium
321,22.0,194.5633,Total infected,10%,Vaccine Efficacy 100%,Medium
322,23.0,195.88780000000003,Total infected,10%,Vaccine Efficacy 100%,Medium
323,24.0,197.1103,Total infected,10%,Vaccine Efficacy 100%,Medium
324,25.0,198.375,Total infected,10%,Vaccine Efficacy 100%,Medium
325,26.0,199.5833,Total infected,10%,Vaccine Efficacy 100%,Medium
326,27.0,200.7736,Total infected,10%,Vaccine Efficacy 100%,Medium
327,28.0,201.6114,Total infected,10%,Vaccine Efficacy 100%,Medium
328,29.0,202.3105,Total infected,10%,Vaccine Efficacy 100%,Medium
329,30.0,203.2785,Total infected,10%,Vaccine Efficacy 100%,Medium
330,31.0,204.2144,Total infected,10%,Vaccine Efficacy 100%,Medium
331,32.0,205.15640000000002,Total infected,10%,Vaccine Efficacy 100%,Medium
332,33.0,206.06619999999998,Total infected,10%,Vaccine Efficacy 100%,Medium
333,34.0,206.90980000000002,Total infected,10%,Vaccine Efficacy 100%,Medium
334,35.0,207.5992,Total infected,10%,Vaccine Efficacy 100%,Medium
335,36.0,208.0481,Total infected,10%,Vaccine Efficacy 100%,Medium
336,37.0,208.6413,Total infected,10%,Vaccine Efficacy 100%,Medium
337,38.0,209.24849999999998,Total infected,10%,Vaccine Efficacy 100%,Medium
338,39.0,209.8358,Total infected,10%,Vaccine Efficacy 100%,Medium
339,40.0,210.3708,Total infected,10%,Vaccine Efficacy 100%,Medium
340,41.0,210.8277,Total infected,10%,Vaccine Efficacy 100%,Medium
341,42.0,211.1384,Total infected,10%,Vaccine Efficacy 100%,Medium
342,43.0,211.4169,Total infected,10%,Vaccine Efficacy 100%,Medium
343,44.0,211.7175,Total infected,10%,Vaccine Efficacy 100%,Medium
344,45.0,212.0442,Total infected,10%,Vaccine Efficacy 100%,Medium
345,46.0,212.33270000000002,Total infected,10%,Vaccine Efficacy 100%,Medium
346,47.0,212.5773,Total infected,10%,Vaccine Efficacy 100%,Medium
347,48.0,212.8037,Total infected,10%,Vaccine Efficacy 100%,Medium
348,49.0,212.99009999999998,Total infected,10%,Vaccine Efficacy 100%,Medium
349,50.0,213.1064,Total infected,10%,Vaccine Efficacy 100%,Medium
350,51.0,213.2947,Total infected,10%,Vaccine Efficacy 100%,Medium
351,52.0,213.46710000000002,Total infected,10%,Vaccine Efficacy 100%,Medium
352,53.0,213.6133,Total infected,10%,Vaccine Efficacy 100%,Medium
353,54.0,213.74760000000003,Total infected,10%,Vaccine Efficacy 100%,Medium
354,55.0,213.8698,Total infected,10%,Vaccine Efficacy 100%,Medium
355,56.0,213.94599999999997,Total infected,10%,Vaccine Efficacy 100%,Medium
356,57.0,214.0201,Total infected,10%,Vaccine Efficacy 100%,Medium
357,58.0,214.1064,Total infected,10%,Vaccine Efficacy 100%,Medium
358,59.0,214.1864,Total infected,10%,Vaccine Efficacy 100%,Medium
359,60.0,214.2686,Total infected,10%,Vaccine Efficacy 100%,Medium
360,1.0,0.0,Total infected,40%,Vaccine Efficacy 100%,Medium
361,2.0,0.8858000000000175,Total infected,40%,Vaccine Efficacy 100%,Medium
362,3.0,3.3728000000000407,Total infected,40%,Vaccine Efficacy 100%,Medium
363,4.0,8.382699999999943,Total infected,40%,Vaccine Efficacy 100%,Medium
364,5.0,16.28649999999999,Total infected,40%,Vaccine Efficacy 100%,Medium
