,day,cumulative_infected,type,type_pretty,vaccine_efficacy,prevalence
25,26.0,85.66729999999998,Total infected,0%,Vaccine Efficacy 100%,Low
26,27.0,95.2885,Total infected,0%,Vaccine Efficacy 100%,Low
27,28.0,102.3227,Total infected,0%,Vaccine Efficacy 100%,Low
28,29.0,107.08420000000001,Total infected,0%,Vaccine Efficacy 100%,Low
29,30.0,114.26259999999999,Total infected,0%,Vaccine Efficacy 100%,Low
30,31.0,122.4228,Total infected,0%,Vaccine Efficacy 100%,Low
31,32.0,130.8356,Total infected,0%,Vaccine Efficacy 100%,Low
32,33.0,139.6473,Total infected,0%,Vaccine Efficacy 100%,Low
33,34.0,148.29860000000002,Total infected,0%,Vaccine Efficacy 100%,Low
34,35.0,154.71949999999998,Total infected,0%,Vaccine Efficacy 100%,Low
35,36.0,159.2225,Total infected,0%,Vaccine Efficacy 100%,Low
36,37.0,165.0081,Total infected,0%,Vaccine Efficacy 100%,Low
37,38.0,171.31459999999998,Total infected,0%,Vaccine Efficacy 100%,Low
38,39.0,177.6673,Total infected,0%,Vaccine Efficacy 100%,Low
39,40.0,184.1183,Total infected,0%,Vaccine Efficacy 100%,Low
40,41.0,190.2124,Total infected,0%,Vaccine Efficacy 100%,Low
41,42.0,194.55110000000002,Total infected,0%,Vaccine Efficacy 100%,Low
42,43.0,197.67329999999998,Total infected,0%,Vaccine Efficacy 100%,Low
43,44.0,201.26850000000002,Total infected,0%,Vaccine Efficacy 100%,Low
44,45.0,204.9419,Total infected,0%,Vaccine Efficacy 100%,Low
45,46.0,208.7074,Total infected,0%,Vaccine Efficacy 100%,Low
46,47.0,212.3727,Total infected,0%,Vaccine Efficacy 100%,Low
47,48.0,215.6233,Total infected,0%,Vaccine Efficacy 100%,Low
48,49.0,217.9659,Total infected,0%,Vaccine Efficacy 100%,Low
49,50.0,219.5951,Total infected,0%,Vaccine Efficacy 100%,Low
50,51.0,221.5211,Total infected,0%,Vaccine Efficacy 100%,Low
51,52.0,223.3187,Total infected,0%,Vaccine Efficacy 100%,Low
52,53.0,225.0401,Total infected,0%,Vaccine Efficacy 100%,Low
53,54.0,226.6353,Total infected,0%,Vaccine Efficacy 100%,Low
54,55.0,228.1183,Total infected,0%,Vaccine Efficacy 100%,Low
55,56.0,229.1984,Total infected,0%,Vaccine Efficacy 100%,Low
56,57.0,229.9459,Total infected,0%,Vaccine Efficacy 100%,Low
57,58.0,230.7875,Total infected,0%,Vaccine Efficacy 100%,Low
58,59.0,231.63920000000002,Total infected,0%,Vaccine Efficacy 100%,Low
59,60.0,232.4229,Total infected,0%,Vaccine Efficacy 100%,Low
60,1.0,0.0,Total infected,10%,Vaccine Efficacy 100%,Low
61,2.0,0.07609999999999673,Total infected,10%,Vaccine Efficacy 100%,Low
62,3.0,0.22649999999998727,Total infected,10%,Vaccine Efficacy 100%,Low
63,4.0,0.5090000000000146,Total infected,10%,Vaccine Efficacy 100%,Low
64,5.0,0.9759000000000242,Total infected,10%,Vaccine Efficacy 100%,Low
65,6.0,1.6311999999999784,Total infected,10%,Vaccine Efficacy 100%,Low
66,7.0,2.1843999999999824,Total infected,10%,Vaccine Efficacy 100%,Low
67,8.0,2.5871999999999957,Total infected,10%,Vaccine Efficacy 100%,Low
68,9.0,3.5311000000000377,Total infected,10%,Vaccine Efficacy 100%,Low
69,10.0,5.056100000000015,Total infected,10%,Vaccine Efficacy 100%,Low
70,11.0,6.933899999999994,Total infected,10%,Vaccine Efficacy 100%,Low
71,12.0,9.198399999999992,Total infected,10%,Vaccine Efficacy 100%,Low
72,13.0,12.230500000000006,Total infected,10%,Vaccine Efficacy 100%,Low
73,14.0,14.32669999999996,Total infected,10%,Vaccine Efficacy 100%,Low
74,15.0,15.909800000000018,Total infected,10%,Vaccine Efficacy 100%,Low
75,16.0,18.625200000000007,Total infected,10%,Vaccine Efficacy 100%,Low
76,17.0,22.040099999999995,Total infected,10%,Vaccine Efficacy 100%,Low
77,18.0,26.154300000000035,Total infected,10%,Vaccine Efficacy 100%,Low
78,19.0,30.82159999999999,Total infected,10%,Vaccine Efficacy 100%,Low
79,20.0,36.26050000000001,Total infected,10%,Vaccine Efficacy 100%,Low
80,21.0,40.1883,Total infected,10%,Vaccine Efficacy 100%,Low
81,22.0,43.09809999999999,Total infected,10%,Vaccine Efficacy 100%,Low
82,23.0,47.7174,Total infected,10%,Vaccine Efficacy 100%,Low
83,24.0,53.26650000000001,Total infected,10%,Vaccine Efficacy 100%,Low
84,25.0,59.5531,Total infected,10%,Vaccine Efficacy 100%,Low
85,26.0,66.32660000000001,Total infected,10%,Vaccine Efficacy 100%,Low
86,27.0,73.52110000000002,Total infected,10%,Vaccine Efficacy 100%,Low
87,28.0,78.7074,Total infected,10%,Vaccine Efficacy 100%,Low
88,29.0,82.517,Total infected,10%,Vaccine Efficacy 100%,Low
89,30.0,88.32060000000001,Total infected,10%,Vaccine Efficacy 100%,Low
90,31.0,94.7515,Total infected,10%,Vaccine Efficacy 100%,Low
91,32.0,101.70940000000002,Total infected,10%,Vaccine Efficacy 100%,Low
92,33.0,108.8236,Total infected,10%,Vaccine Efficacy 100%,Low
93,34.0,116.46289999999999,Total infected,10%,Vaccine Efficacy 100%,Low
94,35.0,122.0701,Total infected,10%,Vaccine Efficacy 100%,Low
95,36.0,126.01999999999998,Total infected,10%,Vaccine Efficacy 100%,Low
96,37.0,131.0742,Total infected,10%,Vaccine Efficacy 100%,Low
97,38.0,136.9178,Total infected,10%,Vaccine Efficacy 100%,Low
98,39.0,142.66140000000001,Total infected,10%,Vaccine Efficacy 100%,Low
99,40.0,148.8557,Total infected,10%,Vaccine Efficacy 100%,Low
100,41.0,154.8537,Total infected,10%,Vaccine Efficacy 100%,Low
101,42.0,159.04000000000002,Total infected,10%,Vaccine Efficacy 100%,Low
102,43.0,161.97390000000001,Total infected,10%,Vaccine Efficacy 100%,Low
103,44.0,165.8116,Total infected,10%,Vaccine Efficacy 100%,Low
104,45.0,170.008,Total infected,10%,Vaccine Efficacy 100%,Low
105,46.0,174.04410000000001,Total infected,10%,Vaccine Efficacy 100%,Low
106,47.0,177.9238,Total infected,10%,Vaccine Efficacy 100%,Low
107,48.0,181.6673,Total infected,10%,Vaccine Efficacy 100%,Low
108,49.0,184.2485,Total infected,10%,Vaccine Efficacy 100%,Low
109,50.0,186.1202,Total infected,10%,Vaccine Efficacy 100%,Low
110,51.0,188.3727,Total infected,10%,Vaccine Efficacy 100%,Low
111,52.0,190.7114,Total infected,10%,Vaccine Efficacy 100%,Low
112,53.0,193.0621,Total infected,10%,Vaccine Efficacy 100%,Low
113,54.0,195.1924,Total infected,10%,Vaccine Efficacy 100%,Low
114,55.0,197.1482,Total infected,10%,Vaccine Efficacy 100%,Low
115,56.0,198.6794,Total infected,10%,Vaccine Efficacy 100%,Low
116,57.0,199.8176,Total infected,10%,Vaccine Efficacy 100%,Low
117,58.0,200.99200000000002,Total infected,10%,Vaccine Efficacy 100%,Low
118,59.0,202.1463,Total infected,10%,Vaccine Efficacy 100%,Low
119,60.0,203.3466,Total infected,10%,Vaccine Efficacy 100%,Low
120,1.0,0.0,Total infected,40%,Vaccine Efficacy 100%,Low
121,2.0,0.04809999999997672,Total infected,40%,Vaccine Efficacy 100%,Low
122,3.0,0.12630000000001473,Total infected,40%,Vaccine Efficacy 100%,Low
123,4.0,0.2524999999999977,Total infected,40%,Vaccine Efficacy 100%,Low
124,5.0,0.44079999999996744,Total infected,40%,Vaccine Efficacy 100%,Low
125,6.0,0.7115000000000009,Total infected,40%,Vaccine Efficacy 100%,Low
126,7.0,0.9819999999999709,Total infected,40%,Vaccine Efficacy 100%,Low
127,8.0,1.2064000000000306,Total infected,40%,Vaccine Efficacy 100%,Low
128,9.0,1.5450999999999908,Total infected,40%,Vaccine Efficacy 100%,Low
129,10.0,2.0822000000000003,Total infected,40%,Vaccine Efficacy 100%,Low
130,11.0,2.7835999999999785,Total infected,40%,Vaccine Efficacy 100%,Low
131,12.0,3.721400000000017,Total infected,40%,Vaccine Efficacy 100%,Low
132,13.0,4.623299999999972,Total infected,40%,Vaccine Efficacy 100%,Low
133,14.0,5.392799999999966,Total infected,40%,Vaccine Efficacy 100%,Low
134,15.0,5.945899999999995,Total infected,40%,Vaccine Efficacy 100%,Low
135,16.0,6.897800000000018,Total infected,40%,Vaccine Efficacy 100%,Low
136,17.0,7.975999999999999,Total infected,40%,Vaccine Efficacy 100%,Low
137,18.0,9.304599999999994,Total infected,40%,Vaccine Efficacy 100%,Low
138,19.0,10.801600000000008,Total infected,40%,Vaccine Efficacy 100%,Low
139,20.0,12.4769,Total infected,40%,Vaccine Efficacy 100%,Low
140,21.0,13.727499999999964,Total infected,40%,Vaccine Efficacy 100%,Low
141,22.0,14.72950000000003,Total infected,40%,Vaccine Efficacy 100%,Low
142,23.0,16.184300000000007,Total infected,40%,Vaccine Efficacy 100%,Low
143,24.0,17.885699999999986,Total infected,40%,Vaccine Efficacy 100%,Low
144,25.0,19.86170000000004,Total infected,40%,Vaccine Efficacy 100%,Low
145,26.0,22.046100000000024,Total infected,40%,Vaccine Efficacy 100%,Low
146,27.0,24.348700000000008,Total infected,40%,Vaccine Efficacy 100%,Low
147,28.0,26.03800000000001,Total infected,40%,Vaccine Efficacy 100%,Low
148,29.0,27.234399999999994,Total infected,40%,Vaccine Efficacy 100%,Low
149,30.0,29.10419999999999,Total infected,40%,Vaccine Efficacy 100%,Low
150,31.0,31.208399999999983,Total infected,40%,Vaccine Efficacy 100%,Low
151,32.0,33.52109999999999,Total infected,40%,Vaccine Efficacy 100%,Low
152,33.0,36.058099999999996,Total infected,40%,Vaccine Efficacy 100%,Low
153,34.0,38.64530000000002,Total infected,40%,Vaccine Efficacy 100%,Low
154,35.0,40.5471,Total infected,40%,Vaccine Efficacy 100%,Low
155,36.0,42.0,Total infected,40%,Vaccine Efficacy 100%,Low
156,37.0,43.955899999999986,Total infected,40%,Vaccine Efficacy 100%,Low
157,38.0,46.21249999999998,Total infected,40%,Vaccine Efficacy 100%,Low
158,39.0,48.7054,Total infected,40%,Vaccine Efficacy 100%,Low
159,40.0,51.3006,Total infected,40%,Vaccine Efficacy 100%,Low
160,41.0,54.036100000000005,Total infected,40%,Vaccine Efficacy 100%,Low
161,42.0,55.91379999999998,Total infected,40%,Vaccine Efficacy 100%,Low
162,43.0,57.3888,Total infected,40%,Vaccine Efficacy 100%,Low
163,44.0,59.31869999999998,Total infected,40%,Vaccine Efficacy 100%,Low
164,45.0,61.60919999999999,Total infected,40%,Vaccine Efficacy 100%,Low
165,46.0,63.90180000000001,Total infected,40%,Vaccine Efficacy 100%,Low
166,47.0,66.39080000000001,Total infected,40%,Vaccine Efficacy 100%,Low
167,48.0,68.89179999999999,Total infected,40%,Vaccine Efficacy 100%,Low
168,49.0,70.6533,Total infected,40%,Vaccine Efficacy 100%,Low
169,50.0,71.86770000000001,Total infected,40%,Vaccine Efficacy 100%,Low
170,51.0,73.525,Total infected,40%,Vaccine Efficacy 100%,Low
171,52.0,75.3988,Total infected,40%,Vaccine Efficacy 100%,Low
172,53.0,77.45690000000002,Total infected,40%,Vaccine Efficacy 100%,Low
173,54.0,79.42079999999999,Total infected,40%,Vaccine Efficacy 100%,Low
174,55.0,81.475,Total infected,40%,Vaccine Efficacy 100%,Low
175,56.0,82.99000000000001,Total infected,40%,Vaccine Efficacy 100%,Low
176,57.0,84.16829999999999,Total infected,40%,Vaccine Efficacy 100%,Low
177,58.0,85.54910000000001,Total infected,40%,Vaccine Efficacy 100%,Low
178,59.0,87.20439999999999,Total infected,40%,Vaccine Efficacy 100%,Low
179,60.0,88.89779999999999,Total infected,40%,Vaccine Efficacy 100%,Low
180,1.0,0.0,Total infected,70%,Vaccine Efficacy 100%,Low
181,2.0,0.0221000000000231,Total infected,70%,Vaccine Efficacy 100%,Low
182,3.0,0.06810000000001537,Total infected,70%,Vaccine Efficacy 100%,Low
183,4.0,0.14229999999997744,Total infected,70%,Vaccine Efficacy 100%,Low
184,5.0,0.21640000000002146,Total infected,70%,Vaccine Efficacy 100%,Low
185,6.0,0.3147000000000162,Total infected,70%,Vaccine Efficacy 100%,Low
186,7.0,0.3967999999999847,Total infected,70%,Vaccine Efficacy 100%,Low
187,8.0,0.478999999999985,Total infected,70%,Vaccine Efficacy 100%,Low
188,9.0,0.6012000000000057,Total infected,70%,Vaccine Efficacy 100%,Low
189,10.0,0.7393999999999892,Total infected,70%,Vaccine Efficacy 100%,Low
190,11.0,0.9078000000000088,Total infected,70%,Vaccine Efficacy 100%,Low
191,12.0,1.0942000000000007,Total infected,70%,Vaccine Efficacy 100%,Low
192,13.0,1.312599999999975,Total infected,70%,Vaccine Efficacy 100%,Low
193,14.0,1.4728999999999814,Total infected,70%,Vaccine Efficacy 100%,Low
194,15.0,1.6572999999999638,Total infected,70%,Vaccine Efficacy 100%,Low
195,16.0,1.8577000000000226,Total infected,70%,Vaccine Efficacy 100%,Low
196,17.0,2.0681000000000154,Total infected,70%,Vaccine Efficacy 100%,Low
197,18.0,2.316599999999994,Total infected,70%,Vaccine Efficacy 100%,Low
198,19.0,2.5832000000000335,Total infected,70%,Vaccine Efficacy 100%,Low
199,20.0,2.879799999999989,Total infected,70%,Vaccine Efficacy 100%,Low
200,21.0,3.1222000000000207,Total infected,70%,Vaccine Efficacy 100%,Low
201,22.0,3.302599999999984,Total infected,70%,Vaccine Efficacy 100%,Low
202,23.0,3.4990000000000236,Total infected,70%,Vaccine Efficacy 100%,Low
203,24.0,3.7554999999999836,Total infected,70%,Vaccine Efficacy 100%,Low
204,25.0,4.026099999999985,Total infected,70%,Vaccine Efficacy 100%,Low
205,26.0,4.3226999999999975,Total infected,70%,Vaccine Efficacy 100%,Low
206,27.0,4.665300000000002,Total infected,70%,Vaccine Efficacy 100%,Low
207,28.0,4.909800000000018,Total infected,70%,Vaccine Efficacy 100%,Low
208,29.0,5.118200000000002,Total infected,70%,Vaccine Efficacy 100%,Low
209,30.0,5.390699999999981,Total infected,70%,Vaccine Efficacy 100%,Low
210,31.0,5.6632999999999925,Total infected,70%,Vaccine Efficacy 100%,Low
211,32.0,5.970000000000027,Total infected,70%,Vaccine Efficacy 100%,Low
212,33.0,6.320699999999988,Total infected,70%,Vaccine Efficacy 100%,Low
213,34.0,6.687400000000025,Total infected,70%,Vaccine Efficacy 100%,Low
214,35.0,6.975900000000024,Total infected,70%,Vaccine Efficacy 100%,Low
215,36.0,7.158299999999997,Total infected,70%,Vaccine Efficacy 100%,Low
216,37.0,7.444900000000018,Total infected,70%,Vaccine Efficacy 100%,Low
217,38.0,7.755499999999984,Total infected,70%,Vaccine Efficacy 100%,Low
218,39.0,8.048099999999977,Total infected,70%,Vaccine Efficacy 100%,Low
219,40.0,8.376800000000003,Total infected,70%,Vaccine Efficacy 100%,Low
220,41.0,8.689300000000003,Total infected,70%,Vaccine Efficacy 100%,Low
221,42.0,8.945899999999995,Total infected,70%,Vaccine Efficacy 100%,Low
222,43.0,9.168299999999988,Total infected,70%,Vaccine Efficacy 100%,Low
223,44.0,9.4769,Total infected,70%,Vaccine Efficacy 100%,Low
224,45.0,9.743499999999983,Total infected,70%,Vaccine Efficacy 100%,Low
225,46.0,10.048099999999977,Total infected,70%,Vaccine Efficacy 100%,Low
226,47.0,10.350700000000018,Total infected,70%,Vaccine Efficacy 100%,Low
227,48.0,10.639299999999992,Total infected,70%,Vaccine Efficacy 100%,Low
228,49.0,10.943899999999985,Total infected,70%,Vaccine Efficacy 100%,Low
229,50.0,11.148199999999974,Total infected,70%,Vaccine Efficacy 100%,Low
230,51.0,11.408799999999985,Total infected,70%,Vaccine Efficacy 100%,Low
231,52.0,11.681399999999996,Total infected,70%,Vaccine Efficacy 100%,Low
232,53.0,12.005999999999972,Total infected,70%,Vaccine Efficacy 100%,Low
233,54.0,12.314700000000016,Total infected,70%,Vaccine Efficacy 100%,Low
234,55.0,12.639299999999992,Total infected,70%,Vaccine Efficacy 100%,Low
235,56.0,12.867700000000013,Total infected,70%,Vaccine Efficacy 100%,Low
236,57.0,13.072099999999978,Total infected,70%,Vaccine Efficacy 100%,Low
237,58.0,13.306600000000003,Total infected,70%,Vaccine Efficacy 100%,Low
238,59.0,13.58910000000003,Total infected,70%,Vaccine Efficacy 100%,Low
239,60.0,13.869799999999998,Total infected,70%,Vaccine Efficacy 100%,Low
240,1.0,0.0,Total infected,0%,Vaccine Efficacy 100%,Medium
241,2.0,1.3267000000000166,Total infected,0%,Vaccine Efficacy 100%,Medium
242,3.0,4.27660000000003,Total infected,0%,Vaccine Efficacy 100%,Medium
243,4.0,9.446900000000028,Total infected,0%,Vaccine Efficacy 100%,Medium
244,5.0,17.935900000000004,Total infected,0%,Vaccine Efficacy 100%,Medium
245,6.0,30.254500000000007,Total infected,0%,Vaccine Efficacy 100%,Medium
246,7.0,39.71540000000002,Total infected,0%,Vaccine Efficacy 100%,Medium
247,8.0,47.5411,Total infected,0%,Vaccine Efficacy 100%,Medium
248,9.0,62.531000000000006,Total infected,0%,Vaccine Efficacy 100%,Medium
249,10.0,82.01400000000001,Total infected,0%,Vaccine Efficacy 100%,Medium
250,11.0,103.84969999999998,Total infected,0%,Vaccine Efficacy 100%,Medium
251,12.0,125.61330000000001,Total infected,0%,Vaccine Efficacy 100%,Medium
252,13.0,146.3467,Total infected,0%,Vaccine Efficacy 100%,Medium
253,14.0,161.4028,Total infected,0%,Vaccine Efficacy 100%,Medium
254,15.0,172.6594,Total infected,0%,Vaccine Efficacy 100%,Medium
255,16.0,184.6453,Total infected,0%,Vaccine Efficacy 100%,Medium
256,17.0,195.7776,Total infected,0%,Vaccine Efficacy 100%,Medium
257,18.0,205.2264,Total infected,0%,Vaccine Efficacy 100%,Medium
258,19.0,213.04399999999998,Total infected,0%,Vaccine Efficacy 100%,Medium
259,20.0,219.1423,Total infected,0%,Vaccine Efficacy 100%,Medium
260,21.0,223.6954,Total infected,0%,Vaccine Efficacy 100%,Medium
261,22.0,227.1302,Total infected,0%,Vaccine Efficacy 100%,Medium
262,23.0,229.8356,Total infected,0%,Vaccine Efficacy 100%,Medium
263,24.0,231.9799,Total infected,0%,Vaccine Efficacy 100%,Medium
264,25.0,233.7695,Total infected,0%,Vaccine Efficacy 100%,Medium
265,26.0,235.0782,Total infected,0%,Vaccine Efficacy 100%,Medium
266,27.0,236.0881,Total infected,0%,Vaccine Efficacy 100%,Medium
267,28.0,236.8417,Total infected,0%,Vaccine Efficacy 100%,Medium
268,29.0,237.3668,Total infected,0%,Vaccine Efficacy 100%,Medium
269,30.0,237.8657,Total infected,0%,Vaccine Efficacy 100%,Medium
270,31.0,238.2124,Total infected,0%,Vaccine Efficacy 100%,Medium
271,32.0,238.50900000000001,Total infected,0%,Vaccine Efficacy 100%,Medium
272,33.0,238.7275,Total infected,0%,Vaccine Efficacy 100%,Medium
273,34.0,238.8958,Total infected,0%,Vaccine Efficacy 100%,Medium
274,35.0,239.022,Total infected,0%,Vaccine Efficacy 100%,Medium
275,36.0,239.1282,Total infected,0%,Vaccine Efficacy 100%,Medium
276,37.0,239.1944,Total infected,0%,Vaccine Efficacy 100%,Medium
277,38.0,239.28050000000002,Total infected,0%,Vaccine Efficacy 100%,Medium
278,39.0,239.3367,Total infected,0%,Vaccine Efficacy 100%,Medium
279,40.0,239.3888,Total infected,0%,Vaccine Efficacy 100%,Medium
280,41.0,239.4248,Total infected,0%,Vaccine Efficacy 100%,Medium
281,42.0,239.4589,Total infected,0%,Vaccine Efficacy 100%,Medium
282,43.0,239.489,Total infected,0%,Vaccine Efficacy 100%,Medium
283,44.0,239.507,Total infected,0%,Vaccine Efficacy 100%,Medium
284,45.0,239.5291,Total infected,0%,Vaccine Efficacy 100%,Medium
285,46.0,239.5531,Total infected,0%,Vaccine Efficacy 100%,Medium
286,47.0,239.5772,Total infected,0%,Vaccine Efficacy 100%,Medium
287,48.0,239.5972,Total infected,0%,Vaccine Efficacy 100%,Medium
288,49.0,239.61520000000002,Total infected,0%,Vaccine Efficacy 100%,Medium
289,50.0,239.6313,Total infected,0%,Vaccine Efficacy 100%,Medium
290,51.0,239.6413,Total infected,0%,Vaccine Efficacy 100%,Medium
291,52.0,239.6513,Total infected,0%,Vaccine Efficacy 100%,Medium
292,53.0,239.6593,Total infected,0%,Vaccine Efficacy 100%,Medium
293,54.0,239.6773,Total infected,0%,Vaccine Efficacy 100%,Medium
294,55.0,239.68540000000002,Total infected,0%,Vaccine Efficacy 100%,Medium
295,56.0,239.6954,Total infected,0%,Vaccine Efficacy 100%,Medium
296,57.0,239.6994,Total infected,0%,Vaccine Efficacy 100%,Medium
297,58.0,239.7114,Total infected,0%,Vaccine Efficacy 100%,Medium
298,59.0,239.72140000000002,Total infected,0%,Vaccine Efficacy 100%,Medium
299,60.0,239.7294,Total infected,0%,Vaccine Efficacy 100%,Medium
300,1.0,0.0,Total infected,10%,Vaccine Efficacy 100%,Medium
301,2.0,1.130299999999977,Total infected,10%,Vaccine Efficacy 100%,Medium
302,3.0,3.753500000000031,Total infected,10%,Vaccine Efficacy 100%,Medium
303,4.0,8.288599999999974,Total infected,10%,Vaccine Efficacy 100%,Medium
304,5.0,15.492999999999995,Total infected,10%,Vaccine Efficacy 100%,Medium
305,6.0,25.51909999999998,Total infected,10%,Vaccine Efficacy 100%,Medium
306,7.0,33.2946,Total infected,10%,Vaccine Efficacy 100%,Medium
307,8.0,40.0942,Total infected,10%,Vaccine Efficacy 100%,Medium
308,9.0,52.43290000000002,Total infected,10%,Vaccine Efficacy 100%,Medium
309,10.0,68.8056,Total infected,10%,Vaccine Efficacy 100%,Medium
310,11.0,87.1543,Total infected,10%,Vaccine Efficacy 100%,Medium
311,12.0,106.29249999999999,Total infected,10%,Vaccine Efficacy 100%,Medium
312,13.0,124.6353,Total infected,10%,Vaccine Efficacy 100%,Medium
313,14.0,138.2284,Total infected,10%,Vaccine Efficacy 100%,Medium
314,15.0,147.9219,Total infected,10%,Vaccine Efficacy 100%,Medium
315,16.0,158.9239,Total infected,10%,Vaccine Efficacy 100%,Medium
316,17.0,169.2845,Total infected,10%,Vaccine Efficacy 100%,Medium
317,18.0,178.66129999999998,Total infected,10%,Vaccine Efficacy 100%,Medium
318,19.0,186.7515,Total infected,10%,Vaccine Efficacy 100%,Medium
319,20.0,193.2465,Total infected,10%,Vaccine Efficacy 100%,Medium
320,21.0,197.8517,Total infected,10%,Vaccine Efficacy 100%,Medium
321,22.0,201.1403,Total infected,10%,Vaccine Efficacy 100%,Medium
322,23.0,204.0881,Total infected,10%,Vaccine Efficacy 100%,Medium
323,24.0,206.499,Total infected,10%,Vaccine Efficacy 100%,Medium
324,25.0,208.489,Total infected,10%,Vaccine Efficacy 100%,Medium
325,26.0,210.002,Total infected,10%,Vaccine Efficacy 100%,Medium
326,27.0,211.2665,Total infected,10%,Vaccine Efficacy 100%,Medium
327,28.0,212.2245,Total infected,10%,Vaccine Efficacy 100%,Medium
328,29.0,212.88580000000002,Total infected,10%,Vaccine Efficacy 100%,Medium
329,30.0,213.36669999999998,Total infected,10%,Vaccine Efficacy 100%,Medium
330,31.0,213.8798,Total infected,10%,Vaccine Efficacy 100%,Medium
331,32.0,214.2024,Total infected,10%,Vaccine Efficacy 100%,Medium
332,33.0,214.4549,Total infected,10%,Vaccine Efficacy 100%,Medium
333,34.0,214.64319999999998,Total infected,10%,Vaccine Efficacy 100%,Medium
334,35.0,214.79559999999998,Total infected,10%,Vaccine Efficacy 100%,Medium
335,36.0,214.9058,Total infected,10%,Vaccine Efficacy 100%,Medium
336,37.0,215.0361,Total infected,10%,Vaccine Efficacy 100%,Medium
337,38.0,215.11020000000002,Total infected,10%,Vaccine Efficacy 100%,Medium
338,39.0,215.1784,Total infected,10%,Vaccine Efficacy 100%,Medium
339,40.0,215.2404,Total infected,10%,Vaccine Efficacy 100%,Medium
340,41.0,215.29059999999998,Total infected,10%,Vaccine Efficacy 100%,Medium
341,42.0,215.3327,Total infected,10%,Vaccine Efficacy 100%,Medium
342,43.0,215.35469999999998,Total infected,10%,Vaccine Efficacy 100%,Medium
343,44.0,215.3888,Total infected,10%,Vaccine Efficacy 100%,Medium
344,45.0,215.4068,Total infected,10%,Vaccine Efficacy 100%,Medium
345,46.0,215.43689999999998,Total infected,10%,Vaccine Efficacy 100%,Medium
346,47.0,215.463,Total infected,10%,Vaccine Efficacy 100%,Medium
347,48.0,215.47899999999998,Total infected,10%,Vaccine Efficacy 100%,Medium
348,49.0,215.485,Total infected,10%,Vaccine Efficacy 100%,Medium
349,50.0,215.501,Total infected,10%,Vaccine Efficacy 100%,Medium
350,51.0,215.513,Total infected,10%,Vaccine Efficacy 100%,Medium
351,52.0,215.52710000000002,Total infected,10%,Vaccine Efficacy 100%,Medium
352,53.0,215.5351,Total infected,10%,Vaccine Efficacy 100%,Medium
353,54.0,215.5451,Total infected,10%,Vaccine Efficacy 100%,Medium
354,55.0,215.5611,Total infected,10%,Vaccine Efficacy 100%,Medium
355,56.0,215.5712,Total infected,10%,Vaccine Efficacy 100%,Medium
356,57.0,215.5811,Total infected,10%,Vaccine Efficacy 100%,Medium
357,58.0,215.5831,Total infected,10%,Vaccine Efficacy 100%,Medium
358,59.0,215.5891,Total infected,10%,Vaccine Efficacy 100%,Medium
359,60.0,215.5972,Total infected,10%,Vaccine Efficacy 100%,Medium
360,1.0,0.0,Total infected,40%,Vaccine Efficacy 100%,Medium
361,2.0,0.8857000000000426,Total infected,40%,Vaccine Efficacy 100%,Medium
362,3.0,2.4890000000000327,Total infected,40%,Vaccine Efficacy 100%,Medium
363,4.0,5.128299999999967,Total infected,40%,Vaccine Efficacy 100%,Medium
364,5.0,8.685400000000016,Total infected,40%,Vaccine Efficacy 100%,Medium
