,day,cumulative_infected,type,type_pretty,vaccine_efficacy,prevalence
26,27.0,117.26859999999996,Total infected,0%,Vaccine Efficacy 100%,Low
27,28.0,122.10409999999999,Total infected,0%,Vaccine Efficacy 100%,Low
28,29.0,125.7816,Total infected,0%,Vaccine Efficacy 100%,Low
29,30.0,130.86970000000002,Total infected,0%,Vaccine Efficacy 100%,Low
30,31.0,136.25649999999996,Total infected,0%,Vaccine Efficacy 100%,Low
31,32.0,141.443,Total infected,0%,Vaccine Efficacy 100%,Low
32,33.0,146.40490000000003,Total infected,0%,Vaccine Efficacy 100%,Low
33,34.0,150.79569999999995,Total infected,0%,Vaccine Efficacy 100%,Low
34,35.0,153.9341,Total infected,0%,Vaccine Efficacy 100%,Low
35,36.0,156.12019999999998,Total infected,0%,Vaccine Efficacy 100%,Low
36,37.0,158.966,Total infected,0%,Vaccine Efficacy 100%,Low
37,38.0,161.92989999999998,Total infected,0%,Vaccine Efficacy 100%,Low
38,39.0,164.431,Total infected,0%,Vaccine Efficacy 100%,Low
39,40.0,166.80759999999998,Total infected,0%,Vaccine Efficacy 100%,Low
40,41.0,168.89989999999997,Total infected,0%,Vaccine Efficacy 100%,Low
41,42.0,170.3807,Total infected,0%,Vaccine Efficacy 100%,Low
42,43.0,171.50099999999998,Total infected,0%,Vaccine Efficacy 100%,Low
43,44.0,172.94,Total infected,0%,Vaccine Efficacy 100%,Low
44,45.0,174.6595,Total infected,0%,Vaccine Efficacy 100%,Low
45,46.0,176.18249999999998,Total infected,0%,Vaccine Efficacy 100%,Low
46,47.0,177.5972,Total infected,0%,Vaccine Efficacy 100%,Low
47,48.0,178.9158,Total infected,0%,Vaccine Efficacy 100%,Low
48,49.0,179.922,Total infected,0%,Vaccine Efficacy 100%,Low
49,50.0,180.61939999999998,Total infected,0%,Vaccine Efficacy 100%,Low
50,51.0,181.5452,Total infected,0%,Vaccine Efficacy 100%,Low
51,52.0,182.5914,Total infected,0%,Vaccine Efficacy 100%,Low
52,53.0,183.63129999999998,Total infected,0%,Vaccine Efficacy 100%,Low
53,54.0,184.6052,Total infected,0%,Vaccine Efficacy 100%,Low
54,55.0,185.56709999999998,Total infected,0%,Vaccine Efficacy 100%,Low
55,56.0,186.2006,Total infected,0%,Vaccine Efficacy 100%,Low
56,57.0,186.7276,Total infected,0%,Vaccine Efficacy 100%,Low
57,58.0,187.3628,Total infected,0%,Vaccine Efficacy 100%,Low
58,59.0,188.0241,Total infected,0%,Vaccine Efficacy 100%,Low
59,60.0,188.82170000000002,Total infected,0%,Vaccine Efficacy 100%,Low
60,1.0,0.0,Total infected,10%,Vaccine Efficacy 100%,Low
61,2.0,0.07619999999997162,Total infected,10%,Vaccine Efficacy 100%,Low
62,3.0,0.3646999999999707,Total infected,10%,Vaccine Efficacy 100%,Low
63,4.0,0.9899000000000342,Total infected,10%,Vaccine Efficacy 100%,Low
64,5.0,2.0319999999999823,Total infected,10%,Vaccine Efficacy 100%,Low
65,6.0,3.779699999999991,Total infected,10%,Vaccine Efficacy 100%,Low
66,7.0,5.054199999999923,Total infected,10%,Vaccine Efficacy 100%,Low
67,8.0,5.931999999999903,Total infected,10%,Vaccine Efficacy 100%,Low
68,9.0,8.370799999999917,Total infected,10%,Vaccine Efficacy 100%,Low
69,10.0,12.122299999999996,Total infected,10%,Vaccine Efficacy 100%,Low
70,11.0,16.705300000000022,Total infected,10%,Vaccine Efficacy 100%,Low
71,12.0,22.028099999999995,Total infected,10%,Vaccine Efficacy 100%,Low
72,13.0,28.114300000000014,Total infected,10%,Vaccine Efficacy 100%,Low
73,14.0,32.4550000000001,Total infected,10%,Vaccine Efficacy 100%,Low
74,15.0,35.72959999999998,Total infected,10%,Vaccine Efficacy 100%,Low
75,16.0,41.57109999999997,Total infected,10%,Vaccine Efficacy 100%,Low
76,17.0,48.7295,Total infected,10%,Vaccine Efficacy 100%,Low
77,18.0,56.40289999999999,Total infected,10%,Vaccine Efficacy 100%,Low
78,19.0,64.41690000000003,Total infected,10%,Vaccine Efficacy 100%,Low
79,20.0,72.46700000000001,Total infected,10%,Vaccine Efficacy 100%,Low
80,21.0,78.30049999999997,Total infected,10%,Vaccine Efficacy 100%,Low
81,22.0,82.40269999999995,Total infected,10%,Vaccine Efficacy 100%,Low
82,23.0,88.61139999999997,Total infected,10%,Vaccine Efficacy 100%,Low
83,24.0,95.80969999999999,Total infected,10%,Vaccine Efficacy 100%,Low
84,25.0,103.20830000000001,Total infected,10%,Vaccine Efficacy 100%,Low
85,26.0,110.35660000000004,Total infected,10%,Vaccine Efficacy 100%,Low
86,27.0,117.26859999999996,Total infected,10%,Vaccine Efficacy 100%,Low
87,28.0,122.10409999999999,Total infected,10%,Vaccine Efficacy 100%,Low
88,29.0,125.7816,Total infected,10%,Vaccine Efficacy 100%,Low
89,30.0,130.86970000000002,Total infected,10%,Vaccine Efficacy 100%,Low
90,31.0,136.25649999999996,Total infected,10%,Vaccine Efficacy 100%,Low
91,32.0,141.443,Total infected,10%,Vaccine Efficacy 100%,Low
92,33.0,146.40490000000003,Total infected,10%,Vaccine Efficacy 100%,Low
93,34.0,150.79569999999995,Total infected,10%,Vaccine Efficacy 100%,Low
94,35.0,153.9341,Total infected,10%,Vaccine Efficacy 100%,Low
95,36.0,156.12019999999998,Total infected,10%,Vaccine Efficacy 100%,Low
96,37.0,158.966,Total infected,10%,Vaccine Efficacy 100%,Low
97,38.0,161.92989999999998,Total infected,10%,Vaccine Efficacy 100%,Low
98,39.0,164.431,Total infected,10%,Vaccine Efficacy 100%,Low
99,40.0,166.80759999999998,Total infected,10%,Vaccine Efficacy 100%,Low
100,41.0,168.89989999999997,Total infected,10%,Vaccine Efficacy 100%,Low
101,42.0,170.3807,Total infected,10%,Vaccine Efficacy 100%,Low
102,43.0,171.50099999999998,Total infected,10%,Vaccine Efficacy 100%,Low
103,44.0,172.94,Total infected,10%,Vaccine Efficacy 100%,Low
104,45.0,174.6595,Total infected,10%,Vaccine Efficacy 100%,Low
105,46.0,176.18249999999998,Total infected,10%,Vaccine Efficacy 100%,Low
106,47.0,177.5972,Total infected,10%,Vaccine Efficacy 100%,Low
107,48.0,178.9158,Total infected,10%,Vaccine Efficacy 100%,Low
108,49.0,179.922,Total infected,10%,Vaccine Efficacy 100%,Low
109,50.0,180.61939999999998,Total infected,10%,Vaccine Efficacy 100%,Low
110,51.0,181.5452,Total infected,10%,Vaccine Efficacy 100%,Low
111,52.0,182.5914,Total infected,10%,Vaccine Efficacy 100%,Low
112,53.0,183.63129999999998,Total infected,10%,Vaccine Efficacy 100%,Low
113,54.0,184.6052,Total infected,10%,Vaccine Efficacy 100%,Low
114,55.0,185.56709999999998,Total infected,10%,Vaccine Efficacy 100%,Low
115,56.0,186.2006,Total infected,10%,Vaccine Efficacy 100%,Low
116,57.0,186.7276,Total infected,10%,Vaccine Efficacy 100%,Low
117,58.0,187.3628,Total infected,10%,Vaccine Efficacy 100%,Low
118,59.0,188.0241,Total infected,10%,Vaccine Efficacy 100%,Low
119,60.0,188.82170000000002,Total infected,10%,Vaccine Efficacy 100%,Low
120,1.0,0.0,Total infected,40%,Vaccine Efficacy 100%,Low
121,2.0,0.04809999999997672,Total infected,40%,Vaccine Efficacy 100%,Low
122,3.0,0.18029999999998836,Total infected,40%,Vaccine Efficacy 100%,Low
123,4.0,0.4268000000000143,Total infected,40%,Vaccine Efficacy 100%,Low
124,5.0,0.8357000000000312,Total infected,40%,Vaccine Efficacy 100%,Low
125,6.0,1.4648000000000252,Total infected,40%,Vaccine Efficacy 100%,Low
126,7.0,2.0020999999999844,Total infected,40%,Vaccine Efficacy 100%,Low
127,8.0,2.4108999999999696,Total infected,40%,Vaccine Efficacy 100%,Low
128,9.0,3.3846999999999525,Total infected,40%,Vaccine Efficacy 100%,Low
129,10.0,4.761400000000037,Total infected,40%,Vaccine Efficacy 100%,Low
130,11.0,6.394799999999975,Total infected,40%,Vaccine Efficacy 100%,Low
131,12.0,8.24449999999996,Total infected,40%,Vaccine Efficacy 100%,Low
132,13.0,10.316599999999994,Total infected,40%,Vaccine Efficacy 100%,Low
133,14.0,11.781600000000026,Total infected,40%,Vaccine Efficacy 100%,Low
134,15.0,12.887699999999995,Total infected,40%,Vaccine Efficacy 100%,Low
135,16.0,15.048199999999952,Total infected,40%,Vaccine Efficacy 100%,Low
136,17.0,17.75359999999995,Total infected,40%,Vaccine Efficacy 100%,Low
137,18.0,20.515199999999993,Total infected,40%,Vaccine Efficacy 100%,Low
138,19.0,23.509100000000046,Total infected,40%,Vaccine Efficacy 100%,Low
139,20.0,26.701300000000003,Total infected,40%,Vaccine Efficacy 100%,Low
140,21.0,28.965900000000033,Total infected,40%,Vaccine Efficacy 100%,Low
141,22.0,30.611199999999997,Total infected,40%,Vaccine Efficacy 100%,Low
142,23.0,33.41479999999996,Total infected,40%,Vaccine Efficacy 100%,Low
143,24.0,36.42089999999996,Total infected,40%,Vaccine Efficacy 100%,Low
144,25.0,39.81370000000004,Total infected,40%,Vaccine Efficacy 100%,Low
145,26.0,43.31669999999997,Total infected,40%,Vaccine Efficacy 100%,Low
146,27.0,46.627399999999994,Total infected,40%,Vaccine Efficacy 100%,Low
147,28.0,49.01420000000002,Total infected,40%,Vaccine Efficacy 100%,Low
148,29.0,50.73750000000001,Total infected,40%,Vaccine Efficacy 100%,Low
149,30.0,53.3348,Total infected,40%,Vaccine Efficacy 100%,Low
150,31.0,56.2405,Total infected,40%,Vaccine Efficacy 100%,Low
151,32.0,59.3006,Total infected,40%,Vaccine Efficacy 100%,Low
152,33.0,62.188500000000005,Total infected,40%,Vaccine Efficacy 100%,Low
153,34.0,65.02620000000002,Total infected,40%,Vaccine Efficacy 100%,Low
154,35.0,67.21250000000003,Total infected,40%,Vaccine Efficacy 100%,Low
155,36.0,68.65540000000001,Total infected,40%,Vaccine Efficacy 100%,Low
156,37.0,70.64929999999998,Total infected,40%,Vaccine Efficacy 100%,Low
157,38.0,73.036,Total infected,40%,Vaccine Efficacy 100%,Low
158,39.0,75.35070000000002,Total infected,40%,Vaccine Efficacy 100%,Low
159,40.0,77.487,Total infected,40%,Vaccine Efficacy 100%,Low
160,41.0,79.65729999999999,Total infected,40%,Vaccine Efficacy 100%,Low
161,42.0,81.19239999999999,Total infected,40%,Vaccine Efficacy 100%,Low
162,43.0,82.3965,Total infected,40%,Vaccine Efficacy 100%,Low
163,44.0,84.06020000000001,Total infected,40%,Vaccine Efficacy 100%,Low
164,45.0,85.84370000000001,Total infected,40%,Vaccine Efficacy 100%,Low
165,46.0,87.6712,Total infected,40%,Vaccine Efficacy 100%,Low
166,47.0,89.41069999999996,Total infected,40%,Vaccine Efficacy 100%,Low
167,48.0,91.05019999999996,Total infected,40%,Vaccine Efficacy 100%,Low
168,49.0,92.2946,Total infected,40%,Vaccine Efficacy 100%,Low
169,50.0,93.15620000000001,Total infected,40%,Vaccine Efficacy 100%,Low
170,51.0,94.45680000000002,Total infected,40%,Vaccine Efficacy 100%,Low
171,52.0,95.76569999999998,Total infected,40%,Vaccine Efficacy 100%,Low
172,53.0,97.13829999999999,Total infected,40%,Vaccine Efficacy 100%,Low
173,54.0,98.47309999999999,Total infected,40%,Vaccine Efficacy 100%,Low
174,55.0,99.74750000000003,Total infected,40%,Vaccine Efficacy 100%,Low
175,56.0,100.601,Total infected,40%,Vaccine Efficacy 100%,Low
176,57.0,101.29249999999999,Total infected,40%,Vaccine Efficacy 100%,Low
177,58.0,102.19839999999996,Total infected,40%,Vaccine Efficacy 100%,Low
178,59.0,103.26459999999997,Total infected,40%,Vaccine Efficacy 100%,Low
179,60.0,104.1865,Total infected,40%,Vaccine Efficacy 100%,Low
180,1.0,0.0,Total infected,70%,Vaccine Efficacy 100%,Low
181,2.0,0.02199999999999136,Total infected,70%,Vaccine Efficacy 100%,Low
182,3.0,0.08220000000000027,Total infected,70%,Vaccine Efficacy 100%,Low
183,4.0,0.17830000000003565,Total infected,70%,Vaccine Efficacy 100%,Low
184,5.0,0.302599999999984,Total infected,70%,Vaccine Efficacy 100%,Low
185,6.0,0.492999999999995,Total infected,70%,Vaccine Efficacy 100%,Low
186,7.0,0.6593000000000302,Total infected,70%,Vaccine Efficacy 100%,Low
187,8.0,0.7654999999999745,Total infected,70%,Vaccine Efficacy 100%,Low
188,9.0,1.0240999999999758,Total infected,70%,Vaccine Efficacy 100%,Low
189,10.0,1.352700000000027,Total infected,70%,Vaccine Efficacy 100%,Low
190,11.0,1.7676000000000158,Total infected,70%,Vaccine Efficacy 100%,Low
191,12.0,2.148399999999981,Total infected,70%,Vaccine Efficacy 100%,Low
192,13.0,2.665399999999977,Total infected,70%,Vaccine Efficacy 100%,Low
193,14.0,2.9799999999999613,Total infected,70%,Vaccine Efficacy 100%,Low
194,15.0,3.2765999999999735,Total infected,70%,Vaccine Efficacy 100%,Low
195,16.0,3.6895999999999844,Total infected,70%,Vaccine Efficacy 100%,Low
196,17.0,4.210499999999968,Total infected,70%,Vaccine Efficacy 100%,Low
197,18.0,4.763599999999997,Total infected,70%,Vaccine Efficacy 100%,Low
198,19.0,5.266499999999951,Total infected,70%,Vaccine Efficacy 100%,Low
199,20.0,5.779600000000016,Total infected,70%,Vaccine Efficacy 100%,Low
200,21.0,6.230600000000038,Total infected,70%,Vaccine Efficacy 100%,Low
201,22.0,6.551199999999994,Total infected,70%,Vaccine Efficacy 100%,Low
202,23.0,7.028099999999995,Total infected,70%,Vaccine Efficacy 100%,Low
203,24.0,7.605199999999968,Total infected,70%,Vaccine Efficacy 100%,Low
204,25.0,8.16840000000002,Total infected,70%,Vaccine Efficacy 100%,Low
205,26.0,8.731600000000014,Total infected,70%,Vaccine Efficacy 100%,Low
206,27.0,9.362700000000018,Total infected,70%,Vaccine Efficacy 100%,Low
207,28.0,9.799699999999973,Total infected,70%,Vaccine Efficacy 100%,Low
208,29.0,10.158299999999997,Total infected,70%,Vaccine Efficacy 100%,Low
209,30.0,10.659299999999973,Total infected,70%,Vaccine Efficacy 100%,Low
210,31.0,11.266599999999983,Total infected,70%,Vaccine Efficacy 100%,Low
211,32.0,11.851799999999969,Total infected,70%,Vaccine Efficacy 100%,Low
212,33.0,12.408999999999992,Total infected,70%,Vaccine Efficacy 100%,Low
213,34.0,13.072199999999953,Total infected,70%,Vaccine Efficacy 100%,Low
214,35.0,13.513100000000009,Total infected,70%,Vaccine Efficacy 100%,Low
215,36.0,13.839699999999993,Total infected,70%,Vaccine Efficacy 100%,Low
216,37.0,14.471000000000004,Total infected,70%,Vaccine Efficacy 100%,Low
217,38.0,15.0942,Total infected,70%,Vaccine Efficacy 100%,Low
218,39.0,15.681300000000022,Total infected,70%,Vaccine Efficacy 100%,Low
219,40.0,16.318700000000035,Total infected,70%,Vaccine Efficacy 100%,Low
220,41.0,16.94999999999999,Total infected,70%,Vaccine Efficacy 100%,Low
221,42.0,17.40489999999994,Total infected,70%,Vaccine Efficacy 100%,Low
222,43.0,17.787599999999998,Total infected,70%,Vaccine Efficacy 100%,Low
223,44.0,18.288700000000063,Total infected,70%,Vaccine Efficacy 100%,Low
224,45.0,18.889699999999948,Total infected,70%,Vaccine Efficacy 100%,Low
225,46.0,19.537199999999928,Total infected,70%,Vaccine Efficacy 100%,Low
226,47.0,20.190499999999986,Total infected,70%,Vaccine Efficacy 100%,Low
227,48.0,20.74150000000003,Total infected,70%,Vaccine Efficacy 100%,Low
228,49.0,21.232500000000016,Total infected,70%,Vaccine Efficacy 100%,Low
229,50.0,21.55110000000002,Total infected,70%,Vaccine Efficacy 100%,Low
230,51.0,21.98810000000003,Total infected,70%,Vaccine Efficacy 100%,Low
231,52.0,22.503100000000018,Total infected,70%,Vaccine Efficacy 100%,Low
232,53.0,23.019999999999982,Total infected,70%,Vaccine Efficacy 100%,Low
233,54.0,23.510999999999967,Total infected,70%,Vaccine Efficacy 100%,Low
234,55.0,24.032100000000014,Total infected,70%,Vaccine Efficacy 100%,Low
235,56.0,24.452799999999968,Total infected,70%,Vaccine Efficacy 100%,Low
236,57.0,24.72550000000001,Total infected,70%,Vaccine Efficacy 100%,Low
237,58.0,25.154299999999978,Total infected,70%,Vaccine Efficacy 100%,Low
238,59.0,25.567000000000007,Total infected,70%,Vaccine Efficacy 100%,Low
239,60.0,26.0582,Total infected,70%,Vaccine Efficacy 100%,Low
240,1.0,0.0,Total infected,0%,Vaccine Efficacy 100%,Medium
241,2.0,1.130200000000002,Total infected,0%,Vaccine Efficacy 100%,Medium
242,3.0,5.348799999999983,Total infected,0%,Vaccine Efficacy 100%,Medium
243,4.0,14.96999999999997,Total infected,0%,Vaccine Efficacy 100%,Medium
244,5.0,30.68330000000003,Total infected,0%,Vaccine Efficacy 100%,Medium
245,6.0,51.1523,Total infected,0%,Vaccine Efficacy 100%,Medium
246,7.0,66.24649999999997,Total infected,0%,Vaccine Efficacy 100%,Medium
247,8.0,77.90779999999998,Total infected,0%,Vaccine Efficacy 100%,Medium
248,9.0,97.2065,Total infected,0%,Vaccine Efficacy 100%,Medium
249,10.0,118.0361,Total infected,0%,Vaccine Efficacy 100%,Medium
250,11.0,136.94,Total infected,0%,Vaccine Efficacy 100%,Medium
251,12.0,153.00189999999998,Total infected,0%,Vaccine Efficacy 100%,Medium
252,13.0,166.2665,Total infected,0%,Vaccine Efficacy 100%,Medium
253,14.0,175.9459,Total infected,0%,Vaccine Efficacy 100%,Medium
254,15.0,182.7154,Total infected,0%,Vaccine Efficacy 100%,Medium
255,16.0,188.59730000000002,Total infected,0%,Vaccine Efficacy 100%,Medium
256,17.0,193.2504,Total infected,0%,Vaccine Efficacy 100%,Medium
257,18.0,196.8858,Total infected,0%,Vaccine Efficacy 100%,Medium
258,19.0,199.4669,Total infected,0%,Vaccine Efficacy 100%,Medium
259,20.0,201.44080000000002,Total infected,0%,Vaccine Efficacy 100%,Medium
260,21.0,202.7295,Total infected,0%,Vaccine Efficacy 100%,Medium
261,22.0,203.6554,Total infected,0%,Vaccine Efficacy 100%,Medium
262,23.0,204.497,Total infected,0%,Vaccine Efficacy 100%,Medium
263,24.0,205.3127,Total infected,0%,Vaccine Efficacy 100%,Medium
264,25.0,206.09820000000002,Total infected,0%,Vaccine Efficacy 100%,Medium
265,26.0,206.77960000000002,Total infected,0%,Vaccine Efficacy 100%,Medium
266,27.0,207.4429,Total infected,0%,Vaccine Efficacy 100%,Medium
267,28.0,207.9318,Total infected,0%,Vaccine Efficacy 100%,Medium
268,29.0,208.3647,Total infected,0%,Vaccine Efficacy 100%,Medium
269,30.0,208.83780000000002,Total infected,0%,Vaccine Efficacy 100%,Medium
270,31.0,209.3327,Total infected,0%,Vaccine Efficacy 100%,Medium
271,32.0,209.8057,Total infected,0%,Vaccine Efficacy 100%,Medium
272,33.0,210.2506,Total infected,0%,Vaccine Efficacy 100%,Medium
273,34.0,210.6894,Total infected,0%,Vaccine Efficacy 100%,Medium
274,35.0,210.99599999999998,Total infected,0%,Vaccine Efficacy 100%,Medium
275,36.0,211.30059999999997,Total infected,0%,Vaccine Efficacy 100%,Medium
276,37.0,211.6333,Total infected,0%,Vaccine Efficacy 100%,Medium
277,38.0,211.94,Total infected,0%,Vaccine Efficacy 100%,Medium
278,39.0,212.2144,Total infected,0%,Vaccine Efficacy 100%,Medium
279,40.0,212.4629,Total infected,0%,Vaccine Efficacy 100%,Medium
280,41.0,212.6894,Total infected,0%,Vaccine Efficacy 100%,Medium
281,42.0,212.89800000000002,Total infected,0%,Vaccine Efficacy 100%,Medium
282,43.0,213.0461,Total infected,0%,Vaccine Efficacy 100%,Medium
283,44.0,213.2145,Total infected,0%,Vaccine Efficacy 100%,Medium
284,45.0,213.39679999999998,Total infected,0%,Vaccine Efficacy 100%,Medium
285,46.0,213.57920000000001,Total infected,0%,Vaccine Efficacy 100%,Medium
286,47.0,213.70749999999998,Total infected,0%,Vaccine Efficacy 100%,Medium
287,48.0,213.8418,Total infected,0%,Vaccine Efficacy 100%,Medium
288,49.0,213.958,Total infected,0%,Vaccine Efficacy 100%,Medium
289,50.0,214.0301,Total infected,0%,Vaccine Efficacy 100%,Medium
290,51.0,214.1142,Total infected,0%,Vaccine Efficacy 100%,Medium
291,52.0,214.2105,Total infected,0%,Vaccine Efficacy 100%,Medium
292,53.0,214.31059999999997,Total infected,0%,Vaccine Efficacy 100%,Medium
293,54.0,214.4028,Total infected,0%,Vaccine Efficacy 100%,Medium
294,55.0,214.505,Total infected,0%,Vaccine Efficacy 100%,Medium
295,56.0,214.5851,Total infected,0%,Vaccine Efficacy 100%,Medium
296,57.0,214.6212,Total infected,0%,Vaccine Efficacy 100%,Medium
297,58.0,214.6954,Total infected,0%,Vaccine Efficacy 100%,Medium
298,59.0,214.7575,Total infected,0%,Vaccine Efficacy 100%,Medium
299,60.0,214.8277,Total infected,0%,Vaccine Efficacy 100%,Medium
300,1.0,0.0,Total infected,10%,Vaccine Efficacy 100%,Medium
301,2.0,1.130200000000002,Total infected,10%,Vaccine Efficacy 100%,Medium
302,3.0,5.348799999999983,Total infected,10%,Vaccine Efficacy 100%,Medium
303,4.0,14.96999999999997,Total infected,10%,Vaccine Efficacy 100%,Medium
304,5.0,30.68330000000003,Total infected,10%,Vaccine Efficacy 100%,Medium
305,6.0,51.1523,Total infected,10%,Vaccine Efficacy 100%,Medium
306,7.0,66.24649999999997,Total infected,10%,Vaccine Efficacy 100%,Medium
307,8.0,77.90779999999998,Total infected,10%,Vaccine Efficacy 100%,Medium
308,9.0,97.2065,Total infected,10%,Vaccine Efficacy 100%,Medium
309,10.0,118.0361,Total infected,10%,Vaccine Efficacy 100%,Medium
310,11.0,136.94,Total infected,10%,Vaccine Efficacy 100%,Medium
311,12.0,153.00189999999998,Total infected,10%,Vaccine Efficacy 100%,Medium
312,13.0,166.2665,Total infected,10%,Vaccine Efficacy 100%,Medium
313,14.0,175.9459,Total infected,10%,Vaccine Efficacy 100%,Medium
314,15.0,182.7154,Total infected,10%,Vaccine Efficacy 100%,Medium
315,16.0,188.59730000000002,Total infected,10%,Vaccine Efficacy 100%,Medium
316,17.0,193.2504,Total infected,10%,Vaccine Efficacy 100%,Medium
317,18.0,196.8858,Total infected,10%,Vaccine Efficacy 100%,Medium
318,19.0,199.4669,Total infected,10%,Vaccine Efficacy 100%,Medium
319,20.0,201.44080000000002,Total infected,10%,Vaccine Efficacy 100%,Medium
320,21.0,202.7295,Total infected,10%,Vaccine Efficacy 100%,Medium
321,22.0,203.6554,Total infected,10%,Vaccine Efficacy 100%,Medium
322,23.0,204.497,Total infected,10%,Vaccine Efficacy 100%,Medium
323,24.0,205.3127,Total infected,10%,Vaccine Efficacy 100%,Medium
324,25.0,206.09820000000002,Total infected,10%,Vaccine Efficacy 100%,Medium
325,26.0,206.77960000000002,Total infected,10%,Vaccine Efficacy 100%,Medium
326,27.0,207.4429,Total infected,10%,Vaccine Efficacy 100%,Medium
327,28.0,207.9318,Total infected,10%,Vaccine Efficacy 100%,Medium
328,29.0,208.3647,Total infected,10%,Vaccine Efficacy 100%,Medium
329,30.0,208.83780000000002,Total infected,10%,Vaccine Efficacy 100%,Medium
330,31.0,209.3327,Total infected,10%,Vaccine Efficacy 100%,Medium
331,32.0,209.8057,Total infected,10%,Vaccine Efficacy 100%,Medium
332,33.0,210.2506,Total infected,10%,Vaccine Efficacy 100%,Medium
333,34.0,210.6894,Total infected,10%,Vaccine Efficacy 100%,Medium
334,35.0,210.99599999999998,Total infected,10%,Vaccine Efficacy 100%,Medium
335,36.0,211.30059999999997,Total infected,10%,Vaccine Efficacy 100%,Medium
336,37.0,211.6333,Total infected,10%,Vaccine Efficacy 100%,Medium
337,38.0,211.94,Total infected,10%,Vaccine Efficacy 100%,Medium
338,39.0,212.2144,Total infected,10%,Vaccine Efficacy 100%,Medium
339,40.0,212.4629,Total infected,10%,Vaccine Efficacy 100%,Medium
340,41.0,212.6894,Total infected,10%,Vaccine Efficacy 100%,Medium
341,42.0,212.89800000000002,Total infected,10%,Vaccine Efficacy 100%,Medium
342,43.0,213.0461,Total infected,10%,Vaccine Efficacy 100%,Medium
343,44.0,213.2145,Total infected,10%,Vaccine Efficacy 100%,Medium
344,45.0,213.39679999999998,Total infected,10%,Vaccine Efficacy 100%,Medium
345,46.0,213.57920000000001,Total infected,10%,Vaccine Efficacy 100%,Medium
346,47.0,213.70749999999998,Total infected,10%,Vaccine Efficacy 100%,Medium
347,48.0,213.8418,Total infected,10%,Vaccine Efficacy 100%,Medium
348,49.0,213.958,Total infected,10%,Vaccine Efficacy 100%,Medium
349,50.0,214.0301,Total infected,10%,Vaccine Efficacy 100%,Medium
350,51.0,214.1142,Total infected,10%,Vaccine Efficacy 100%,Medium
351,52.0,214.2105,Total infected,10%,Vaccine Efficacy 100%,Medium
352,53.0,214.31059999999997,Total infected,10%,Vaccine Efficacy 100%,Medium
353,54.0,214.4028,Total infected,10%,Vaccine Efficacy 100%,Medium
354,55.0,214.505,Total infected,10%,Vaccine Efficacy 100%,Medium
355,56.0,214.5851,Total infected,10%,Vaccine Efficacy 100%,Medium
356,57.0,214.6212,Total infected,10%,Vaccine Efficacy 100%,Medium
357,58.0,214.6954,Total infected,10%,Vaccine Efficacy 100%,Medium
358,59.0,214.7575,Total infected,10%,Vaccine Efficacy 100%,Medium
359,60.0,214.8277,Total infected,10%,Vaccine Efficacy 100%,Medium
360,1.0,0.0,Total infected,40%,Vaccine Efficacy 100%,Medium
361,2.0,0.8858000000000175,Total infected,40%,Vaccine Efficacy 100%,Medium
362,3.0,3.37480000000005,Total infected,40%,Vaccine Efficacy 100%,Medium
363,4.0,8.426800000000014,Total infected,40%,Vaccine Efficacy 100%,Medium
