,day,susceptible,exposed,infected,removed,susceptible-in-quarantine,exposed-in-quarantine,infected-in-quarantine,removed-in-quarantine,susceptible-in-quarantine-external-1,exposed-in-quarantine-external-1,infected-in-quarantine-external-1,removed-in-quarantine-external-1,susceptible-in-quarantine-external-2,exposed-in-quarantine-external-2,infected-in-quarantine-external-2,removed-in-quarantine-external-2,num-of-screened-students,num-of-screened-students-external-1,num-of-screened-students-external-2,num-of-positive-students,num-of-positive-students-external-1,num-of-positive-students-external-2,num-of-classroom-in-quarantine,classroom-with-at-least-one-infected
0,0.0000,240.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,1.0000,237.6863,0.7008,0.9726,0.0000,0.3697,0.0000,0.0195,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.9249,0.0000,0.0000,0.0195,0.0000,0.0000,0.0195,1.0000
2,2.0000,236.3335,1.2571,0.9907,0.1068,0.7603,0.0103,0.0449,0.0016,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11.8498,0.0000,0.0000,0.0411,0.0000,0.0000,0.0411,0.8864
3,3.0000,234.8171,1.7092,1.1455,0.2226,1.2409,0.0376,0.0924,0.0116,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,17.7747,0.0000,0.0000,0.0711,0.0000,0.0000,0.0696,0.8512
4,4.0000,233.0049,2.1794,1.4065,0.3496,1.8037,0.0881,0.1781,0.0305,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,23.6996,0.0000,0.0000,0.1102,0.0000,0.0000,0.1060,0.8733
5,5.0000,231.1592,2.4577,1.6718,0.4999,2.4474,0.1645,0.3272,0.0752,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,29.6245,0.0000,0.0000,0.1618,0.0000,0.0000,0.1523,0.9046
6,6.0000,231.1592,1.7608,2.1049,0.7569,2.4474,0.1149,0.3339,0.1171,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,29.6245,0.0000,0.0000,0.1618,0.0000,0.0000,0.1523,0.9537
7,7.0000,231.1592,1.2680,2.2953,1.0554,2.4474,0.0838,0.3221,0.1594,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,29.6245,0.0000,0.0000,0.1618,0.0000,0.0000,0.1523,0.9836
8,8.0000,229.1293,1.9851,2.1372,1.2626,3.1773,0.1205,0.5267,0.2916,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,35.4889,0.0000,0.0000,0.2253,0.0000,0.0000,0.2084,0.9900
9,9.0000,227.1629,2.4200,2.1401,1.4218,3.8860,0.1894,0.7512,0.4878,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,41.3473,0.0000,0.0000,0.2950,0.0000,0.0000,0.2694,1.0239
10,10.0000,225.3176,2.6951,2.2426,1.5489,4.5100,0.2682,0.9850,0.7297,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,47.1706,0.0000,0.0000,0.3646,0.0000,0.0000,0.3295,1.0795
11,11.0000,223.5515,2.7413,2.3373,1.6706,5.1547,0.3670,1.2615,1.0659,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,52.9885,0.0000,0.0000,0.4483,0.0000,0.0000,0.3987,1.1400
12,12.0000,221.7077,2.7123,2.4509,1.7554,5.8667,0.4409,1.5850,1.4602,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,58.7828,0.0000,0.0000,0.5417,0.0000,0.0000,0.4754,1.1959
13,13.0000,221.7077,1.9455,2.9032,2.0710,5.8667,0.3090,1.5083,1.6722,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,58.7828,0.0000,0.0000,0.5417,0.0000,0.0000,0.4754,1.2484
14,14.0000,221.7077,1.3931,3.0670,2.4575,5.8667,0.2195,1.4063,1.8633,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,58.7828,0.0000,0.0000,0.5417,0.0000,0.0000,0.4754,1.2660
15,15.0000,220.2718,1.9564,2.6544,2.5637,6.0716,0.2331,1.6797,2.3704,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,64.5157,0.0000,0.0000,0.6338,0.0000,0.0000,0.5259,1.2636
16,16.0000,219.0560,2.1837,2.4495,2.6330,6.2092,0.2717,1.9518,2.8817,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,70.2571,0.0000,0.0000,0.7253,0.0000,0.0000,0.5745,1.2782
17,17.0000,217.9760,2.3035,2.3372,2.7259,6.2329,0.3252,2.1251,3.4364,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,76.0092,0.0000,0.0000,0.8155,0.0000,0.0000,0.6151,1.3002
18,18.0000,217.0626,2.3178,2.2986,2.8585,6.1445,0.3734,2.2900,3.9459,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,81.7185,0.0000,0.0000,0.9040,0.0000,0.0000,0.6469,1.3178
19,19.0000,216.2135,2.3780,2.2716,3.1275,5.9361,0.4090,2.4481,4.3268,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,87.4104,0.0000,0.0000,0.9914,0.0000,0.0000,0.6653,1.3194
20,20.0000,216.2135,1.6736,2.6786,3.4277,5.9361,0.2867,2.2463,4.6571,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,87.4104,0.0000,0.0000,0.9914,0.0000,0.0000,0.6653,1.3772
21,21.0000,216.2135,1.1816,2.8060,3.7997,5.9361,0.2005,2.0405,4.9538,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,87.4104,0.0000,0.0000,0.9914,0.0000,0.0000,0.6653,1.3983
22,22.0000,215.3025,1.6759,2.4252,4.2187,5.7487,0.2092,2.0911,5.2701,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,93.0777,0.0000,0.0000,1.0734,0.0000,0.0000,0.6747,1.3515
23,23.0000,214.5921,1.8734,2.2306,4.7039,5.5335,0.2522,2.1288,5.4548,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,98.7196,0.0000,0.0000,1.1492,0.0000,0.0000,0.6771,1.3176
24,24.0000,213.7703,1.9717,2.1339,5.2294,5.4360,0.2950,2.1800,5.5863,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,104.4009,0.0000,0.0000,1.2286,0.0000,0.0000,0.6837,1.3029
25,25.0000,213.0322,1.9811,2.0625,5.9117,5.3101,0.3437,2.2227,5.5772,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,110.0705,0.0000,0.0000,1.3079,0.0000,0.0000,0.6817,1.2708
26,26.0000,212.4836,1.9096,2.0071,6.6381,5.0795,0.3811,2.2924,5.5242,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,115.7637,0.0000,0.0000,1.3910,0.0000,0.0000,0.6731,1.2452
27,27.0000,212.4836,1.3685,2.2673,6.9311,5.0795,0.2659,2.0789,5.8594,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,115.7637,0.0000,0.0000,1.3910,0.0000,0.0000,0.6731,1.2744
28,28.0000,212.4836,0.9713,2.3625,7.2461,5.0795,0.1896,1.8862,6.1313,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,115.7637,0.0000,0.0000,1.3910,0.0000,0.0000,0.6731,1.2838
29,29.0000,211.8522,1.4083,2.0741,8.1130,4.8201,0.1805,1.8506,5.9294,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,121.4312,0.0000,0.0000,1.4483,0.0000,0.0000,0.6479,1.2307
30,30.0000,211.2439,1.5814,1.9388,8.9637,4.6368,0.2077,1.8360,5.7131,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,127.1578,0.0000,0.0000,1.5149,0.0000,0.0000,0.6285,1.1956
31,31.0000,210.6935,1.6110,1.7970,9.7651,4.4852,0.2591,1.8705,5.5329,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,132.8492,0.0000,0.0000,1.5907,0.0000,0.0000,0.6162,1.1572
32,32.0000,210.1841,1.6302,1.7445,10.6565,4.3028,0.2784,1.8596,5.2606,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,138.5490,0.0000,0.0000,1.6514,0.0000,0.0000,0.5938,1.1216
33,33.0000,209.6319,1.6301,1.7402,11.5340,4.1726,0.2767,1.8364,4.9836,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,144.2282,0.0000,0.0000,1.7098,0.0000,0.0000,0.5720,1.0894
34,34.0000,209.6319,1.1477,1.9944,11.7717,4.1726,0.2017,1.6634,5.2352,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,144.2282,0.0000,0.0000,1.7098,0.0000,0.0000,0.5720,1.1111
35,35.0000,209.6319,0.8163,2.0530,12.0604,4.1726,0.1386,1.5076,5.4591,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,144.2282,0.0000,0.0000,1.7098,0.0000,0.0000,0.5720,1.1166
