day	seedRun	susceptible	exposed	infected	removed	susceptible-in-quarantine	exposed-in-quarantine	infected-in-quarantine	removed-in-quarantine	susceptible-in-quarantine-external-1	exposed-in-quarantine-external-1	infected-in-quarantine-external-1	removed-in-quarantine-external-1	susceptible-in-quarantine-external-2	exposed-in-quarantine-external-2	infected-in-quarantine-external-2	removed-in-quarantine-external-2	num-of-screened-agents	num-of-screened-agents-external-1	num-of-screened-agents-external-2	num-of-positive-agents	num-of-positive-agents-external-1	num-of-positive-agents-external-2	num-vaccinated	num-immunized	num-immunized-in-quarantine	num-immunized-in-quarantine-external-1	num-immunized-in-quarantine-external-2	num-infected-outside	classroom-in-quarantine	num-of-classroom-in-quarantine	classroom-with-at-least-one-infected
0	123457281	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	50	0	0	0	0	[]	0	0
1	123457281	238	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	1	0	0	0	0	50	50	0	0	0	2	[]	0	0
2	123457281	237	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	2	0	0	0	0	50	50	0	0	0	3	[]	0	0
3	123457281	235	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	60	4	0	0	0	0	50	50	0	0	0	3	[]	0	1
4	123457281	230	8	1	1	0	0	0	0	0	0	0	0	0	0	0	0	60	5	0	0	0	0	50	50	0	0	0	3	[]	0	1
5	123457281	229	7	3	1	0	0	0	0	0	0	0	0	0	0	0	0	60	6	0	0	0	0	50	50	0	0	0	3	[]	0	1
6	123457281	229	3	7	1	0	0	0	0	0	0	0	0	0	0	0	0	60	6	0	0	0	0	50	50	0	0	0	3	[]	0	2
7	123457281	229	2	8	1	0	0	0	0	0	0	0	0	0	0	0	0	60	6	0	0	0	0	50	50	0	0	0	3	[]	0	2
8	123457281	219	0	0	0	10	2	8	1	0	0	0	0	0	0	0	0	158	7	0	8	0	0	50	50	0	0	0	3	[1C]	1	2
9	123457281	219	0	0	0	10	2	6	3	0	0	0	0	0	0	0	0	158	7	0	8	0	0	50	50	0	0	0	3	[1C]	1	1
10	123457281	219	0	0	0	10	1	6	4	0	0	0	0	0	0	0	0	158	7	0	8	0	0	50	50	0	0	0	3	[1C]	1	1
11	123457281	219	0	0	0	10	1	4	6	0	0	0	0	0	0	0	0	158	7	0	8	0	0	50	50	0	0	0	3	[1C]	1	1
12	123457281	218	1	0	0	10	0	5	6	0	0	0	0	0	0	0	0	158	7	0	8	0	0	50	50	0	0	0	4	[1C]	1	1
13	123457281	218	1	0	0	10	0	4	7	0	0	0	0	0	0	0	0	177	10	0	8	0	0	50	50	0	0	0	4	[1C]	1	1
14	123457281	218	0	1	0	10	0	3	8	0	0	0	0	0	0	0	0	177	10	0	8	0	0	50	50	0	0	0	4	[1C]	1	2
15	123457281	217	1	0	0	10	0	4	8	0	0	0	0	0	0	0	0	250	11	0	9	0	0	50	50	0	0	0	5	[1C]	1	2
16	123457281	217	1	0	0	10	0	4	8	0	0	0	0	0	0	0	0	250	12	0	9	0	0	50	50	0	0	0	5	[1C]	1	2
17	123457281	217	1	0	0	10	0	4	8	0	0	0	0	0	0	0	0	250	12	0	9	0	0	50	50	0	0	0	5	[1C]	1	2
18	123457281	217	1	0	0	10	0	3	9	0	0	0	0	0	0	0	0	250	12	0	9	0	0	50	50	0	0	0	5	[1C]	1	2
19	123457281	217	1	0	0	10	0	3	9	0	0	0	0	0	0	0	0	250	13	0	9	0	0	50	50	0	0	0	5	[1C]	1	2
20	123457281	217	1	0	0	10	0	3	9	0	0	0	0	0	0	0	0	269	15	0	9	0	0	50	50	0	0	0	5	[1C]	1	2
21	123457281	217	0	1	0	10	0	3	9	0	0	0	0	0	0	0	0	269	16	0	9	0	0	50	50	0	0	0	5	[1C]	1	3
22	123457281	224	3	1	11	0	0	1	0	0	0	0	0	0	0	0	0	328	16	0	9	0	0	50	50	0	0	0	6	[]	0	2
23	123457281	223	4	1	11	0	0	1	0	0	0	0	0	0	0	0	0	328	16	0	9	0	0	50	50	0	0	0	6	[]	0	2
24	123457281	221	5	2	11	0	0	1	0	0	0	0	0	0	0	0	0	328	16	0	9	0	0	50	50	0	0	0	6	[]	0	2
25	123457281	217	8	3	11	0	0	1	0	0	0	0	0	0	0	0	0	328	16	0	9	0	0	50	50	0	0	0	7	[]	0	2
26	123457281	211	13	4	11	0	0	1	0	0	0	0	0	0	0	0	0	328	16	0	9	0	0	50	50	0	0	0	7	[]	0	2
27	123457281	211	8	9	11	0	0	0	1	0	0	0	0	0	0	0	0	328	16	0	9	0	0	50	50	0	0	0	7	[]	0	1
28	123457281	211	6	10	12	0	0	0	1	0	0	0	0	0	0	0	0	328	16	0	9	0	0	50	50	0	0	0	7	[]	0	1
29	123457281	205	3	0	12	5	2	11	2	0	0	0	0	0	0	0	0	388	17	0	11	0	0	50	50	0	0	0	8	[1B]	1	1
30	123457281	205	3	0	12	5	1	9	5	0	0	0	0	0	0	0	0	388	18	0	11	0	0	50	50	0	0	0	8	[1B]	1	1
31	123457281	203	4	1	12	5	0	9	6	0	0	0	0	0	0	0	0	388	18	0	11	0	0	50	50	0	0	0	8	[1B]	1	2
32	123457281	198	8	2	12	5	0	8	7	0	0	0	0	0	0	0	0	388	18	0	11	0	0	50	50	0	0	0	8	[1B]	1	3
33	123457281	180	7	1	12	19	3	10	7	0	0	1	0	0	0	0	0	407	19	0	13	1	0	50	50	0	0	0	8	[1B 1A]	2	3
34	123457281	180	3	4	13	19	3	10	7	0	0	1	0	0	0	0	0	407	19	0	13	1	0	50	50	0	0	0	8	[1B 1A]	2	4
35	123457281	180	2	4	14	19	1	11	8	0	0	1	0	0	0	0	0	407	20	0	13	1	0	50	50	0	0	0	8	[1B 1A]	2	4
36	123457281	172	8	6	14	19	1	10	9	0	0	1	0	0	0	0	0	457	20	0	13	1	0	50	50	0	0	0	9	[1B 1A]	2	4
37	123457281	168	11	7	14	19	1	10	9	0	0	1	0	0	0	0	0	457	22	0	13	1	0	50	50	0	0	0	9	[1B 1A]	2	4
38	123457281	160	14	11	15	19	1	9	10	0	0	1	0	0	0	0	0	457	23	0	13	1	0	50	50	0	0	0	9	[1B 1A]	2	4
39	123457281	150	18	14	18	19	1	8	11	0	0	1	0	0	0	0	0	457	26	0	13	1	0	50	50	0	0	0	10	[1B 1A]	2	5
40	123457281	142	19	20	19	19	0	7	13	0	0	1	0	0	0	0	0	457	26	0	13	1	0	50	50	0	0	0	10	[1B 1A]	2	5
41	123457281	141	15	22	22	19	0	6	14	0	0	1	0	0	0	0	0	457	26	0	13	1	0	50	50	0	0	0	11	[1B 1A]	2	6
42	123457281	141	9	25	25	19	0	5	15	0	0	1	0	0	0	0	0	457	26	0	13	1	0	50	50	0	0	0	11	[1B 1A]	2	7
43	123457281	141	5	4	28	16	4	22	19	0	0	1	0	0	0	0	0	550	26	0	20	1	0	50	50	0	0	0	12	[1A 2B 3D]	3	7
44	123457281	139	6	5	28	16	3	18	24	0	0	1	0	0	0	0	0	550	27	0	20	1	0	50	50	0	0	0	12	[1A 2B 3D]	3	6
45	123457281	135	8	7	28	16	1	18	26	0	0	1	0	0	0	0	0	550	28	0	20	1	0	50	50	0	0	0	12	[1A 2B 3D]	3	6
46	123457281	130	12	7	29	16	1	17	27	0	0	1	0	0	0	0	0	550	28	0	20	1	0	50	50	0	0	0	12	[1A 2B 3D]	3	6
47	123457281	139	15	9	35	2	1	15	24	0	0	0	0	0	0	0	0	550	28	0	20	1	0	50	50	0	0	0	12	[2B 3D]	2	5
48	123457281	128	6	10	35	13	4	18	26	0	0	0	0	0	0	0	0	588	28	0	22	1	0	50	50	0	0	0	12	[2B 3D 1D]	3	5
49	123457281	128	6	8	37	13	4	14	30	0	0	0	0	0	0	0	0	588	29	0	22	1	0	50	50	0	0	0	12	[2B 3D 1D]	3	5
50	123457281	120	11	4	24	13	1	20	47	0	0	0	0	0	0	0	0	651	29	0	27	1	0	50	50	0	0	0	12	[2B 3D 1D 1C]	4	6
51	123457281	112	4	1	22	20	7	20	53	0	0	0	0	0	0	1	0	670	30	1	31	1	1	50	50	0	0	0	12	[2B 3D 1D 1C 3A]	5	6
