,day,susceptible,exposed,infected,removed,susceptible-in-quarantine,exposed-in-quarantine,infected-in-quarantine,removed-in-quarantine,susceptible-in-quarantine-external-1,exposed-in-quarantine-external-1,infected-in-quarantine-external-1,removed-in-quarantine-external-1,susceptible-in-quarantine-external-2,exposed-in-quarantine-external-2,infected-in-quarantine-external-2,removed-in-quarantine-external-2,num-of-screened-students,num-of-screened-students-external-1,num-of-screened-students-external-2,num-of-positive-students,num-of-positive-students-external-1,num-of-positive-students-external-2,num-of-classroom-in-quarantine,classroom-with-at-least-one-infected
0,0,240.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,1,238.1331,0.7567,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
2,2,237.2728,1.3395,1.0510,0.1159,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8854
3,3,234.6725,1.6750,1.1425,0.2463,1.2004,0.0706,0.1199,0.0039,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.8451,0.0000,0.0000,0.0706,0.0000,0.0000,0.0706,0.8629
4,4,233.6075,2.2035,1.4499,0.4081,1.2004,0.0552,0.1197,0.0154,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.8451,0.0000,0.0000,0.0706,0.0000,0.0000,0.0706,0.8739
5,5,232.3773,2.7255,1.8957,0.5995,1.2004,0.0398,0.1218,0.0291,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.8451,0.0000,0.0000,0.0706,0.0000,0.0000,0.0706,0.9017
6,6,232.3773,1.9422,2.4210,0.8492,1.2004,0.0275,0.1160,0.0472,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.8451,0.0000,0.0000,0.0706,0.0000,0.0000,0.0706,0.9500
7,7,232.3773,1.3950,2.6180,1.1985,1.2004,0.0146,0.1151,0.0609,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.8451,0.0000,0.0000,0.0706,0.0000,0.0000,0.0706,0.9667
8,8,230.8482,2.4529,2.6576,1.5412,1.2004,0.0065,0.1033,0.0808,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.8451,0.0000,0.0000,0.0706,0.0000,0.0000,0.0706,0.9674
9,9,229.2965,3.1949,3.0143,1.8924,1.2004,0.0025,0.0922,0.0964,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.8451,0.0000,0.0000,0.0706,0.0000,0.0000,0.0706,1.0134
