,trace,day,type
0,0,10,School screening
1,1,10,School screening
2,2,17,School screening
3,3,17,School screening
4,4,17,School screening
5,5,10,School screening
6,6,10,School screening
7,7,17,School screening
8,8,17,School screening
9,9,24,School screening
10,10,17,School screening
11,11,24,School screening
12,12,10,School screening
13,13,10,School screening
14,14,3,School screening
15,15,10,School screening
16,16,0,-
17,17,10,School screening
18,18,0,-
19,19,0,-
20,20,17,School screening
21,21,17,School screening
22,22,10,School screening
23,23,17,School screening
24,24,17,School screening
25,25,10,School screening
26,26,31,School screening
27,27,10,School screening
28,28,24,School screening
29,29,17,School screening
30,30,17,School screening
31,31,17,School screening
32,32,10,School screening
33,33,17,School screening
34,34,10,School screening
35,35,10,School screening
36,36,10,School screening
37,37,10,School screening
38,38,10,School screening
39,39,0,-
40,40,10,School screening
41,41,17,School screening
42,42,17,School screening
43,43,0,-
44,44,10,School screening
45,45,10,School screening
46,46,17,School screening
47,47,17,School screening
48,48,17,School screening
49,49,3,School screening
50,50,10,School screening
51,51,10,School screening
52,52,17,School screening
53,53,10,School screening
54,54,10,School screening
55,55,10,School screening
56,56,31,School screening
57,57,17,School screening
58,58,17,School screening
59,59,24,School screening
60,60,17,School screening
61,61,0,-
62,62,10,School screening
63,63,0,-
64,64,0,-
65,65,17,School screening
66,66,24,School screening
67,67,17,School screening
68,68,3,School screening
69,69,31,School screening
70,70,10,School screening
71,71,10,School screening
72,72,17,School screening
73,73,10,School screening
74,74,3,School screening
75,75,24,School screening
76,76,17,School screening
77,77,3,School screening
78,78,10,School screening
79,79,24,School screening
80,80,3,School screening
81,81,31,School screening
82,82,31,School screening
83,83,10,School screening
84,84,17,School screening
85,85,24,School screening
86,86,31,School screening
87,87,10,School screening
88,88,0,-
89,89,24,School screening
90,90,3,School screening
91,91,0,-
92,92,10,School screening
93,93,17,School screening
94,94,10,School screening
95,95,3,School screening
96,96,17,School screening
97,97,31,School screening
98,98,17,School screening
99,99,10,School screening
100,100,10,School screening
101,101,17,School screening
102,102,17,School screening
103,103,10,School screening
104,104,24,School screening
105,105,3,School screening
106,106,17,School screening
107,107,10,School screening
108,108,10,School screening
109,109,17,School screening
110,110,24,School screening
111,111,3,School screening
112,112,3,School screening
113,113,3,School screening
114,114,3,School screening
115,115,10,School screening
116,116,3,School screening
117,117,17,School screening
118,118,10,School screening
119,119,24,School screening
120,120,0,-
121,121,17,School screening
122,122,10,School screening
123,123,10,School screening
124,124,24,School screening
125,125,24,School screening
126,126,24,School screening
127,127,10,School screening
128,128,10,School screening
129,129,10,School screening
130,130,17,School screening
131,131,24,School screening
132,132,24,School screening
133,133,17,School screening
134,134,24,School screening
135,135,3,School screening
136,136,10,School screening
137,137,24,School screening
138,138,3,School screening
139,139,24,School screening
140,140,10,School screening
141,141,0,-
142,142,24,School screening
143,143,3,School screening
144,144,17,School screening
145,145,0,-
146,146,24,School screening
147,147,24,School screening
148,148,17,School screening
149,149,24,School screening
150,150,10,School screening
151,151,10,School screening
152,152,17,School screening
153,153,17,School screening
154,154,24,School screening
155,155,10,School screening
156,156,17,School screening
157,157,3,School screening
158,158,0,-
159,159,24,School screening
160,160,10,School screening
161,161,17,School screening
162,162,10,School screening
163,163,17,School screening
164,164,0,-
165,165,24,School screening
166,166,3,School screening
167,167,0,-
168,168,3,School screening
169,169,3,School screening
170,170,0,-
171,171,0,-
172,172,31,School screening
173,173,24,School screening
174,174,0,-
175,175,0,-
176,176,3,School screening
177,177,10,School screening
178,178,0,-
179,179,24,School screening
180,180,10,School screening
181,181,3,School screening
182,182,17,School screening
183,183,17,School screening
184,184,17,School screening
185,185,17,School screening
186,186,17,School screening
187,187,3,School screening
188,188,3,School screening
189,189,0,-
190,190,10,School screening
191,191,17,School screening
192,192,17,School screening
193,193,10,School screening
194,194,3,School screening
195,195,10,School screening
196,196,0,-
197,197,17,School screening
198,198,17,School screening
199,199,24,School screening
200,200,0,-
201,201,24,School screening
202,202,0,-
203,203,10,School screening
204,204,17,School screening
205,205,10,School screening
206,206,24,School screening
207,207,10,School screening
208,208,10,School screening
209,209,3,School screening
210,210,3,School screening
211,211,3,School screening
212,212,10,School screening
213,213,0,-
214,214,10,School screening
215,215,10,School screening
216,216,17,School screening
217,217,10,School screening
218,218,17,School screening
219,219,3,School screening
220,220,10,School screening
221,221,10,School screening
222,222,17,School screening
223,223,3,School screening
224,224,24,School screening
225,225,10,School screening
226,226,3,School screening
227,227,17,School screening
228,228,0,-
229,229,17,School screening
230,230,10,School screening
231,231,3,School screening
232,232,31,School screening
233,233,10,School screening
234,234,10,School screening
235,235,10,School screening
236,236,0,-
237,237,17,School screening
238,238,17,School screening
239,239,17,School screening
240,240,0,-
241,241,3,School screening
242,242,0,-
243,243,10,School screening
244,244,10,School screening
245,245,10,School screening
246,246,10,School screening
247,247,0,-
248,248,24,School screening
249,249,31,School screening
250,250,10,School screening
251,251,10,School screening
252,252,0,-
253,253,31,School screening
254,254,0,-
255,255,0,-
256,256,10,School screening
257,257,10,School screening
258,258,17,School screening
259,259,24,School screening
260,260,17,School screening
261,261,10,School screening
262,262,17,School screening
263,263,0,-
264,264,3,School screening
265,265,10,School screening
266,266,17,School screening
267,267,3,School screening
268,268,0,-
269,269,17,School screening
270,270,17,School screening
271,271,17,School screening
272,272,0,-
273,273,17,School screening
274,274,31,School screening
275,275,10,School screening
276,276,10,School screening
277,277,3,School screening
278,278,3,School screening
279,279,10,School screening
280,280,3,School screening
281,281,0,-
282,282,0,-
283,283,17,School screening
284,284,3,School screening
285,285,17,School screening
286,286,3,School screening
287,287,3,School screening
288,288,3,School screening
289,289,17,School screening
290,290,3,School screening
291,291,24,School screening
292,292,10,School screening
293,293,10,School screening
294,294,0,-
295,295,10,School screening
296,296,10,School screening
297,297,3,School screening
298,298,17,School screening
299,299,0,-
300,300,17,School screening
301,301,31,School screening
302,302,17,School screening
303,303,3,School screening
304,304,3,School screening
305,305,10,School screening
306,306,17,School screening
307,307,10,School screening
308,308,3,School screening
309,309,0,-
310,310,17,School screening
311,311,17,School screening
312,312,17,School screening
313,313,0,-
314,314,10,School screening
315,315,17,School screening
316,316,24,School screening
317,317,0,-
318,318,3,School screening
319,319,0,-
320,320,10,School screening
321,321,17,School screening
322,322,3,School screening
323,323,10,School screening
324,324,3,School screening
325,325,10,School screening
326,326,17,School screening
327,327,0,-
328,328,10,School screening
329,329,10,School screening
330,330,3,School screening
331,331,3,School screening
332,332,17,School screening
333,333,24,School screening
334,334,17,School screening
335,335,3,School screening
336,336,17,School screening
337,337,24,School screening
338,338,0,-
339,339,17,School screening
340,340,10,School screening
341,341,0,-
342,342,17,School screening
343,343,10,School screening
344,344,31,School screening
345,345,3,School screening
346,346,17,School screening
347,347,10,School screening
348,348,10,School screening
349,349,10,School screening
350,350,0,-
351,351,10,School screening
352,352,24,School screening
353,353,10,School screening
354,354,17,School screening
355,355,0,-
