,day,susceptible,exposed,infected,removed,susceptible-in-quarantine,exposed-in-quarantine,infected-in-quarantine,removed-in-quarantine,susceptible-in-quarantine-external-1,exposed-in-quarantine-external-1,infected-in-quarantine-external-1,removed-in-quarantine-external-1,susceptible-in-quarantine-external-2,exposed-in-quarantine-external-2,infected-in-quarantine-external-2,removed-in-quarantine-external-2,num-of-screened-students,num-of-screened-students-external-1,num-of-screened-students-external-2,num-of-positive-students,num-of-positive-students-external-1,num-of-positive-students-external-2,num-of-classroom-in-quarantine,classroom-with-at-least-one-infected
0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,1,0.7277,0.7277,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2,2,1.8267,1.3765,0.3311,0.1127,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1143
3,3,43.2081,2.3263,0.7818,0.1938,40.5011,0.3335,0.6550,0.0252,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,35.5780,0.0000,0.0000,0.1651,0.0000,0.0000,0.1412,0.1632
4,4,41.2782,3.9510,1.6064,0.2717,40.5011,0.2076,0.7425,0.0786,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,35.5780,0.0000,0.0000,0.1651,0.0000,0.0000,0.1412,0.1958
5,5,40.7392,5.6084,3.0636,0.4215,40.5011,0.1423,0.6961,0.1852,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,35.5780,0.0000,0.0000,0.1651,0.0000,0.0000,0.1412,0.2444
6,6,40.7392,3.3666,4.8478,0.7050,40.5011,0.1003,0.6541,0.2723,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,35.5780,0.0000,0.0000,0.1651,0.0000,0.0000,0.1412,0.3196
7,7,40.7392,2.2106,5.6799,1.1387,40.5011,0.0655,0.6230,0.3798,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,35.5780,0.0000,0.0000,0.1651,0.0000,0.0000,0.1412,0.3714
8,8,42.1047,4.7904,5.9644,1.6554,40.5011,0.0458,0.5527,0.4641,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,35.5780,0.0000,0.0000,0.1651,0.0000,0.0000,0.1412,0.3911
9,9,46.5212,8.2166,7.2595,2.4212,40.5011,0.0309,0.5090,0.5336,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,35.5780,0.0000,0.0000,0.1651,0.0000,0.0000,0.1412,0.4363
10,10,84.4119,8.8193,5.4809,2.6767,58.4308,2.1227,7.1698,2.6714,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,133.4605,0.0000,0.0000,0.4405,0.0000,0.0000,0.3020,0.4994
11,11,86.7959,10.5601,8.1681,3.6617,58.4308,1.3051,7.0526,3.8863,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,133.4605,0.0000,0.0000,0.4405,0.0000,0.0000,0.3020,0.6420
