,day,final_infected,type_pretty
12870,60,129,40%
12931,60,133,40%
12992,60,138,40%
13053,60,106,40%
13114,60,120,40%
13175,60,96,40%
13236,60,106,40%
13297,60,137,40%
13358,60,133,40%
13419,60,101,40%
13480,60,133,40%
13541,60,139,40%
13602,60,139,40%
13663,60,94,40%
13724,60,126,40%
13785,60,108,40%
13846,60,119,40%
13907,60,130,40%
13968,60,130,40%
14029,60,134,40%
14090,60,116,40%
14151,60,125,40%
14212,60,122,40%
14273,60,124,40%
14334,60,130,40%
14395,60,135,40%
14456,60,136,40%
14517,60,102,40%
14578,60,113,40%
14639,60,128,40%
14700,60,137,40%
14761,60,123,40%
14822,60,129,40%
14883,60,123,40%
14944,60,117,40%
15005,60,112,40%
15066,60,125,40%
15127,60,118,40%
15188,60,142,40%
15249,60,140,40%
15310,60,111,40%
15371,60,114,40%
15432,60,132,40%
15493,60,123,40%
15554,60,122,40%
15615,60,94,40%
15676,60,109,40%
15737,60,115,40%
15798,60,106,40%
15859,60,143,40%
15920,60,96,40%
15981,60,122,40%
16042,60,132,40%
16103,60,115,40%
16164,60,120,40%
16225,60,104,40%
16286,60,136,40%
16347,60,130,40%
16408,60,101,40%
16469,60,127,40%
16530,60,81,40%
16591,60,142,40%
16652,60,115,40%
16713,60,136,40%
16774,60,133,40%
16835,60,123,40%
16896,60,131,40%
16957,60,127,40%
17018,60,127,40%
17079,60,115,40%
17140,60,133,40%
17201,60,112,40%
17262,60,139,40%
17323,60,126,40%
17384,60,109,40%
17445,60,112,40%
17506,60,105,40%
17567,60,136,40%
17628,60,112,40%
17689,60,97,40%
17750,60,109,40%
17811,60,110,40%
17872,60,41,40%
17933,60,125,40%
17994,60,29,40%
18055,60,127,40%
18116,60,104,40%
18177,60,76,40%
18238,60,71,40%
18299,60,132,40%
18360,60,29,70%
18421,60,23,70%
18482,60,40,70%
18543,60,55,70%
18604,60,36,70%
18665,60,32,70%
18726,60,19,70%
18787,60,17,70%
18848,60,22,70%
18909,60,35,70%
18970,60,3,70%
19031,60,39,70%
19092,60,18,70%
19153,60,31,70%
19214,60,30,70%
19275,60,8,70%
19336,60,50,70%
19397,60,51,70%
19458,60,59,70%
19519,60,45,70%
19580,60,50,70%
19641,60,39,70%
19702,60,40,70%
19763,60,30,70%
19824,60,49,70%
19885,60,27,70%
19946,60,23,70%
20007,60,39,70%
20068,60,28,70%
20129,60,65,70%
20190,60,58,70%
20251,60,55,70%
20312,60,21,70%
20373,60,49,70%
20434,60,25,70%
20495,60,1,70%
20556,60,37,70%
20617,60,57,70%
20678,60,38,70%
20739,60,44,70%
20800,60,63,70%
20861,60,40,70%
20922,60,25,70%
20983,60,15,70%
21044,60,47,70%
21105,60,50,70%
21166,60,19,70%
21227,60,37,70%
21288,60,45,70%
21349,60,40,70%
21410,60,32,70%
21471,60,57,70%
21532,60,45,70%
21593,60,36,70%
21654,60,53,70%
21715,60,25,70%
21776,60,41,70%
21837,60,9,70%
21898,60,47,70%
21959,60,27,70%
22020,60,28,70%
22081,60,56,70%
22142,60,35,70%
22203,60,54,70%
22264,60,39,70%
22325,60,58,70%
22386,60,27,70%
22447,60,36,70%
22508,60,59,70%
22569,60,42,70%
22630,60,42,70%
22691,60,19,70%
22752,60,50,70%
22813,60,57,70%
22874,60,18,70%
22935,60,55,70%
22996,60,36,70%
23057,60,48,70%
23118,60,8,70%
23179,60,55,70%
23240,60,28,70%
23301,60,35,70%
23362,60,53,70%
23423,60,53,70%
23484,60,1,70%
23545,60,48,70%
23606,60,32,70%
23667,60,20,70%
23728,60,46,70%
23789,60,29,70%
23850,60,35,70%
23911,60,47,70%
23972,60,35,70%
24033,60,38,70%
24094,60,35,70%
24155,60,36,70%
24216,60,53,70%
24277,60,27,70%
24338,60,56,70%
24399,60,42,70%
