,day,infected,type,type_pretty
0,0.0,0.0,Infected,0%
1,1.0,0.0,Infected,0%
2,2.0,0.0505,Infected,0%
3,3.0,0.2323,Infected,0%
4,4.0,0.4545,Infected,0%
5,5.0,0.9798,Infected,0%
6,6.0,1.4646,Infected,0%
7,7.0,1.9192,Infected,0%
8,8.0,2.4343,Infected,0%
9,9.0,3.3333,Infected,0%
10,10.0,4.787800000000001,Infected,0%
11,11.0,6.969700000000001,Infected,0%
12,12.0,9.757500000000002,Infected,0%
13,13.0,12.565600000000002,Infected,0%
14,14.0,14.0505,Infected,0%
15,15.0,14.343300000000001,Infected,0%
16,16.0,16.505,Infected,0%
17,17.0,19.9494,Infected,0%
18,18.0,23.929299999999994,Infected,0%
19,19.0,28.636400000000002,Infected,0%
20,20.0,33.343500000000006,Infected,0%
21,21.0,34.989900000000006,Infected,0%
22,22.0,34.4444,Infected,0%
23,23.0,37.0504,Infected,0%
24,24.0,40.606,Infected,0%
25,25.0,44.272600000000004,Infected,0%
26,26.0,48.010099999999994,Infected,0%
27,27.0,52.262600000000006,Infected,0%
28,28.0,52.4141,Infected,0%
29,29.0,50.2524,Infected,0%
30,30.0,50.6261,Infected,0%
31,31.0,51.35349999999999,Infected,0%
32,32.0,52.6465,Infected,0%
33,33.0,53.272800000000004,Infected,0%
34,34.0,52.6464,Infected,0%
35,35.0,50.59590000000001,Infected,0%
36,36.0,46.636399999999995,Infected,0%
37,37.0,44.323100000000004,Infected,0%
38,38.0,42.7777,Infected,0%
39,39.0,41.2324,Infected,0%
40,40.0,40.070600000000006,Infected,0%
41,41.0,37.7474,Infected,0%
42,42.0,35.2121,Infected,0%
43,43.0,31.5959,Infected,0%
44,44.0,29.302999999999997,Infected,0%
45,45.0,26.858599999999996,Infected,0%
46,46.0,24.919199999999996,Infected,0%
47,47.0,22.9293,Infected,0%
48,48.0,21.505,Infected,0%
49,49.0,19.3333,Infected,0%
50,50.0,17.939400000000003,Infected,0%
51,51.0,16.3838,Infected,0%
52,52.0,15.353599999999998,Infected,0%
53,53.0,14.212000000000002,Infected,0%
54,54.0,13.4344,Infected,0%
55,55.0,12.313,Infected,0%
56,56.0,11.363599999999998,Infected,0%
57,57.0,10.2221,Infected,0%
58,58.0,9.1716,Infected,0%
59,59.0,8.5252,Infected,0%
60,60.0,7.7172,Infected,0%
61,0.0,0.0,Infected,10%
62,1.0,0.0,Infected,10%
63,2.0,0.0505,Infected,10%
64,3.0,0.2121,Infected,10%
65,4.0,0.4444,Infected,10%
66,5.0,0.8485,Infected,10%
67,6.0,1.4646,Infected,10%
68,7.0,2.0101,Infected,10%
69,8.0,2.2323,Infected,10%
70,9.0,3.0606,Infected,10%
71,10.0,4.1717,Infected,10%
72,11.0,6.060600000000001,Infected,10%
73,12.0,8.3737,Infected,10%
74,13.0,10.6767,Infected,10%
75,14.0,12.242400000000002,Infected,10%
76,15.0,12.656600000000001,Infected,10%
77,16.0,14.747400000000003,Infected,10%
78,17.0,17.1817,Infected,10%
79,18.0,20.353500000000004,Infected,10%
80,19.0,23.959699999999998,Infected,10%
81,20.0,28.4444,Infected,10%
82,21.0,29.5253,Infected,10%
83,22.0,29.454499999999996,Infected,10%
84,23.0,31.333299999999998,Infected,10%
85,24.0,34.474700000000006,Infected,10%
86,25.0,37.8081,Infected,10%
87,26.0,40.798,Infected,10%
88,27.0,43.656499999999994,Infected,10%
89,28.0,43.39379999999999,Infected,10%
90,29.0,41.858599999999996,Infected,10%
91,30.0,42.111,Infected,10%
92,31.0,43.2626,Infected,10%
93,32.0,44.31300000000001,Infected,10%
94,33.0,44.9596,Infected,10%
95,34.0,45.4342,Infected,10%
96,35.0,43.252399999999994,Infected,10%
97,36.0,41.141299999999994,Infected,10%
98,37.0,39.605999999999995,Infected,10%
99,38.0,38.7171,Infected,10%
100,39.0,37.5454,Infected,10%
101,40.0,36.2221,Infected,10%
102,41.0,35.03020000000001,Infected,10%
103,42.0,32.6464,Infected,10%
104,43.0,30.151400000000002,Infected,10%
105,44.0,27.8081,Infected,10%
106,45.0,26.3434,Infected,10%
107,46.0,24.939300000000003,Infected,10%
108,47.0,23.4848,Infected,10%
109,48.0,21.929299999999998,Infected,10%
110,49.0,19.939400000000003,Infected,10%
111,50.0,17.959500000000002,Infected,10%
112,51.0,16.4748,Infected,10%
113,52.0,15.222199999999999,Infected,10%
114,53.0,14.1818,Infected,10%
115,54.0,13.505100000000002,Infected,10%
116,55.0,12.4748,Infected,10%
117,56.0,11.3333,Infected,10%
118,57.0,10.3332,Infected,10%
119,58.0,9.484699999999998,Infected,10%
120,59.0,8.808,Infected,10%
121,60.0,8.1616,Infected,10%
122,0.0,0.0,Infected,40%
123,1.0,0.0,Infected,40%
124,2.0,0.0404,Infected,40%
125,3.0,0.1212,Infected,40%
126,4.0,0.2525,Infected,40%
127,5.0,0.4848,Infected,40%
128,6.0,0.8283,Infected,40%
129,7.0,1.0404,Infected,40%
130,8.0,1.1919,Infected,40%
131,9.0,1.6059999999999999,Infected,40%
132,10.0,2.2222,Infected,40%
133,11.0,2.8787,Infected,40%
134,12.0,3.6263,Infected,40%
135,13.0,4.515200000000001,Infected,40%
136,14.0,4.8283000000000005,Infected,40%
137,15.0,5.222200000000001,Infected,40%
138,16.0,5.949400000000002,Infected,40%
139,17.0,6.828200000000001,Infected,40%
140,18.0,8.010000000000002,Infected,40%
141,19.0,9.4747,Infected,40%
142,20.0,11.343399999999999,Infected,40%
143,21.0,12.2727,Infected,40%
