,day,fraction,policy,screening
0,1.0,0.004175,A1,Screening 25%
1,2.0,0.004370833333333333,A1,Screening 25%
2,3.0,0.004783333333333333,A1,Screening 25%
3,4.0,0.005414583333333334,A1,Screening 25%
4,5.0,0.00625,A1,Screening 25%
5,6.0,0.00625,A1,Screening 25%
6,7.0,0.00625,A1,Screening 25%
7,8.0,0.0068167532407801,A1,Screening 25%
8,9.0,0.0072944177940674464,A1,Screening 25%
9,10.0,0.007773512274353819,A1,Screening 25%
10,11.0,0.008155771394973026,A1,Screening 25%
11,12.0,0.008487602809933976,A1,Screening 25%
12,13.0,0.008487602809933976,A1,Screening 25%
13,14.0,0.008487602809933976,A1,Screening 25%
14,15.0,0.008482462061359119,A1,Screening 25%
15,16.0,0.00844378641771584,A1,Screening 25%
16,17.0,0.008440756590768024,A1,Screening 25%
17,18.0,0.008453582445512784,A1,Screening 25%
18,19.0,0.00843492208722462,A1,Screening 25%
19,20.0,0.00843492208722462,A1,Screening 25%
20,21.0,0.00843492208722462,A1,Screening 25%
21,22.0,0.008241955669212413,A1,Screening 25%
22,23.0,0.008113519107362556,A1,Screening 25%
23,24.0,0.008017623147566875,A1,Screening 25%
24,25.0,0.007957470425318181,A1,Screening 25%
25,26.0,0.007883307271639023,A1,Screening 25%
26,27.0,0.007883307271639023,A1,Screening 25%
27,28.0,0.007883307271639023,A1,Screening 25%
28,29.0,0.007715746837128293,A1,Screening 25%
29,30.0,0.007582546196697571,A1,Screening 25%
30,31.0,0.00743725028515018,A1,Screening 25%
31,32.0,0.007286239069043303,A1,Screening 25%
32,33.0,0.007170170617538742,A1,Screening 25%
33,34.0,0.007170170617538742,A1,Screening 25%
34,35.0,0.007170170617538742,A1,Screening 25%
35,1.0,0.0040875,A1,Screening 50%
36,2.0,0.004329166666666667,A1,Screening 50%
37,3.0,0.004762499999999999,A1,Screening 50%
38,4.0,0.005373958333333334,A1,Screening 50%
39,5.0,0.006125833333333333,A1,Screening 50%
40,6.0,0.006125833333333333,A1,Screening 50%
41,7.0,0.006125833333333333,A1,Screening 50%
42,8.0,0.006180297722680203,A1,Screening 50%
43,9.0,0.006193677413136716,A1,Screening 50%
44,10.0,0.006164549973560083,A1,Screening 50%
45,11.0,0.006166462849836357,A1,Screening 50%
46,12.0,0.0061486427667996335,A1,Screening 50%
47,13.0,0.0061486427667996335,A1,Screening 50%
48,14.0,0.0061486427667996335,A1,Screening 50%
49,15.0,0.005844744816103898,A1,Screening 50%
50,16.0,0.005602941134575994,A1,Screening 50%
51,17.0,0.005412469363923864,A1,Screening 50%
52,18.0,0.005213249295766904,A1,Screening 50%
53,19.0,0.005063432624097298,A1,Screening 50%
54,20.0,0.005063432624097298,A1,Screening 50%
55,21.0,0.005063432624097298,A1,Screening 50%
56,22.0,0.004822187511351665,A1,Screening 50%
57,23.0,0.004613173748976219,A1,Screening 50%
58,24.0,0.0044606003229541984,A1,Screening 50%
59,25.0,0.004308439057043086,A1,Screening 50%
60,26.0,0.0041774452501978365,A1,Screening 50%
61,27.0,0.0041774452501978365,A1,Screening 50%
62,28.0,0.0041774452501978365,A1,Screening 50%
63,29.0,0.0040005779469409,A1,Screening 50%
64,30.0,0.003845107070281604,A1,Screening 50%
65,31.0,0.0037082795418744304,A1,Screening 50%
66,32.0,0.0035720856889328804,A1,Screening 50%
67,33.0,0.0034597473986414085,A1,Screening 50%
68,34.0,0.0034597473986414085,A1,Screening 50%
69,35.0,0.0034597473986414085,A1,Screening 50%
70,1.0,0.004166666666666667,A1,Screening 100%
71,2.0,0.0043458333333333335,A1,Screening 100%
72,3.0,0.004745138888888889,A1,Screening 100%
73,4.0,0.0052875000000000005,A1,Screening 100%
74,5.0,0.006025416666666667,A1,Screening 100%
75,6.0,0.006025416666666667,A1,Screening 100%
76,7.0,0.006025416666666667,A1,Screening 100%
77,8.0,0.005091901408450704,A1,Screening 100%
78,9.0,0.004488221805929862,A1,Screening 100%
79,10.0,0.004077665789094704,A1,Screening 100%
80,11.0,0.003822406161078629,A1,Screening 100%
81,12.0,0.003636597515081929,A1,Screening 100%
82,13.0,0.003636597515081929,A1,Screening 100%
83,14.0,0.003636597515081929,A1,Screening 100%
84,15.0,0.0032941803271935343,A1,Screening 100%
85,16.0,0.00302582145518891,A1,Screening 100%
86,17.0,0.002812410640052761,A1,Screening 100%
87,18.0,0.002644317996983923,A1,Screening 100%
88,19.0,0.0025037186239983303,A1,Screening 100%
89,20.0,0.0025037186239983303,A1,Screening 100%
90,21.0,0.0025037186239983303,A1,Screening 100%
91,22.0,0.002342948913038389,A1,Screening 100%
92,23.0,0.002204293809459455,A1,Screening 100%
93,24.0,0.002083730337403754,A1,Screening 100%
94,25.0,0.0019796400085245725,A1,Screening 100%
95,26.0,0.0018859869444455095,A1,Screening 100%
96,27.0,0.0018859869444455095,A1,Screening 100%
97,28.0,0.0018859869444455095,A1,Screening 100%
98,29.0,0.0017942503730168091,A1,Screening 100%
99,30.0,0.0017118568263794103,A1,Screening 100%
100,31.0,0.0016382409662389183,A1,Screening 100%
101,32.0,0.0015726837341147402,A1,Screening 100%
102,33.0,0.0015131478583196747,A1,Screening 100%
103,34.0,0.0015131478583196747,A1,Screening 100%
104,35.0,0.0015131478583196747,A1,Screening 100%
105,1.0,0.004562586788335648,D1,Screening 25%
106,2.0,0.004860146796270581,D1,Screening 25%
107,3.0,0.005322959256769416,D1,Screening 25%
108,4.0,0.005975947431499773,D1,Screening 25%
109,5.0,0.006909958936990431,D1,Screening 25%
110,6.0,0.006909958936990431,D1,Screening 25%
111,7.0,0.006909958936990431,D1,Screening 25%
112,8.0,0.007485368504084683,D1,Screening 25%
113,9.0,0.008224688261599982,D1,Screening 25%
114,10.0,0.009019343136727113,D1,Screening 25%
115,11.0,0.009912587992176017,D1,Screening 25%
116,12.0,0.010768674274981167,D1,Screening 25%
117,13.0,0.010768674274981167,D1,Screening 25%
118,14.0,0.010768674274981167,D1,Screening 25%
119,15.0,0.011809036874533515,D1,Screening 25%
120,16.0,0.012744173140954496,D1,Screening 25%
121,17.0,0.013643828586091864,D1,Screening 25%
122,18.0,0.014430159128078407,D1,Screening 25%
123,19.0,0.015179388716483222,D1,Screening 25%
124,20.0,0.015179388716483222,D1,Screening 25%
125,21.0,0.015179388716483222,D1,Screening 25%
126,22.0,0.015785357712685105,D1,Screening 25%
127,23.0,0.016325901206353223,D1,Screening 25%
128,24.0,0.016818357626931794,D1,Screening 25%
129,25.0,0.017302227356157295,D1,Screening 25%
130,26.0,0.017821838915790377,D1,Screening 25%
131,27.0,0.017821838915790377,D1,Screening 25%
132,28.0,0.017821838915790377,D1,Screening 25%
133,29.0,0.018210834892287517,D1,Screening 25%
134,30.0,0.01855166702262185,D1,Screening 25%
135,31.0,0.018850922668959658,D1,Screening 25%
136,32.0,0.019232427526756468,D1,Screening 25%
137,33.0,0.01962653034865778,D1,Screening 25%
138,34.0,0.01962653034865778,D1,Screening 25%
139,35.0,0.01962653034865778,D1,Screening 25%
140,1.0,0.004008819402685909,D1,Screening 50%
141,2.0,0.004075633059397342,D1,Screening 50%
142,3.0,0.004615735817330446,D1,Screening 50%
143,4.0,0.0051237936952699915,D1,Screening 50%
144,5.0,0.005939753924480272,D1,Screening 50%
145,6.0,0.005939753924480272,D1,Screening 50%
146,7.0,0.005939753924480272,D1,Screening 50%
147,8.0,0.006754457886429173,D1,Screening 50%
148,9.0,0.007565712316242467,D1,Screening 50%
149,10.0,0.00844842955272403,D1,Screening 50%
150,11.0,0.009264963391913739,D1,Screening 50%
151,12.0,0.009969170290391632,D1,Screening 50%
152,13.0,0.009969170290391632,D1,Screening 50%
153,14.0,0.009969170290391632,D1,Screening 50%
154,15.0,0.010447893868893261,D1,Screening 50%
155,16.0,0.01082868419386384,D1,Screening 50%
156,17.0,0.011141499778262435,D1,Screening 50%
157,18.0,0.011578113568064046,D1,Screening 50%
158,19.0,0.011945714657155614,D1,Screening 50%
159,20.0,0.011945714657155614,D1,Screening 50%
160,21.0,0.011945714657155614,D1,Screening 50%
161,22.0,0.012159916110694825,D1,Screening 50%
162,23.0,0.012356644321884883,D1,Screening 50%
163,24.0,0.012484915203583278,D1,Screening 50%
164,25.0,0.0126413856896643,D1,Screening 50%
165,26.0,0.01282070976022721,D1,Screening 50%
166,27.0,0.01282070976022721,D1,Screening 50%
167,28.0,0.01282070976022721,D1,Screening 50%
168,29.0,0.01286063255440145,D1,Screening 50%
169,30.0,0.012927581767595658,D1,Screening 50%
170,31.0,0.012987930693349161,D1,Screening 50%
171,32.0,0.013103176092841286,D1,Screening 50%
172,33.0,0.013200892269195312,D1,Screening 50%
173,34.0,0.013200892269195312,D1,Screening 50%
174,35.0,0.013200892269195312,D1,Screening 50%
175,1.0,0.0042250000000000005,D1,Screening 100%
176,2.0,0.004395833333333333,D1,Screening 100%
177,3.0,0.004827777777777778,D1,Screening 100%
178,4.0,0.00548125,D1,Screening 100%
179,5.0,0.006253333333333333,D1,Screening 100%
180,6.0,0.006253333333333333,D1,Screening 100%
181,7.0,0.006253333333333333,D1,Screening 100%
182,8.0,0.006842126536830265,D1,Screening 100%
183,9.0,0.007349867340644072,D1,Screening 100%
