,day,fraction,policy,screening
184,10.0,0.0077884663876141005,D1,Screening 100%
185,11.0,0.008161618204425269,D1,Screening 100%
186,12.0,0.008502628346262442,D1,Screening 100%
187,13.0,0.008502628346262442,D1,Screening 100%
188,14.0,0.008502628346262442,D1,Screening 100%
189,15.0,0.00856947818919653,D1,Screening 100%
190,16.0,0.00860719598330854,D1,Screening 100%
191,17.0,0.008661818034533603,D1,Screening 100%
192,18.0,0.008659970141385037,D1,Screening 100%
193,19.0,0.008637530207802438,D1,Screening 100%
194,20.0,0.008637530207802438,D1,Screening 100%
195,21.0,0.008637530207802438,D1,Screening 100%
196,22.0,0.008439402545235229,D1,Screening 100%
197,23.0,0.008289415320307037,D1,Screening 100%
198,24.0,0.008163866449582358,D1,Screening 100%
199,25.0,0.008081975865374603,D1,Screening 100%
200,26.0,0.008010814706465584,D1,Screening 100%
201,27.0,0.008010814706465584,D1,Screening 100%
202,28.0,0.008010814706465584,D1,Screening 100%
203,29.0,0.0078015586875125114,D1,Screening 100%
204,30.0,0.0076514675905472755,D1,Screening 100%
205,31.0,0.007542489977939607,D1,Screening 100%
206,32.0,0.007414511130646349,D1,Screening 100%
207,33.0,0.007324974436067666,D1,Screening 100%
208,34.0,0.007324974436067666,D1,Screening 100%
209,35.0,0.007324974436067666,D1,Screening 100%
210,1.0,0.0046,D2,Screening 25%
211,2.0,0.0048375,D2,Screening 25%
212,3.0,0.00537205916162158,D2,Screening 25%
213,4.0,0.005561427527647531,D2,Screening 25%
214,5.0,0.0058373723900209985,D2,Screening 25%
215,6.0,0.0058373723900209985,D2,Screening 25%
216,7.0,0.0058373723900209985,D2,Screening 25%
217,8.0,0.007588991516647664,D2,Screening 25%
218,9.0,0.009016460887528095,D2,Screening 25%
219,10.0,0.01047750711777461,D2,Screening 25%
220,11.0,0.010657531310603258,D2,Screening 25%
221,12.0,0.010861083295097943,D2,Screening 25%
222,13.0,0.010861083295097943,D2,Screening 25%
223,14.0,0.010861083295097943,D2,Screening 25%
224,15.0,0.012009425193447361,D2,Screening 25%
225,16.0,0.012985669338964436,D2,Screening 25%
226,17.0,0.013939101697107978,D2,Screening 25%
227,18.0,0.014090507156936794,D2,Screening 25%
228,19.0,0.014216662569104078,D2,Screening 25%
229,20.0,0.014216662569104078,D2,Screening 25%
230,21.0,0.014216662569104078,D2,Screening 25%
231,22.0,0.015022002131780536,D2,Screening 25%
232,23.0,0.01570881593720312,D2,Screening 25%
233,24.0,0.01651006734970064,D2,Screening 25%
234,25.0,0.01660371759014026,D2,Screening 25%
235,26.0,0.016812767524044293,D2,Screening 25%
236,27.0,0.016812767524044293,D2,Screening 25%
237,28.0,0.016812767524044293,D2,Screening 25%
238,29.0,0.017319311876577217,D2,Screening 25%
239,30.0,0.01777173171269459,D2,Screening 25%
240,31.0,0.018386752256231896,D2,Screening 25%
241,32.0,0.018408333310356805,D2,Screening 25%
242,33.0,0.018439145380966887,D2,Screening 25%
243,34.0,0.018439145380966887,D2,Screening 25%
244,35.0,0.018439145380966887,D2,Screening 25%
245,1.0,0.00391435262629642,D2,Screening 50%
246,2.0,0.003964569793992924,D2,Screening 50%
247,3.0,0.004705485016384764,D2,Screening 50%
248,4.0,0.005180286325743821,D2,Screening 50%
249,5.0,0.005845210779305609,D2,Screening 50%
250,6.0,0.005845210779305609,D2,Screening 50%
251,7.0,0.005845210779305609,D2,Screening 50%
252,8.0,0.0069836250831549615,D2,Screening 50%
253,9.0,0.007938436035212073,D2,Screening 50%
254,10.0,0.008936089044909725,D2,Screening 50%
255,11.0,0.00914843524460678,D2,Screening 50%
256,12.0,0.009341404951330423,D2,Screening 50%
257,13.0,0.009341404951330423,D2,Screening 50%
258,14.0,0.009341404951330423,D2,Screening 50%
259,15.0,0.00976058594084345,D2,Screening 50%
260,16.0,0.010110911077345661,D2,Screening 50%
261,17.0,0.010478028323478335,D2,Screening 50%
262,18.0,0.010532313952567348,D2,Screening 50%
263,19.0,0.010702030093307583,D2,Screening 50%
264,20.0,0.010702030093307583,D2,Screening 50%
265,21.0,0.010702030093307583,D2,Screening 50%
266,22.0,0.010935006914158068,D2,Screening 50%
267,23.0,0.011149252233263074,D2,Screening 50%
268,24.0,0.011448123940179586,D2,Screening 50%
269,25.0,0.011511681387853271,D2,Screening 50%
270,26.0,0.011532166169511696,D2,Screening 50%
271,27.0,0.011532166169511696,D2,Screening 50%
272,28.0,0.011532166169511696,D2,Screening 50%
273,29.0,0.011598057155840261,D2,Screening 50%
274,30.0,0.011634307504561668,D2,Screening 50%
275,31.0,0.011688829874215895,D2,Screening 50%
276,32.0,0.011699591437225819,D2,Screening 50%
277,33.0,0.011618681351981994,D2,Screening 50%
278,34.0,0.011618681351981994,D2,Screening 50%
279,35.0,0.011618681351981994,D2,Screening 50%
280,1.0,0.004391666666666666,D2,Screening 100%
281,2.0,0.004545833333333333,D2,Screening 100%
282,3.0,0.005002893294391565,D2,Screening 100%
283,4.0,0.005277640992961214,D2,Screening 100%
284,5.0,0.00556508212686711,D2,Screening 100%
285,6.0,0.00556508212686711,D2,Screening 100%
286,7.0,0.00556508212686711,D2,Screening 100%
287,8.0,0.006250402822419065,D2,Screening 100%
288,9.0,0.006765477881859994,D2,Screening 100%
289,10.0,0.007406270798983958,D2,Screening 100%
290,11.0,0.0074191062683487555,D2,Screening 100%
291,12.0,0.00744804289882018,D2,Screening 100%
292,13.0,0.00744804289882018,D2,Screening 100%
293,14.0,0.00744804289882018,D2,Screening 100%
294,15.0,0.0074147635802205725,D2,Screening 100%
295,16.0,0.007431830930301015,D2,Screening 100%
296,17.0,0.0073136924003544745,D2,Screening 100%
297,18.0,0.00723586745574334,D2,Screening 100%
298,19.0,0.007148331023596032,D2,Screening 100%
299,20.0,0.007148331023596032,D2,Screening 100%
300,21.0,0.007148331023596032,D2,Screening 100%
301,22.0,0.0070171606511761535,D2,Screening 100%
302,23.0,0.00689657268604637,D2,Screening 100%
303,24.0,0.0067075554743134,D2,Screening 100%
304,25.0,0.006595018187005207,D2,Screening 100%
305,26.0,0.0064927228923970706,D2,Screening 100%
306,27.0,0.0064927228923970706,D2,Screening 100%
307,28.0,0.0064927228923970706,D2,Screening 100%
308,29.0,0.0063335367232287545,D2,Screening 100%
309,30.0,0.006217685966723105,D2,Screening 100%
310,31.0,0.006011791450543437,D2,Screening 100%
311,32.0,0.005918221200726307,D2,Screening 100%
312,33.0,0.005827769507652649,D2,Screening 100%
313,34.0,0.005827769507652649,D2,Screening 100%
314,35.0,0.005827769507652649,D2,Screening 100%
