,day,fraction,policy,screening
283,4.0,0.005483256656584737,D2,Screening 100%
284,5.0,0.005723024399568719,D2,Screening 100%
285,6.0,0.005723024399568719,D2,Screening 100%
286,7.0,0.005723024399568719,D2,Screening 100%
287,8.0,0.006415808282531007,D2,Screening 100%
288,9.0,0.006927808430198597,D2,Screening 100%
289,10.0,0.007409558506472363,D2,Screening 100%
290,11.0,0.007416516403626702,D2,Screening 100%
291,12.0,0.00743774973147611,D2,Screening 100%
292,13.0,0.00743774973147611,D2,Screening 100%
293,14.0,0.00743774973147611,D2,Screening 100%
294,15.0,0.007448455708581208,D2,Screening 100%
295,16.0,0.007396533026653615,D2,Screening 100%
296,17.0,0.007158058988185276,D2,Screening 100%
297,18.0,0.00704083046061614,D2,Screening 100%
298,19.0,0.006909578364289536,D2,Screening 100%
299,20.0,0.006909578364289536,D2,Screening 100%
300,21.0,0.006909578364289536,D2,Screening 100%
301,22.0,0.006761009164935487,D2,Screening 100%
302,23.0,0.006589901797144662,D2,Screening 100%
303,24.0,0.006318305695839337,D2,Screening 100%
304,25.0,0.006177925684956521,D2,Screening 100%
305,26.0,0.006069495682512594,D2,Screening 100%
306,27.0,0.006069495682512594,D2,Screening 100%
307,28.0,0.006069495682512594,D2,Screening 100%
308,29.0,0.005900529482156615,D2,Screening 100%
309,30.0,0.005745378283994889,D2,Screening 100%
310,31.0,0.005479920697495956,D2,Screening 100%
311,32.0,0.0053689118640417085,D2,Screening 100%
312,33.0,0.005258841158257617,D2,Screening 100%
313,34.0,0.005258841158257617,D2,Screening 100%
314,35.0,0.005258841158257617,D2,Screening 100%
