,day,susceptible,exposed,infected,removed,susceptible-in-quarantine,exposed-in-quarantine,infected-in-quarantine,removed-in-quarantine,susceptible-in-quarantine-external-1,exposed-in-quarantine-external-1,infected-in-quarantine-external-1,removed-in-quarantine-external-1,susceptible-in-quarantine-external-2,exposed-in-quarantine-external-2,infected-in-quarantine-external-2,removed-in-quarantine-external-2,num-of-screened-agents,num-of-screened-agents-external-1,num-of-screened-agents-external-2,num-of-positive-agents,num-of-positive-agents-external-1,num-of-positive-agents-external-2,num-vaccinated,num-immunized,num-immunized-in-quarantine,num-immunized-in-quarantine-external-1,num-immunized-in-quarantine-external-2,num-infected-outside,num-of-classroom-in-quarantine,classroom-with-at-least-one-infected
0,0,238.8414,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,74.0000,51.8314,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,1,234.1351,4.9234,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7979,0.0000,0.0000,0.0000,0.0000,74.0000,51.8314,0.0000,0.0000,0.0000,4.9234,0.0000,0.0000
2,2,227.2020,10.7619,1.4689,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0095,0.0000,0.0000,0.0000,0.0187,0.0000,0.0000,1.4970,0.0187,0.0000,0.0095,0.0187,74.0000,51.8314,0.0000,0.0000,0.0000,9.6909,0.0000,1.3250
3,3,216.4745,18.9330,4.3144,0.2027,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0187,0.0059,0.0000,0.0000,0.0816,0.0000,0.0000,2.2969,0.0816,0.0000,0.0215,0.0816,74.0000,51.8314,0.0000,0.0000,0.0000,14.2192,0.0000,3.0622
4,4,200.5820,30.2086,8.9754,0.8366,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0547,0.0095,0.0000,0.0000,0.1424,0.0059,0.0000,3.1226,0.1446,0.0000,0.0595,0.1446,74.0000,51.8314,0.0000,0.0000,0.0000,18.5493,0.0000,4.8985
5,5,179.5997,43.4498,16.1847,2.0343,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0907,0.0156,0.0000,0.0000,0.2427,0.0296,0.0000,3.8678,0.2625,0.0000,0.1004,0.2625,74.0000,51.8314,0.0000,0.0000,0.0000,22.4785,0.0000,6.5945
6,6,176.0238,34.5194,26.2118,4.2695,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1620,0.0156,0.0000,0.0000,0.4066,0.0642,0.0000,4.6585,0.4570,0.0000,0.1712,0.4570,74.0000,51.8314,0.0000,0.0000,0.0000,26.0317,0.0000,8.2125
7,7,172.6399,28.1381,32.2590,7.7131,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2585,0.0295,0.0000,0.0000,0.5601,0.1212,0.0000,5.3776,0.6597,0.0000,0.2784,0.6597,74.0000,51.8314,0.0000,0.0000,0.0000,29.4140,0.0000,9.2310
8,8,139.3770,54.1356,35.5781,11.9738,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3357,0.0651,0.0000,0.0000,0.7617,0.1897,0.0000,6.0527,0.9259,0.0000,0.3862,0.9259,74.0000,51.8314,0.0000,0.0000,0.0000,32.9630,0.0000,9.8560
9,9,107.6809,70.8282,45.8625,16.6352,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4528,0.1033,0.0000,0.0000,0.9909,0.2783,0.0000,6.7985,1.2381,0.0000,0.5357,1.2381,74.0000,51.8314,0.0000,0.0000,0.0000,35.7541,0.0000,10.5215
10,10,79.7807,78.8577,59.0727,22.9064,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6208,0.1602,0.0000,0.0000,1.2383,0.4281,0.0000,7.6733,1.6285,0.0000,0.7563,1.6285,74.0000,51.8314,0.0000,0.0000,0.0000,37.8736,0.0000,11.0806
11,11,56.5294,79.6640,72.7665,30.7885,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7951,0.2350,0.0000,0.0000,1.6664,0.5907,0.0000,8.4111,2.2139,0.0000,1.0013,2.2139,74.0000,51.8314,0.0000,0.0000,0.0000,39.5784,0.0000,11.5183
12,12,38.1934,75.3299,84.7871,40.4757,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9317,0.3317,0.0000,0.0000,2.0924,0.8046,0.0000,9.1271,2.8463,0.0000,1.2300,2.8463,74.0000,51.8314,0.0000,0.0000,0.0000,40.6323,0.0000,11.7617
13,13,37.3601,54.8980,93.9237,51.5432,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0990,0.4642,0.0000,0.0000,2.4072,1.1394,0.0000,9.8779,3.4845,0.0000,1.5278,3.4845,74.0000,51.8314,0.0000,0.0000,0.0000,41.4342,0.0000,11.8922
14,14,36.6290,40.2926,95.6103,64.1435,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.2401,0.6145,0.0000,0.0000,2.7175,1.4832,0.0000,10.5674,4.1301,0.0000,1.8152,4.1301,74.0000,51.8314,0.0000,0.0000,0.0000,42.1424,0.0000,11.9288
15,15,22.1531,43.4036,93.1279,76.9511,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.3245,0.8097,0.0000,0.0000,2.9901,1.8535,0.0000,11.2938,4.7607,0.0000,2.0864,4.7607,74.0000,51.8314,0.0000,0.0000,0.0000,42.8103,0.0000,11.9463
16,16,13.8820,39.1607,92.1779,89.3462,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.4086,0.9969,0.0000,0.0000,3.2383,2.2817,0.0000,11.9938,5.4427,0.0000,2.3583,5.4427,74.0000,51.8314,0.0000,0.0000,0.0000,43.2345,0.0000,11.9728
17,17,8.5751,33.2349,90.0568,101.6033,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.5236,1.1556,0.0000,0.0000,3.4906,2.6572,0.0000,12.7124,6.1197,0.0000,2.6371,6.1197,74.0000,51.8314,0.0000,0.0000,0.0000,43.4783,0.0000,11.9901
18,18,5.2025,27.0545,86.4818,113.7624,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.6053,1.3266,0.0000,0.0000,3.6605,3.0574,0.0000,13.4617,6.7373,0.0000,2.9153,6.7373,74.0000,51.8314,0.0000,0.0000,0.0000,43.6599,0.0000,11.9945
19,19,3.3605,21.2824,81.7822,125.2859,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.6315,1.5099,0.0000,0.0000,3.7045,3.4323,0.0000,14.1529,7.2613,0.0000,3.1614,7.2613,74.0000,51.8314,0.0000,0.0000,0.0000,43.7486,0.0000,11.9921
20,20,3.3220,15.2664,76.2473,136.1858,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.6770,1.6573,0.0000,0.0000,3.6596,3.8195,0.0000,14.8862,7.7811,0.0000,3.4140,7.7811,74.0000,51.8314,0.0000,0.0000,0.0000,43.7880,0.0000,11.9746
21,21,3.2595,10.8576,69.8152,146.5467,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.6209,1.7971,0.0000,0.0000,3.6093,4.1314,0.0000,15.5413,8.2356,0.0000,3.5958,8.2356,74.0000,51.8314,0.0000,0.0000,0.0000,43.8442,0.0000,11.9550
22,22,2.1907,8.7443,63.1195,155.9886,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.5415,1.9371,0.0000,0.0000,3.6059,4.3404,0.0000,16.2173,8.6985,0.0000,3.7533,8.6985,74.0000,51.8314,0.0000,0.0000,0.0000,43.9102,0.0000,11.8954
23,23,1.5717,6.8404,56.7181,164.6404,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.4713,2.0136,0.0000,0.0000,3.5324,4.5212,0.0000,16.8892,9.1120,0.0000,3.8974,9.1120,74.0000,51.8314,0.0000,0.0000,0.0000,43.9491,0.0000,11.8388
24,24,1.2901,5.1656,50.5778,172.6799,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.3919,2.0283,0.0000,0.0000,3.3420,4.6758,0.0000,17.6051,9.4602,0.0000,4.0475,9.4602,74.0000,51.8314,0.0000,0.0000,0.0000,43.9746,0.0000,11.7416
25,25,1.0824,3.9104,44.8346,180.0986,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.3133,1.9973,0.0000,0.0000,3.1522,4.5964,0.0000,18.3504,9.7720,0.0000,4.1798,9.7720,74.0000,51.8314,0.0000,0.0000,0.0000,43.9908,0.0000,11.6135
26,26,0.9317,2.9803,39.6363,186.6906,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.2476,1.9514,0.0000,0.0000,2.9938,4.4119,0.0000,19.0315,10.0553,0.0000,4.2985,10.0553,74.0000,51.8314,0.0000,0.0000,0.0000,44.0006,0.0000,11.3945
27,27,0.9193,2.1985,34.9114,192.6293,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.1583,1.8542,0.0000,0.0000,2.7647,4.2519,0.0000,19.6945,10.3065,0.0000,4.4069,10.3065,74.0000,51.8314,0.0000,0.0000,0.0000,44.0133,0.0000,11.1544
28,28,0.8995,1.5660,30.6238,198.0778,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0470,1.7455,0.0000,0.0000,2.5086,4.0741,0.0000,20.3814,10.5116,0.0000,4.4785,10.5116,74.0000,51.8314,0.0000,0.0000,0.0000,44.0309,0.0000,10.8075
29,29,0.8503,1.2141,26.7482,202.9126,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9142,1.6671,0.0000,0.0000,2.2393,3.8695,0.0000,21.0599,10.6673,0.0000,4.5356,10.6673,74.0000,51.8314,0.0000,0.0000,0.0000,44.0404,0.0000,10.4131
30,30,0.7766,0.9552,23.2767,207.3619,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8173,1.5575,0.0000,0.0000,2.0142,3.5607,0.0000,21.8181,10.8179,0.0000,4.6015,10.8179,74.0000,51.8314,0.0000,0.0000,0.0000,44.0608,0.0000,9.9950
31,31,0.7254,0.7280,20.3109,211.2484,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7526,1.3987,0.0000,0.0000,1.8109,3.2260,0.0000,22.5363,10.9563,0.0000,4.6624,10.9563,74.0000,51.8314,0.0000,0.0000,0.0000,44.0787,0.0000,9.5752
32,32,0.6918,0.5676,17.6091,214.7703,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6966,1.2435,0.0000,0.0000,1.5898,2.9344,0.0000,23.2667,11.0554,0.0000,4.7322,11.0554,74.0000,51.8314,0.0000,0.0000,0.0000,44.0988,0.0000,8.9878
33,33,0.6569,0.4460,15.1487,217.9017,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6399,1.1004,0.0000,0.0000,1.4045,2.6842,0.0000,24.0094,11.1524,0.0000,4.7820,11.1524,74.0000,51.8314,0.0000,0.0000,0.0000,44.1091,0.0000,8.4191
34,34,0.6463,0.3251,13.1357,220.5975,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5631,0.9645,0.0000,0.0000,1.2542,2.4127,0.0000,24.6442,11.2535,0.0000,4.8211,11.2535,74.0000,51.8314,0.0000,0.0000,0.0000,44.1191,0.0000,7.8011
35,35,0.6293,0.2699,11.3477,222.9124,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5150,0.8643,0.0000,0.0000,1.0989,2.1521,0.0000,25.3484,11.3099,0.0000,4.8620,11.3099,74.0000,51.8314,0.0000,0.0000,0.0000,44.1347,0.0000,7.1600
36,36,0.6034,0.2279,9.8385,224.9645,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4386,0.7896,0.0000,0.0000,0.9672,1.8837,0.0000,26.0955,11.3805,0.0000,4.8788,11.3805,74.0000,51.8314,0.0000,0.0000,0.0000,44.1490,0.0000,6.5706
37,37,0.5865,0.1732,8.4925,226.7846,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4018,0.7008,0.0000,0.0000,0.8457,1.6515,0.0000,26.7850,11.4510,0.0000,4.9045,11.4510,74.0000,51.8314,0.0000,0.0000,0.0000,44.1564,0.0000,5.9726
38,38,0.5640,0.1456,7.3894,228.3291,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3481,0.6169,0.0000,0.0000,0.7375,1.4626,0.0000,27.5364,11.5073,0.0000,4.9209,11.5073,74.0000,51.8314,0.0000,0.0000,0.0000,44.1627,0.0000,5.4022
39,39,0.5517,0.1093,6.3913,229.6948,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2920,0.5437,0.0000,0.0000,0.6531,1.2890,0.0000,28.2854,11.5693,0.0000,4.9288,11.5693,74.0000,51.8314,0.0000,0.0000,0.0000,44.1725,0.0000,4.8659
40,40,0.5389,0.1019,5.5316,230.8901,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2464,0.4822,0.0000,0.0000,0.5582,1.1167,0.0000,28.9362,11.5980,0.0000,4.9454,11.5980,74.0000,51.8314,0.0000,0.0000,0.0000,44.1838,0.0000,4.3704
41,41,0.5344,0.0608,4.8303,231.9075,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2290,0.4001,0.0000,0.0000,0.4542,0.9893,0.0000,29.6764,11.6239,0.0000,4.9590,11.6239,74.0000,51.8314,0.0000,0.0000,0.0000,44.1881,0.0000,3.9177
42,42,0.5304,0.0608,4.1697,232.7846,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2017,0.3693,0.0000,0.0000,0.3877,0.8600,0.0000,30.3634,11.6425,0.0000,4.9738,11.6425,74.0000,51.8314,0.0000,0.0000,0.0000,44.1924,0.0000,3.4872
43,43,0.5281,0.0481,3.6434,233.4687,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1782,0.3370,0.0000,0.0000,0.3422,0.7754,0.0000,31.1022,11.6756,0.0000,4.9816,11.6756,74.0000,51.8314,0.0000,0.0000,0.0000,44.1944,0.0000,3.0829
44,44,0.5178,0.0530,3.1505,234.1366,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1538,0.3073,0.0000,0.0000,0.3010,0.6713,0.0000,31.7745,11.6913,0.0000,4.9961,11.6913,74.0000,51.8314,0.0000,0.0000,0.0000,44.2031,0.0000,2.7315
45,45,0.4986,0.0565,2.7734,234.6874,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1313,0.2730,0.0000,0.0000,0.2636,0.5838,0.0000,32.4708,11.7109,0.0000,5.0048,11.7109,74.0000,51.8314,0.0000,0.0000,0.0000,44.2176,0.0000,2.4143
46,46,0.4900,0.0474,2.4009,235.2036,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1130,0.2184,0.0000,0.0000,0.2347,0.5307,0.0000,33.2342,11.7334,0.0000,5.0070,11.7334,74.0000,51.8314,0.0000,0.0000,0.0000,44.2263,0.0000,2.1202
