,day,infected,type,type_pretty
0,0.0,0.0,Infected,0%
1,1.0,0.0,Infected,0%
2,2.0,0.0404,Infected,0%
3,3.0,0.2222,Infected,0%
4,4.0,0.5859,Infected,0%
5,5.0,1.0606,Infected,0%
6,6.0,1.7273,Infected,0%
7,7.0,2.2424,Infected,0%
8,8.0,2.5555,Infected,0%
9,9.0,3.3838,Infected,0%
10,10.0,4.999900000000001,Infected,0%
11,11.0,7.080800000000001,Infected,0%
12,12.0,9.9999,Infected,0%
13,13.0,13.2727,Infected,0%
14,14.0,14.798,Infected,0%
15,15.0,15.1312,Infected,0%
16,16.0,17.515100000000004,Infected,0%
17,17.0,20.4344,Infected,0%
18,18.0,24.121299999999998,Infected,0%
19,19.0,28.5354,Infected,0%
20,20.0,34.030300000000004,Infected,0%
21,21.0,35.94950000000001,Infected,0%
22,22.0,35.9696,Infected,0%
23,23.0,37.77779999999999,Infected,0%
24,24.0,40.383799999999994,Infected,0%
25,25.0,44.2525,Infected,0%
26,26.0,47.606,Infected,0%
27,27.0,50.0,Infected,0%
28,28.0,50.5353,Infected,0%
29,29.0,48.333400000000005,Infected,0%
30,30.0,48.7271,Infected,0%
31,31.0,49.504999999999995,Infected,0%
32,32.0,50.171699999999994,Infected,0%
33,33.0,49.555499999999995,Infected,0%
34,34.0,49.1818,Infected,0%
35,35.0,47.070699999999995,Infected,0%
36,36.0,43.6767,Infected,0%
37,37.0,41.2929,Infected,0%
38,38.0,39.252599999999994,Infected,0%
39,39.0,37.2222,Infected,0%
40,40.0,34.4646,Infected,0%
41,41.0,33.1009,Infected,0%
42,42.0,30.848499999999998,Infected,0%
43,43.0,28.404000000000003,Infected,0%
44,44.0,26.070600000000002,Infected,0%
45,45.0,23.7374,Infected,0%
46,46.0,22.171699999999998,Infected,0%
47,47.0,20.4646,Infected,0%
48,48.0,19.171700000000005,Infected,0%
49,49.0,17.6969,Infected,0%
50,50.0,15.7374,Infected,0%
51,51.0,14.393899999999999,Infected,0%
52,52.0,13.4747,Infected,0%
53,53.0,12.5454,Infected,0%
54,54.0,11.838299999999998,Infected,0%
55,55.0,11.0605,Infected,0%
56,56.0,10.040400000000002,Infected,0%
57,57.0,9.2424,Infected,0%
58,58.0,8.515100000000002,Infected,0%
59,59.0,7.9999,Infected,0%
60,60.0,7.474700000000001,Infected,0%
61,0.0,0.0,Infected,10%
62,1.0,0.0,Infected,10%
63,2.0,0.0909,Infected,10%
64,3.0,0.2828,Infected,10%
65,4.0,0.6667,Infected,10%
66,5.0,1.0606,Infected,10%
67,6.0,1.7475,Infected,10%
68,7.0,2.0404,Infected,10%
69,8.0,2.4444,Infected,10%
70,9.0,3.1818,Infected,10%
71,10.0,4.464700000000001,Infected,10%
72,11.0,6.3434,Infected,10%
73,12.0,8.5555,Infected,10%
74,13.0,10.595900000000002,Infected,10%
75,14.0,11.595999999999998,Infected,10%
76,15.0,11.636300000000002,Infected,10%
77,16.0,13.040400000000002,Infected,10%
78,17.0,15.5656,Infected,10%
79,18.0,17.666600000000003,Infected,10%
80,19.0,20.646500000000003,Infected,10%
81,20.0,23.7172,Infected,10%
82,21.0,24.7475,Infected,10%
83,22.0,24.7374,Infected,10%
84,23.0,25.575699999999998,Infected,10%
85,24.0,27.686799999999998,Infected,10%
86,25.0,29.6868,Infected,10%
87,26.0,31.7676,Infected,10%
88,27.0,33.6667,Infected,10%
89,28.0,33.413999999999994,Infected,10%
90,29.0,32.0101,Infected,10%
91,30.0,32.2626,Infected,10%
92,31.0,32.8485,Infected,10%
93,32.0,34.131299999999996,Infected,10%
94,33.0,34.6262,Infected,10%
95,34.0,35.5354,Infected,10%
96,35.0,34.98989999999999,Infected,10%
97,36.0,32.717099999999995,Infected,10%
98,37.0,31.6565,Infected,10%
99,38.0,31.0908,Infected,10%
100,39.0,30.9596,Infected,10%
101,40.0,30.697,Infected,10%
102,41.0,30.7777,Infected,10%
103,42.0,29.737299999999998,Infected,10%
104,43.0,27.848399999999998,Infected,10%
105,44.0,26.4949,Infected,10%
106,45.0,25.969700000000003,Infected,10%
107,46.0,25.3434,Infected,10%
108,47.0,24.747400000000003,Infected,10%
109,48.0,24.1414,Infected,10%
110,49.0,22.828300000000002,Infected,10%
111,50.0,20.697,Infected,10%
112,51.0,19.2727,Infected,10%
113,52.0,18.2525,Infected,10%
114,53.0,17.616200000000003,Infected,10%
115,54.0,16.3738,Infected,10%
116,55.0,16.0506,Infected,10%
117,56.0,15.212100000000001,Infected,10%
118,57.0,14.202,Infected,10%
119,58.0,12.979899999999999,Infected,10%
120,59.0,12.4242,Infected,10%
121,60.0,11.858600000000001,Infected,10%
122,0.0,0.0,Infected,40%
123,1.0,0.0,Infected,40%
124,2.0,0.0505,Infected,40%
125,3.0,0.1919,Infected,40%
126,4.0,0.2828,Infected,40%
127,5.0,0.4747,Infected,40%
128,6.0,0.7475,Infected,40%
129,7.0,0.899,Infected,40%
130,8.0,1.1212,Infected,40%
131,9.0,1.6061,Infected,40%
132,10.0,2.2424,Infected,40%
133,11.0,2.8283,Infected,40%
134,12.0,3.5555,Infected,40%
135,13.0,4.212100000000001,Infected,40%
136,14.0,4.5656,Infected,40%
137,15.0,4.5555,Infected,40%
138,16.0,5.0707,Infected,40%
139,17.0,5.5051,Infected,40%
140,18.0,6.181800000000001,Infected,40%
141,19.0,6.9393,Infected,40%
142,20.0,7.959500000000001,Infected,40%
143,21.0,8.1514,Infected,40%
144,22.0,8.131200000000002,Infected,40%
