,day,susceptible,exposed,infected,removed,susceptible-in-quarantine,exposed-in-quarantine,infected-in-quarantine,removed-in-quarantine,susceptible-in-quarantine-external-1,exposed-in-quarantine-external-1,infected-in-quarantine-external-1,removed-in-quarantine-external-1,susceptible-in-quarantine-external-2,exposed-in-quarantine-external-2,infected-in-quarantine-external-2,removed-in-quarantine-external-2,num-of-screened-students,num-of-screened-students-external-1,num-of-screened-students-external-2,num-of-positive-students,num-of-positive-students-external-1,num-of-positive-students-external-2,num-vaccinated-susceptible,num-vaccinated-exposed,num-vaccinated-infected,num-vaccinated-removed,num-vaccinated-susceptible-in-quarantine,num-vaccinated-exposed-in-quarantine,num-vaccinated-infected-in-quarantine,num-vaccinated-removed-in-quarantine,num-vaccinated-susceptible-in-quarantine-external-1,num-vaccinated-exposed-in-quarantine-external-1,num-vaccinated-infected-in-quarantine-external-1,num-vaccinated-removed-in-quarantine-external-1,num-vaccinated-susceptible-in-quarantine-external-2,num-vaccinated-exposed-in-quarantine-external-2,num-vaccinated-infected-in-quarantine-external-2,num-vaccinated-removed-in-quarantine-external-2,num-infected-outside,num-of-classroom-in-quarantine,classroom-with-at-least-one-infected
0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,1,0.2315,0.2315,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7032,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2315,0.0000,0.0000
2,2,0.6891,0.5042,0.0623,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010,0.0000,0.0000,0.0000,0.0010,0.0000,0.7094,1.5109,0.0010,0.0000,0.0010,0.0010,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4485,0.0000,0.0640
3,3,2.5770,0.8117,0.1533,0.0079,0.6790,0.0199,0.0900,0.0000,0.0000,0.0000,0.0000,0.0010,0.0000,0.0000,0.0030,0.0000,12.9310,2.2232,0.0030,0.0852,0.0010,0.0030,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7333,0.0030,0.1827
4,4,4.5336,1.4566,0.3879,0.0270,0.6790,0.0129,0.0743,0.0108,0.0000,0.0000,0.0000,0.0010,0.2880,0.0010,0.0078,0.0000,14.2089,3.0239,0.0078,0.0861,0.0010,0.0078,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0066,0.0040,0.3230
5,5,7.3272,2.5347,0.7593,0.0911,0.6790,0.0129,0.0638,0.0215,0.0000,0.0000,0.0020,0.0010,0.2880,0.0000,0.0147,0.0010,16.9938,3.8038,0.0127,0.0933,0.0030,0.0127,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.2612,0.0040,0.4539
6,6,7.5409,1.7497,1.6203,0.1942,0.6790,0.0050,0.0768,0.0301,0.0000,0.0000,0.0050,0.0010,0.2880,0.0000,0.0204,0.0020,20.1264,4.6119,0.0194,0.0967,0.0059,0.0194,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.4864,0.0040,0.6346
7,7,9.1499,1.3622,1.9812,0.3565,1.4100,0.0070,0.0715,0.0427,0.2455,0.0000,0.0068,0.0030,0.2880,0.0000,0.0308,0.0020,25.5756,5.2750,0.0297,0.1143,0.0069,0.0297,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.6660,0.0079,0.8152
8,8,20.4045,3.5705,2.3232,0.6018,4.1331,0.0273,0.0933,0.0744,0.2455,0.0000,0.0107,0.0039,0.2880,0.0000,0.0354,0.0069,76.1360,5.9777,0.0389,0.1772,0.0117,0.0389,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.9381,0.0185,0.9474
9,9,31.3817,6.7383,3.4936,0.9016,4.8348,0.0463,0.1269,0.1108,0.2455,0.0000,0.0126,0.0039,0.2880,0.0000,0.0361,0.0136,85.6119,6.6310,0.0497,0.2114,0.0136,0.0497,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.2046,0.0222,1.0508
10,10,100.4435,6.2898,2.0835,1.0763,39.9402,1.1445,3.6556,0.3671,0.2455,0.0000,0.0155,0.0049,0.2880,0.0000,0.0507,0.0192,171.9752,7.3946,0.0709,2.7040,0.0175,0.0709,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.4296,0.2037,1.1922
11,11,115.7347,8.5143,3.9848,1.3201,42.9602,0.7425,4.0077,0.7605,0.2455,0.0000,0.0174,0.0069,0.8346,0.0010,0.0596,0.0267,187.2384,8.1379,0.0898,2.8808,0.0213,0.0898,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.6245,0.2242,1.4350
