,day,susceptible,exposed,infected,removed,susceptible-in-quarantine,exposed-in-quarantine,infected-in-quarantine,removed-in-quarantine,susceptible-in-quarantine-external-1,exposed-in-quarantine-external-1,infected-in-quarantine-external-1,removed-in-quarantine-external-1,susceptible-in-quarantine-external-2,exposed-in-quarantine-external-2,infected-in-quarantine-external-2,removed-in-quarantine-external-2,num-of-screened-students,num-of-screened-students-external-1,num-of-screened-students-external-2,num-of-positive-students,num-of-positive-students-external-1,num-of-positive-students-external-2,num-vaccinated-susceptible,num-vaccinated-exposed,num-vaccinated-infected,num-vaccinated-removed,num-vaccinated-susceptible-in-quarantine,num-vaccinated-exposed-in-quarantine,num-vaccinated-infected-in-quarantine,num-vaccinated-removed-in-quarantine,num-vaccinated-susceptible-in-quarantine-external-1,num-vaccinated-exposed-in-quarantine-external-1,num-vaccinated-infected-in-quarantine-external-1,num-vaccinated-removed-in-quarantine-external-1,num-vaccinated-susceptible-in-quarantine-external-2,num-vaccinated-exposed-in-quarantine-external-2,num-vaccinated-infected-in-quarantine-external-2,num-vaccinated-removed-in-quarantine-external-2,num-infected-outside,num-of-classroom-in-quarantine,classroom-with-at-least-one-infected
0,0,240.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,1,239.7309,0.2094,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6267,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2094,0.0000,0.0000
2,2,239.4030,0.4345,0.0496,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0009,0.0000,0.0000,0.0000,-0.0010,0.0000,-0.0142,1.3843,-0.0010,0.0000,-0.0009,-0.0010,0.0000,0.0000,0.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4430,0.0000,0.0514
3,3,238.9135,0.6569,0.1219,0.0025,-0.0060,-0.0027,0.0465,0.0000,0.0000,0.0000,0.0000,-0.0009,0.0000,0.0000,-0.0004,0.0000,60.6480,2.0868,-0.0004,0.0460,-0.0009,-0.0004,0.0000,0.0000,0.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7147,-0.0004,0.1677
4,4,238.3345,0.9632,0.2867,0.0158,-0.0060,-0.0020,0.0392,0.0046,0.0000,0.0000,0.0000,-0.0009,-0.0162,-0.0010,0.0025,0.0000,60.7133,2.7561,0.0025,0.0469,-0.0009,0.0025,0.0000,0.0000,0.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9658,0.0001,0.3041
5,5,237.6000,1.3598,0.4795,0.0664,-0.0060,-0.0020,0.0354,0.0109,0.0000,0.0000,-0.0008,-0.0009,-0.0162,0.0000,0.0055,-0.0009,60.8246,3.4557,0.0060,0.0501,-0.0004,0.0060,0.0000,0.0000,0.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.2267,0.0001,0.4367
6,6,237.3433,1.1883,0.7980,0.1429,-0.0060,-0.0014,0.0349,0.0143,0.0000,0.0000,0.0006,-0.0009,-0.0162,0.0000,0.0102,-0.0008,60.9922,4.1692,0.0114,0.0538,0.0012,0.0114,0.0000,0.0000,0.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.4750,0.0001,0.6143
7,7,237.0558,1.0398,1.0149,0.2503,0.0185,-0.0002,0.0385,0.0192,-0.0147,0.0000,-0.0001,-0.0004,-0.0162,0.0000,0.0172,-0.0008,61.1660,4.8526,0.0184,0.0611,0.0019,0.0184,0.0000,0.0000,0.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.6778,0.0025,0.7849
8,8,235.5378,1.8779,1.1938,0.3723,0.1413,0.0058,0.0431,0.0301,-0.0147,0.0000,0.0026,0.0001,-0.0162,0.0000,0.0214,0.0019,62.2079,5.5752,0.0268,0.0750,0.0053,0.0268,0.0000,0.0000,0.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.9287,0.0106,0.9497
9,9,233.9531,2.7250,1.5478,0.5207,0.1850,0.0067,0.0450,0.0434,-0.0147,0.0000,0.0040,0.0001,-0.0162,0.0000,0.0243,0.0068,62.4786,6.3139,0.0352,0.0866,0.0068,0.0352,0.0000,0.0000,0.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.1642,0.0138,1.1136
10,10,230.1986,2.6163,1.0206,0.6154,2.3330,0.3141,1.0657,0.1697,-0.0147,0.0000,0.0063,0.0007,-0.0162,0.0000,0.0361,0.0114,128.7518,7.0226,0.0526,1.0052,0.0098,0.0526,0.0000,0.0000,0.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.4179,0.1752,1.2707
11,11,228.6305,3.0594,1.5990,0.7406,2.4937,0.2389,1.0531,0.3253,-0.0147,0.0000,0.0078,0.0019,-0.0056,-0.0009,0.0449,0.0179,129.2650,7.7281,0.0685,1.0399,0.0130,0.0685,0.0000,0.0000,0.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.6453,0.1889,1.4793
