,day,final_infected,type_pretty
60,60,287,0%
121,60,282,0%
182,60,283,0%
243,60,285,0%
304,60,284,0%
365,60,281,0%
426,60,282,0%
487,60,287,0%
548,60,286,0%
609,60,283,0%
670,60,285,0%
731,60,286,0%
792,60,284,0%
853,60,283,0%
914,60,284,0%
975,60,284,0%
1036,60,284,0%
1097,60,286,0%
1158,60,284,0%
1219,60,287,0%
1280,60,285,0%
1341,60,284,0%
1402,60,288,0%
1463,60,284,0%
1524,60,284,0%
1585,60,285,0%
1646,60,286,0%
1707,60,288,0%
1768,60,282,0%
1829,60,287,0%
1890,60,285,0%
1951,60,287,0%
2012,60,287,0%
2073,60,285,0%
2134,60,283,0%
2195,60,283,0%
2256,60,283,0%
2317,60,282,0%
2378,60,286,0%
2439,60,285,0%
2500,60,286,0%
2561,60,282,0%
2622,60,282,0%
2683,60,284,0%
2744,60,279,0%
2805,60,284,0%
2866,60,284,0%
2927,60,284,0%
2988,60,284,0%
3049,60,285,0%
3110,60,282,0%
3171,60,286,0%
3232,60,286,0%
3293,60,285,0%
3354,60,286,0%
3415,60,284,0%
3476,60,286,0%
3537,60,284,0%
3598,60,284,0%
3659,60,281,0%
3720,60,287,0%
3781,60,285,0%
3842,60,284,0%
3903,60,288,0%
3964,60,283,0%
4025,60,288,0%
4086,60,286,0%
4147,60,283,0%
4208,60,286,0%
4269,60,287,0%
4330,60,284,0%
4391,60,284,0%
4452,60,284,0%
4513,60,285,0%
4574,60,284,0%
4635,60,283,0%
4696,60,287,0%
4757,60,283,0%
4818,60,285,0%
4879,60,283,0%
4940,60,287,0%
5001,60,287,0%
5062,60,283,0%
5123,60,285,0%
5184,60,283,0%
5245,60,285,0%
5306,60,285,0%
5367,60,285,0%
5428,60,284,0%
5489,60,282,0%
5550,60,283,0%
5611,60,282,0%
5672,60,284,0%
5733,60,289,0%
5794,60,283,0%
5855,60,283,0%
5916,60,286,0%
5977,60,280,0%
6038,60,284,0%
6099,60,284,0%
6160,60,286,0%
6221,60,284,0%
6282,60,284,0%
6343,60,286,0%
6404,60,282,0%
6465,60,282,0%
6526,60,286,0%
6587,60,285,0%
6648,60,284,0%
6709,60,283,0%
6770,60,285,0%
6831,60,288,0%
6892,60,286,0%
6953,60,285,0%
7014,60,285,0%
7075,60,286,0%
7136,60,282,0%
7197,60,288,0%
7258,60,284,0%
7319,60,283,0%
7380,60,282,0%
7441,60,288,0%
7502,60,286,0%
7563,60,287,0%
7624,60,283,0%
7685,60,287,0%
7746,60,287,0%
7807,60,286,0%
