,day,susceptible,exposed,infected,removed,susceptible-in-quarantine,exposed-in-quarantine,infected-in-quarantine,removed-in-quarantine,susceptible-in-quarantine-external-1,exposed-in-quarantine-external-1,infected-in-quarantine-external-1,removed-in-quarantine-external-1,susceptible-in-quarantine-external-2,exposed-in-quarantine-external-2,infected-in-quarantine-external-2,removed-in-quarantine-external-2,num-of-screened-agents,num-of-screened-agents-external-1,num-of-screened-agents-external-2,num-of-positive-agents,num-of-positive-agents-external-1,num-of-positive-agents-external-2,num-vaccinated-susceptible,num-vaccinated-exposed,num-vaccinated-infected,num-vaccinated-removed,num-vaccinated-susceptible-in-quarantine,num-vaccinated-exposed-in-quarantine,num-vaccinated-infected-in-quarantine,num-vaccinated-removed-in-quarantine,num-vaccinated-susceptible-in-quarantine-external-1,num-vaccinated-exposed-in-quarantine-external-1,num-vaccinated-infected-in-quarantine-external-1,num-vaccinated-removed-in-quarantine-external-1,num-vaccinated-susceptible-in-quarantine-external-2,num-vaccinated-exposed-in-quarantine-external-2,num-vaccinated-infected-in-quarantine-external-2,num-vaccinated-removed-in-quarantine-external-2,num-infected-outside,num-of-classroom-in-quarantine,classroom-with-at-least-one-infected
0,0,240.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,1,239.8519,0.3166,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9061,0.0000,0.0000,0.0000,0.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3166,0.0000,0.0000
2,2,239.6223,0.6495,0.0781,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.5374,0.0000,0.0000,0.0000,0.0000,50.0058,0.0463,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5971,0.0000,0.0781
3,3,239.1966,1.1840,0.2952,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.4117,0.0000,0.0000,0.0000,0.0000,49.9909,0.0919,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8894,0.0000,0.2427
4,4,238.4302,2.3149,0.5467,0.0602,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.3232,0.0000,0.0000,0.0000,0.0000,49.9702,0.1392,0.0295,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.2153,0.0000,0.3946
5,5,237.0711,3.6543,1.1779,0.1313,0.2357,0.2062,0.1179,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0295,0.0000,0.5598,4.0015,0.0295,0.1179,0.0000,0.0295,49.9340,0.1995,0.0295,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.4167,0.0295,0.6239
6,6,236.8359,2.8398,1.8533,0.3844,0.4008,0.2129,0.1846,0.0461,0.0000,0.0000,0.0231,0.0000,0.0000,0.0000,0.0295,0.0000,0.8234,4.8204,0.0295,0.1568,0.0231,0.0295,49.8867,0.2233,0.0782,0.0295,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.6620,0.0433,0.8083
7,7,236.7105,2.0716,2.4634,0.6826,0.4008,0.1568,0.2285,0.0692,0.0000,0.0000,0.0231,0.0000,0.0000,0.0000,0.0474,0.0000,1.1430,5.5777,0.0474,0.1568,0.0231,0.0474,49.8585,0.2345,0.1377,0.0295,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.8643,0.0433,1.0692
8,8,233.9736,4.9584,2.7882,0.7703,0.9479,0.1842,0.4619,0.1954,0.0000,0.0000,0.0289,0.0231,0.0000,0.0000,0.0902,0.0000,2.2670,6.3349,0.0902,0.4026,0.0429,0.0902,49.8214,0.2011,0.1879,0.0626,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0301,0.0900,1.2232
9,9,230.9576,7.6442,3.7674,1.1788,1.0419,0.3432,0.6242,0.3586,0.0000,0.0000,0.0289,0.0231,0.0000,0.0000,0.1043,0.0293,2.7661,7.1609,0.1180,0.5989,0.0429,0.1180,49.8001,0.2346,0.2000,0.0626,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.2771,0.1178,1.5057
10,10,227.0602,10.3115,4.9806,1.6122,1.8647,0.4139,0.8991,0.4851,0.0000,0.0000,0.0289,0.0231,0.0000,0.0000,0.1192,0.0903,3.9430,7.8791,0.1819,0.9001,0.0429,0.1819,49.7185,0.3076,0.2013,0.1173,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.5287,0.1818,1.6591
