day	seedRun	susceptible	exposed	infected	removed	susceptible-in-quarantine	exposed-in-quarantine	infected-in-quarantine	removed-in-quarantine	susceptible-in-quarantine-external-1	exposed-in-quarantine-external-1	infected-in-quarantine-external-1	removed-in-quarantine-external-1	susceptible-in-quarantine-external-2	exposed-in-quarantine-external-2	infected-in-quarantine-external-2	removed-in-quarantine-external-2	num-of-screened-agents	num-of-screened-agents-external-1	num-of-screened-agents-external-2	num-of-positive-agents	num-of-positive-agents-external-1	num-of-positive-agents-external-2	num-vaccinated	num-immunized	num-immunized-in-quarantine	num-immunized-in-quarantine-external-1	num-immunized-in-quarantine-external-2	num-infected-outside	classroom-in-quarantine	num-of-classroom-in-quarantine	classroom-with-at-least-one-infected
0	123456993	244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	46	0	0	0	0	[]	0	0
1	123456993	244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	1	0	0	0	0	74	46	0	0	0	0	[]	0	0
2	123456993	244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	2	0	0	0	0	74	46	0	0	0	0	[]	0	0
3	123456993	244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	3	0	0	0	0	74	46	0	0	0	0	[]	0	0
4	123456993	244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	6	0	0	0	0	74	46	0	0	0	0	[]	0	0
5	123456993	243	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	9	0	0	0	0	74	46	0	0	0	1	[]	0	0
6	123456993	243	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	9	0	0	0	0	74	46	0	0	0	1	[]	0	0
7	123456993	243	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	60	9	0	0	0	0	74	46	0	0	0	1	[]	0	1
8	123456993	243	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	139	10	0	1	0	0	74	46	0	0	0	1	[]	0	1
9	123456993	243	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	139	11	0	1	0	0	74	46	0	0	0	1	[]	0	1
10	123456993	243	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	139	14	0	1	0	0	74	46	0	0	0	1	[]	0	1
11	123456993	243	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	139	15	0	1	0	0	74	46	0	0	0	1	[]	0	1
12	123456993	243	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	139	16	0	1	0	0	74	46	0	0	0	1	[]	0	1
13	123456993	242	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	158	18	0	1	0	0	74	46	0	0	0	2	[]	0	1
14	123456993	242	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	158	22	0	1	0	0	74	46	0	0	0	2	[]	0	0
15	123456993	233	9	1	0	0	0	0	1	0	0	0	0	0	0	0	0	217	23	0	1	0	0	74	46	0	0	0	2	[]	0	1
16	123456993	233	9	0	1	0	0	0	1	0	0	0	0	0	0	0	0	217	26	0	1	0	0	74	46	0	0	0	2	[]	0	0
17	123456993	229	12	1	1	0	0	0	1	0	0	0	0	0	0	0	0	217	28	0	1	0	0	74	46	0	0	0	2	[]	0	1
18	123456993	222	16	4	2	0	0	0	0	0	0	0	0	0	0	0	0	217	29	0	1	0	0	74	46	0	0	0	2	[]	0	1
19	123456993	216	19	7	2	0	0	0	0	0	0	0	0	0	0	0	0	217	31	0	1	0	0	74	46	0	0	0	2	[]	0	1
20	123456993	216	11	13	4	0	0	0	0	0	0	0	0	0	0	0	0	217	34	0	1	0	0	74	46	0	0	0	2	[]	0	3
