day	seedRun	susceptible	exposed	infected	removed	susceptible-in-quarantine	exposed-in-quarantine	infected-in-quarantine	removed-in-quarantine	susceptible-in-quarantine-external-1	exposed-in-quarantine-external-1	infected-in-quarantine-external-1	removed-in-quarantine-external-1	susceptible-in-quarantine-external-2	exposed-in-quarantine-external-2	infected-in-quarantine-external-2	removed-in-quarantine-external-2	num-of-screened-agents	num-of-screened-agents-external-1	num-of-screened-agents-external-2	num-of-positive-agents	num-of-positive-agents-external-1	num-of-positive-agents-external-2	num-vaccinated	num-immunized	num-immunized-in-quarantine	num-immunized-in-quarantine-external-1	num-immunized-in-quarantine-external-2	num-infected-outside	classroom-in-quarantine	num-of-classroom-in-quarantine	classroom-with-at-least-one-infected
0	123456992	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	50	0	0	0	0	[]	0	0
1	123456992	227	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	50	50	0	0	0	13	[]	0	0
2	123456992	206	27	6	0	0	0	0	0	0	0	0	0	0	0	1	0	79	1	1	0	0	1	50	50	0	0	0	26	[]	0	6
3	123456992	172	51	16	0	0	0	0	0	0	0	0	0	0	0	1	0	79	1	1	0	0	1	50	50	0	0	0	38	[]	0	9
4	123456992	136	72	30	1	0	0	0	0	0	0	0	0	0	0	1	0	79	3	1	0	0	1	50	50	0	0	0	50	[]	0	10
5	123456992	92	90	34	3	3	6	6	4	0	0	0	0	0	0	2	0	98	3	2	6	0	2	50	50	0	0	0	56	[3B]	1	12
6	123456992	90	69	57	3	3	6	5	5	0	0	0	0	0	0	2	0	98	3	2	6	0	2	50	50	0	0	0	58	[3B]	1	12
7	123456992	52	33	49	6	40	24	22	9	0	0	2	0	0	0	3	0	174	5	3	23	2	3	50	50	0	0	0	59	[3B 1A 2C 2A 2D]	5	12
8	123456992	4	7	5	4	83	34	80	18	0	0	2	0	0	0	3	0	247	5	3	48	2	3	50	50	0	0	0	62	[3B 1A 2C 2A 2D 1B 1D 2B 3A 3C 3D]	11	12
9	123456992	2	7	7	4	83	19	82	31	0	0	2	0	0	0	3	0	247	5	3	48	2	3	50	50	0	0	0	62	[3B 1A 2C 2A 2D 1B 1D 2B 3A 3C 3D]	11	12
