,day,infected,type,type_pretty
0,0.0,0.0,Infected,0%
1,1.0,0.0,Infected,0%
2,2.0,1.3647,Infected,0%
3,3.0,4.0121,Infected,0%
4,4.0,8.6413,Infected,0%
5,5.0,16.1723,Infected,0%
6,6.0,26.1863,Infected,0%
7,7.0,32.5331,Infected,0%
8,8.0,35.9679,Infected,0%
9,9.0,40.615199999999994,Infected,0%
10,10.0,46.0981,Infected,0%
11,11.0,51.974,Infected,0%
12,12.0,58.010000000000005,Infected,0%
13,13.0,62.304500000000004,Infected,0%
14,14.0,63.1904,Infected,0%
15,15.0,61.6293,Infected,0%
16,16.0,58.947900000000004,Infected,0%
17,17.0,55.3247,Infected,0%
18,18.0,51.483,Infected,0%
19,19.0,47.5872,Infected,0%
20,20.0,43.2526,Infected,0%
21,21.0,38.78959999999999,Infected,0%
22,22.0,29.2626,Infected,0%
23,23.0,26.3928,Infected,0%
24,24.0,24.0321,Infected,0%
25,25.0,22.104199999999995,Infected,0%
26,26.0,20.5612,Infected,0%
27,27.0,18.8437,Infected,0%
28,28.0,17.7696,Infected,0%
29,29.0,11.2867,Infected,0%
30,30.0,12.1122,Infected,0%
31,31.0,13.4629,Infected,0%
32,32.0,14.983999999999998,Infected,0%
33,33.0,16.6051,Infected,0%
34,34.0,18.328699999999998,Infected,0%
35,35.0,18.6552,Infected,0%
36,36.0,17.8658,Infected,0%
37,37.0,18.1523,Infected,0%
38,38.0,18.044,Infected,0%
39,39.0,18.2706,Infected,0%
40,40.0,18.4509,Infected,0%
41,41.0,18.535,Infected,0%
42,42.0,17.957800000000002,Infected,0%
43,43.0,16.250600000000002,Infected,0%
44,44.0,15.607199999999999,Infected,0%
45,45.0,14.979900000000002,Infected,0%
46,46.0,14.3566,Infected,0%
47,47.0,14.0,Infected,0%
48,48.0,13.270499999999998,Infected,0%
49,49.0,12.6352,Infected,0%
50,50.0,10.2926,Infected,0%
51,51.0,9.9498,Infected,0%
52,52.0,9.5091,Infected,0%
53,53.0,9.4127,Infected,0%
54,54.0,9.3047,Infected,0%
55,55.0,9.078199999999999,Infected,0%
56,56.0,8.761600000000001,Infected,0%
57,57.0,7.418799999999999,Infected,0%
58,58.0,7.3126999999999995,Infected,0%
59,59.0,7.1463,Infected,0%
60,60.0,7.0280000000000005,Infected,0%
61,0.0,0.0,Infected,10%
62,1.0,0.0,Infected,10%
63,2.0,1.2785,Infected,10%
64,3.0,3.7855,Infected,10%
65,4.0,7.8838,Infected,10%
66,5.0,14.0281,Infected,10%
67,6.0,22.4628,Infected,10%
68,7.0,27.6453,Infected,10%
69,8.0,30.667400000000004,Infected,10%
70,9.0,34.986,Infected,10%
71,10.0,39.8938,Infected,10%
72,11.0,45.4349,Infected,10%
73,12.0,50.9298,Infected,10%
74,13.0,55.6492,Infected,10%
75,14.0,56.9359,Infected,10%
76,15.0,55.751599999999996,Infected,10%
77,16.0,53.3527,Infected,10%
78,17.0,50.6212,Infected,10%
79,18.0,47.8738,Infected,10%
80,19.0,44.8237,Infected,10%
81,20.0,41.787499999999994,Infected,10%
82,21.0,38.0742,Infected,10%
83,22.0,29.8837,Infected,10%
84,23.0,27.4869,Infected,10%
85,24.0,25.1302,Infected,10%
86,25.0,22.943900000000003,Infected,10%
87,26.0,21.080199999999998,Infected,10%
88,27.0,18.9679,Infected,10%
89,28.0,17.7355,Infected,10%
90,29.0,10.957899999999999,Infected,10%
91,30.0,11.481000000000002,Infected,10%
92,31.0,12.4629,Infected,10%
93,32.0,13.5591,Infected,10%
94,33.0,14.777600000000001,Infected,10%
95,34.0,15.8978,Infected,10%
96,35.0,16.1823,Infected,10%
97,36.0,14.978000000000002,Infected,10%
98,37.0,15.1884,Infected,10%
99,38.0,15.4448,Infected,10%
100,39.0,15.477,Infected,10%
101,40.0,15.571100000000001,Infected,10%
102,41.0,15.547,Infected,10%
103,42.0,15.062100000000001,Infected,10%
104,43.0,13.6973,Infected,10%
105,44.0,13.3246,Infected,10%
106,45.0,12.9439,Infected,10%
107,46.0,12.6273,Infected,10%
108,47.0,12.2144,Infected,10%
109,48.0,11.7435,Infected,10%
110,49.0,11.220400000000001,Infected,10%
111,50.0,9.2003,Infected,10%
112,51.0,8.7634,Infected,10%
113,52.0,8.6233,Infected,10%
114,53.0,8.4449,Infected,10%
115,54.0,8.3047,Infected,10%
116,55.0,8.0581,Infected,10%
117,56.0,7.7495,Infected,10%
118,57.0,6.6954,Infected,10%
119,58.0,6.539200000000001,Infected,10%
120,59.0,6.3968,Infected,10%
121,60.0,6.3667,Infected,10%
122,0.0,0.0,Infected,40%
123,1.0,0.0,Infected,40%
124,2.0,0.8697,Infected,40%
125,3.0,2.4888999999999997,Infected,40%
126,4.0,4.771599999999999,Infected,40%
127,5.0,7.964,Infected,40%
128,6.0,11.891800000000002,Infected,40%
129,7.0,14.6754,Infected,40%
130,8.0,16.3125,Infected,40%
131,9.0,18.972,Infected,40%
132,10.0,22.3066,Infected,40%
133,11.0,25.6873,Infected,40%
134,12.0,29.1143,Infected,40%
135,13.0,32.5893,Infected,40%
136,14.0,33.8057,Infected,40%
137,15.0,33.7455,Infected,40%
138,16.0,33.232400000000005,Infected,40%
139,17.0,32.6332,Infected,40%
140,18.0,32.1884,Infected,40%
141,19.0,31.499099999999995,Infected,40%
142,20.0,30.6914,Infected,40%
143,21.0,29.035999999999998,Infected,40%
144,22.0,25.230500000000003,Infected,40%
145,23.0,23.450899999999997,Infected,40%
146,24.0,21.803700000000003,Infected,40%
