day	seedRun	susceptible	exposed	infected	removed	susceptible-in-quarantine	exposed-in-quarantine	infected-in-quarantine	removed-in-quarantine	susceptible-in-quarantine-external-1	exposed-in-quarantine-external-1	infected-in-quarantine-external-1	removed-in-quarantine-external-1	susceptible-in-quarantine-external-2	exposed-in-quarantine-external-2	infected-in-quarantine-external-2	removed-in-quarantine-external-2	num-of-screened-agents	num-of-screened-agents-external-1	num-of-screened-agents-external-2	num-of-positive-agents	num-of-positive-agents-external-1	num-of-positive-agents-external-2	num-vaccinated	num-immunized	num-immunized-in-quarantine	num-immunized-in-quarantine-external-1	num-immunized-in-quarantine-external-2	num-infected-outside	classroom-in-quarantine	num-of-classroom-in-quarantine	classroom-with-at-least-one-infected
0	123456928	266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	24	0	0	0	0	[]	0	0
1	123456928	255	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	50	24	0	0	0	11	[]	0	0
2	123456928	237	27	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	50	24	0	0	0	18	[]	0	2
3	123456928	180	78	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	50	24	0	0	0	31	[]	0	5
4	123456928	129	113	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	50	24	0	0	0	44	[]	0	7
5	123456928	68	139	54	3	0	0	0	0	0	0	0	0	0	0	2	0	0	12	2	0	0	2	50	24	0	0	0	51	[]	0	10
6	123456928	65	99	84	14	0	0	0	0	0	0	0	0	0	0	4	0	0	12	4	0	0	4	50	24	0	0	0	54	[]	0	12
7	123456928	63	64	113	19	0	0	0	0	0	0	1	0	0	0	5	1	0	13	6	0	1	6	50	24	0	0	0	56	[]	0	12
8	123456928	45	65	106	37	0	0	0	0	0	0	1	1	0	0	9	2	0	14	11	0	2	11	50	24	0	0	0	59	[]	0	12
9	123456928	36	58	100	56	0	0	0	0	0	0	1	2	0	0	8	5	0	18	13	0	3	13	50	24	0	0	0	62	[]	0	12
10	123456928	31	41	111	66	0	0	0	0	0	0	1	2	0	0	9	5	0	18	14	0	3	14	50	24	0	0	0	64	[]	0	12
11	123456928	22	38	102	83	0	0	0	0	0	0	3	2	0	0	11	5	0	20	16	0	5	16	50	24	0	0	0	66	[]	0	12
12	123456928	17	35	88	99	0	0	0	0	0	0	2	3	0	0	14	8	0	20	22	0	5	22	50	24	0	0	0	67	[]	0	12
13	123456928	16	24	88	108	0	0	0	0	0	0	1	4	0	0	16	9	0	20	25	0	5	25	50	24	0	0	0	68	[]	0	12
14	123456928	14	22	80	118	0	0	0	0	0	0	0	5	0	0	17	10	0	20	27	0	5	27	50	24	0	0	0	70	[]	0	12
15	123456928	12	18	69	132	0	0	0	0	0	0	2	5	0	0	18	10	0	25	30	0	7	30	50	24	0	0	0	72	[]	0	12
16	123456928	7	15	65	143	0	0	0	0	0	0	4	5	0	0	18	9	0	27	31	0	9	31	50	24	0	0	0	73	[]	0	12
17	123456928	6	9	57	159	0	0	0	0	0	0	3	5	0	0	19	8	0	30	33	0	9	33	50	24	0	0	0	73	[]	0	12
18	123456928	4	9	50	172	0	0	0	0	0	0	1	6	0	0	18	6	0	34	35	0	9	35	50	24	0	0	0	73	[]	0	12
19	123456928	4	4	48	180	0	0	0	0	0	0	1	5	0	0	17	7	0	35	37	0	9	37	50	24	0	0	0	73	[]	0	12
20	123456928	4	2	42	189	0	0	0	0	0	0	1	5	0	0	15	8	0	35	37	0	9	37	50	24	0	0	0	73	[]	0	12
21	123456928	4	0	35	201	0	0	0	0	0	0	1	3	0	0	13	9	0	37	38	0	9	38	50	24	0	0	0	73	[]	0	12
22	123456928	2	2	27	214	0	0	0	0	0	0	1	3	0	0	10	7	0	38	39	0	9	39	50	24	0	0	0	74	[]	0	12
23	123456928	2	2	23	221	0	0	0	0	0	0	1	3	0	0	6	8	0	40	39	0	9	39	50	24	0	0	0	74	[]	0	11
24	123456928	2	1	21	224	0	0	0	0	0	0	1	3	0	0	6	8	0	42	41	0	9	41	50	24	0	0	0	74	[]	0	11
25	123456928	2	1	19	230	0	0	0	0	0	0	0	2	0	0	5	7	0	45	42	0	9	42	50	24	0	0	0	74	[]	0	11
26	123456928	2	1	15	236	0	0	0	0	0	0	1	0	0	0	3	8	0	48	42	0	10	42	50	24	0	0	0	74	[]	0	9
27	123456928	2	1	13	239	0	0	0	0	0	0	1	0	0	0	2	8	0	49	43	0	10	43	50	24	0	0	0	74	[]	0	7
28	123456928	1	1	12	243	0	0	0	0	0	0	1	0	0	0	2	6	0	51	43	0	10	43	50	24	0	0	0	75	[]	0	7
29	123456928	1	1	12	245	0	0	0	0	0	0	1	0	0	0	2	4	0	59	43	0	10	43	50	24	0	0	0	75	[]	0	7
30	123456928	1	0	12	246	0	0	0	0	0	0	1	0	0	0	1	5	0	59	43	0	10	43	50	24	0	0	0	75	[]	0	6
31	123456928	1	0	10	249	0	0	0	0	0	0	1	0	0	0	1	4	0	61	43	0	10	43	50	24	0	0	0	75	[]	0	5
32	123456928	1	0	10	250	0	0	0	0	0	0	1	0	0	0	0	4	0	63	43	0	10	43	50	24	0	0	0	75	[]	0	4
33	123456928	1	0	9	250	0	0	0	0	0	0	1	0	0	0	1	4	0	63	44	0	10	44	50	24	0	0	0	75	[]	0	4
34	123456928	0	1	5	254	0	0	0	0	0	0	1	0	0	0	3	2	0	65	46	0	10	46	50	24	0	0	0	76	[]	0	4
35	123456928	0	1	5	255	0	0	0	0	0	0	1	0	0	0	3	1	0	68	46	0	10	46	50	24	0	0	0	76	[]	0	4
36	123456928	0	0	5	257	0	0	0	0	0	0	0	0	0	0	3	1	0	69	46	0	10	46	50	24	0	0	0	76	[]	0	4
37	123456928	0	0	5	258	0	0	0	0	0	0	0	0	0	0	2	1	0	72	46	0	10	46	50	24	0	0	0	76	[]	0	3
38	123456928	0	0	3	259	0	0	0	0	0	0	0	0	0	0	3	1	0	76	47	0	10	47	50	24	0	0	0	76	[]	0	3
39	123456928	0	0	3	259	0	0	0	0	0	0	0	0	0	0	2	2	0	77	47	0	10	47	50	24	0	0	0	76	[]	0	2
40	123456928	0	0	3	259	0	0	0	0	0	0	0	0	0	0	1	3	0	79	47	0	10	47	50	24	0	0	0	76	[]	0	1
41	123456928	0	0	3	259	0	0	0	0	0	0	0	0	0	0	1	3	0	79	47	0	10	47	50	24	0	0	0	76	[]	0	1
42	123456928	0	0	2	260	0	0	0	0	0	0	0	0	0	0	1	3	0	82	47	0	10	47	50	24	0	0	0	76	[]	0	1
43	123456928	0	0	1	262	0	0	0	0	0	0	0	0	0	0	1	2	0	84	47	0	10	47	50	24	0	0	0	76	[]	0	1
44	123456928	0	0	1	264	0	0	0	0	0	0	0	0	0	0	0	1	0	84	47	0	10	47	50	24	0	0	0	76	[]	0	0
45	123456928	0	0	0	265	0	0	0	0	0	0	0	0	0	0	0	1	0	85	47	0	10	47	50	24	0	0	0	76	[]	0	0
46	123456928	0	0	0	265	0	0	0	0	0	0	0	0	0	0	0	1	0	88	47	0	10	47	50	24	0	0	0	76	[]	0	0
47	123456928	0	0	0	265	0	0	0	0	0	0	0	0	0	0	0	1	0	93	47	0	10	47	50	24	0	0	0	76	[]	0	0
48	123456928	0	0	0	266	0	0	0	0	0	0	0	0	0	0	0	0	0	95	47	0	10	47	50	24	0	0	0	76	[]	0	0
49	123456928	0	0	0	266	0	0	0	0	0	0	0	0	0	0	0	0	0	97	47	0	10	47	50	24	0	0	0	76	[]	0	0
50	123456928	0	0	0	266	0	0	0	0	0	0	0	0	0	0	0	0	0	99	47	0	10	47	50	24	0	0	0	76	[]	0	0
51	123456928	0	0	0	266	0	0	0	0	0	0	0	0	0	0	0	0	0	104	47	0	10	47	50	24	0	0	0	76	[]	0	0
52	123456928	0	0	0	266	0	0	0	0	0	0	0	0	0	0	0	0	0	105	47	0	10	47	50	24	0	0	0	76	[]	0	0
53	123456928	0	0	0	266	0	0	0	0	0	0	0	0	0	0	0	0	0	106	47	0	10	47	50	24	0	0	0	76	[]	0	0
