,day,final_infected,type_pretty
60,60,238,0%
121,60,244,0%
182,60,241,0%
243,60,244,0%
304,60,254,0%
365,60,253,0%
426,60,248,0%
487,60,250,0%
548,60,255,0%
609,60,246,0%
670,60,252,0%
731,60,248,0%
792,60,245,0%
853,60,243,0%
914,60,246,0%
975,60,236,0%
1036,60,244,0%
1097,60,255,0%
1158,60,256,0%
1219,60,234,0%
1280,60,252,0%
1341,60,239,0%
1402,60,252,0%
1463,60,241,0%
1524,60,237,0%
1585,60,246,0%
1646,60,245,0%
1707,60,246,0%
1768,60,246,0%
1829,60,259,0%
1890,60,242,0%
1951,60,241,0%
2012,60,249,0%
2073,60,243,0%
2134,60,238,0%
2195,60,252,0%
2256,60,248,0%
2317,60,241,0%
2378,60,242,0%
2439,60,237,0%
2500,60,246,0%
2561,60,242,0%
2622,60,245,0%
2683,60,255,0%
2744,60,247,0%
2805,60,246,0%
2866,60,245,0%
2927,60,242,0%
2988,60,252,0%
3049,60,249,0%
3110,60,251,0%
3171,60,240,0%
3232,60,245,0%
3293,60,246,0%
3354,60,244,0%
3415,60,242,0%
3476,60,254,0%
3537,60,252,0%
3598,60,245,0%
3659,60,250,0%
3720,60,245,0%
3781,60,260,0%
3842,60,254,0%
3903,60,243,0%
3964,60,243,0%
4025,60,246,0%
4086,60,249,0%
4147,60,246,0%
4208,60,239,0%
4269,60,247,0%
4330,60,254,0%
4391,60,250,0%
4452,60,243,0%
4513,60,248,0%
4574,60,247,0%
4635,60,245,0%
4696,60,252,0%
4757,60,259,0%
4818,60,242,0%
4879,60,251,0%
4940,60,244,0%
5001,60,252,0%
5062,60,246,0%
5123,60,251,0%
5184,60,244,0%
5245,60,247,0%
5306,60,250,0%
5367,60,258,0%
5428,60,251,0%
5489,60,239,0%
5550,60,253,0%
5611,60,245,0%
5672,60,242,0%
5733,60,240,0%
5794,60,243,0%
5855,60,248,0%
5916,60,234,0%
5977,60,247,0%
6038,60,245,0%
6099,60,246,0%
6160,60,244,0%
6221,60,243,0%
6282,60,236,0%
6343,60,241,0%
6404,60,248,0%
6465,60,249,0%
6526,60,242,0%
6587,60,255,0%
6648,60,251,0%
6709,60,247,0%
6770,60,248,0%
6831,60,244,0%
6892,60,248,0%
6953,60,248,0%
7014,60,241,0%
7075,60,254,0%
7136,60,239,0%
7197,60,244,0%
7258,60,246,0%
7319,60,242,0%
7380,60,249,0%
7441,60,252,0%
7502,60,252,0%
7563,60,247,0%
7624,60,240,0%
7685,60,250,0%
7746,60,251,0%
7807,60,253,0%
7868,60,256,0%
7929,60,254,0%
7990,60,255,0%
8051,60,242,0%
8112,60,243,0%
8173,60,245,0%
8234,60,246,0%
8295,60,248,0%
8356,60,251,0%
8417,60,243,0%
8478,60,250,0%
8539,60,246,0%
8600,60,243,0%
8661,60,252,0%
8722,60,240,0%
8783,60,240,0%
8844,60,252,0%
8905,60,244,0%
8966,60,239,0%
9027,60,243,0%
9088,60,243,0%
9149,60,246,0%
9210,60,236,0%
9271,60,248,0%
9332,60,249,0%
9393,60,250,0%
9454,60,244,0%
9515,60,245,0%
9576,60,244,0%
9637,60,239,0%
9698,60,251,0%
9759,60,244,0%
9820,60,246,0%
9881,60,249,0%
9942,60,251,0%
10003,60,252,0%
10064,60,240,0%
10125,60,255,0%
10186,60,243,0%
10247,60,242,0%
10308,60,250,0%
10369,60,249,0%
10430,60,258,0%
10491,60,246,0%
10552,60,254,0%
10613,60,245,0%
10674,60,254,0%
10735,60,250,0%
10796,60,247,0%
10857,60,244,0%
10918,60,249,0%
10979,60,239,0%
11040,60,255,0%
11101,60,246,0%
11162,60,240,0%
11223,60,256,0%
11284,60,250,0%
11345,60,236,0%
11406,60,247,0%
11467,60,253,0%
11528,60,239,0%
11589,60,255,0%
11650,60,250,0%
11711,60,252,0%
11772,60,250,0%
11833,60,243,0%
11894,60,251,0%
11955,60,248,0%
12016,60,244,0%
12077,60,254,0%
12138,60,252,0%
12199,60,248,0%
12260,60,245,0%
12321,60,243,0%
12382,60,247,0%
12443,60,252,0%
12504,60,253,0%
12565,60,251,0%
12626,60,246,0%
12687,60,237,0%
12748,60,251,0%
12809,60,252,0%
12870,60,246,0%
12931,60,247,0%
12992,60,241,0%
13053,60,239,0%
13114,60,247,0%
13175,60,243,0%
13236,60,247,0%
13297,60,251,0%
13358,60,248,0%
13419,60,242,0%
13480,60,244,0%
13541,60,257,0%
13602,60,232,0%
13663,60,252,0%
13724,60,245,0%
13785,60,245,0%
13846,60,251,0%
13907,60,250,0%
13968,60,246,0%
14029,60,246,0%
14090,60,241,0%
14151,60,233,0%
14212,60,252,0%
14273,60,243,0%
14334,60,240,0%
14395,60,249,0%
14456,60,247,0%
14517,60,252,0%
14578,60,245,0%
14639,60,236,0%
14700,60,252,0%
14761,60,245,0%
14822,60,236,0%
14883,60,256,0%
14944,60,249,0%
15005,60,262,0%
15066,60,244,0%
15127,60,248,0%
15188,60,251,0%
15249,60,246,0%
15310,60,246,0%
15371,60,252,0%
15432,60,238,0%
15493,60,240,0%
15554,60,245,0%
15615,60,247,0%
15676,60,243,0%
15737,60,241,0%
15798,60,248,0%
15859,60,248,0%
15920,60,241,0%
15981,60,250,0%
16042,60,251,0%
16103,60,250,0%
16164,60,248,0%
16225,60,249,0%
16286,60,246,0%
16347,60,250,0%
16408,60,256,0%
16469,60,246,0%
16530,60,244,0%
16591,60,243,0%
16652,60,245,0%
16713,60,256,0%
16774,60,250,0%
16835,60,255,0%
16896,60,246,0%
16957,60,244,0%
17018,60,238,0%
17079,60,254,0%
17140,60,252,0%
17201,60,249,0%
17262,60,247,0%
17323,60,239,0%
17384,60,253,0%
17445,60,239,0%
17506,60,239,0%
17567,60,232,0%
17628,60,241,0%
17689,60,250,0%
17750,60,253,0%
17811,60,244,0%
17872,60,250,0%
17933,60,265,0%
17994,60,237,0%
18055,60,237,0%
18116,60,252,0%
18177,60,252,0%
18238,60,250,0%
18299,60,248,0%
18360,60,250,0%
18421,60,254,0%
18482,60,242,0%
18543,60,258,0%
18604,60,255,0%
18665,60,251,0%
18726,60,246,0%
18787,60,244,0%
18848,60,251,0%
18909,60,252,0%
18970,60,244,0%
19031,60,247,0%
19092,60,249,0%
19153,60,238,0%
19214,60,253,0%
19275,60,248,0%
19336,60,259,0%
19397,60,244,0%
19458,60,248,0%
19519,60,253,0%
19580,60,253,0%
19641,60,253,0%
19702,60,243,0%
19763,60,253,0%
19824,60,245,0%
19885,60,247,0%
19946,60,238,0%
20007,60,249,0%
20068,60,258,0%
20129,60,244,0%
20190,60,252,0%
20251,60,243,0%
20312,60,247,0%
20373,60,256,0%
20434,60,249,0%
20495,60,247,0%
20556,60,252,0%
20617,60,246,0%
20678,60,236,0%
20739,60,239,0%
20800,60,252,0%
20861,60,250,0%
20922,60,257,0%
20983,60,258,0%
21044,60,247,0%
21105,60,244,0%
21166,60,254,0%
21227,60,252,0%
21288,60,248,0%
21349,60,249,0%
21410,60,246,0%
21471,60,251,0%
21532,60,249,0%
21593,60,241,0%
21654,60,243,0%
21715,60,245,0%
21776,60,247,0%
21837,60,246,0%
21898,60,246,0%
21959,60,256,0%
22020,60,247,0%
22081,60,250,0%
22142,60,252,0%
22203,60,239,0%
22264,60,237,0%
22325,60,239,0%
22386,60,243,0%
22447,60,242,0%
22508,60,253,0%
22569,60,252,0%
22630,60,245,0%
22691,60,238,0%
22752,60,258,0%
22813,60,236,0%
22874,60,243,0%
22935,60,250,0%
22996,60,241,0%
23057,60,244,0%
23118,60,249,0%
23179,60,253,0%
23240,60,253,0%
23301,60,251,0%
23362,60,250,0%
23423,60,239,0%
23484,60,238,0%
23545,60,246,0%
23606,60,241,0%
23667,60,245,0%
23728,60,254,0%
23789,60,250,0%
23850,60,249,0%
23911,60,241,0%
23972,60,245,0%
24033,60,243,0%
24094,60,240,0%
24155,60,241,0%
24216,60,240,0%
24277,60,246,0%
24338,60,250,0%
24399,60,248,0%
24460,60,244,0%
24521,60,250,0%
24582,60,250,0%
24643,60,246,0%
24704,60,243,0%
24765,60,255,0%
24826,60,245,0%
24887,60,245,0%
24948,60,248,0%
25009,60,239,0%
25070,60,236,0%
25131,60,253,0%
25192,60,247,0%
25253,60,248,0%
25314,60,244,0%
25375,60,241,0%
25436,60,256,0%
25497,60,246,0%
25558,60,254,0%
25619,60,257,0%
25680,60,241,0%
25741,60,242,0%
25802,60,258,0%
25863,60,252,0%
25924,60,243,0%
25985,60,238,0%
26046,60,253,0%
26107,60,247,0%
26168,60,245,0%
26229,60,236,0%
26290,60,246,0%
26351,60,247,0%
26412,60,251,0%
26473,60,251,0%
26534,60,253,0%
26595,60,241,0%
26656,60,247,0%
26717,60,243,0%
26778,60,244,0%
26839,60,238,0%
26900,60,251,0%
26961,60,249,0%
27022,60,249,0%
27083,60,243,0%
27144,60,238,0%
27205,60,247,0%
27266,60,243,0%
27327,60,255,0%
27388,60,240,0%
27449,60,244,0%
27510,60,255,0%
27571,60,245,0%
27632,60,230,0%
27693,60,246,0%
27754,60,258,0%
27815,60,243,0%
27876,60,240,0%
27937,60,248,0%
27998,60,244,0%
28059,60,239,0%
28120,60,246,0%
28181,60,243,0%
28242,60,255,0%
28303,60,244,0%
28364,60,252,0%
28425,60,241,0%
28486,60,264,0%
28547,60,242,0%
28608,60,245,0%
28669,60,245,0%
28730,60,251,0%
28791,60,249,0%
28852,60,249,0%
28913,60,249,0%
28974,60,249,0%
29035,60,248,0%
29096,60,253,0%
29157,60,245,0%
29218,60,250,0%
29279,60,254,0%
29340,60,244,0%
29401,60,250,0%
29462,60,251,0%
29523,60,241,0%
29584,60,248,0%
29645,60,245,0%
29706,60,244,0%
29767,60,253,0%
29828,60,242,0%
29889,60,240,0%
29950,60,244,0%
30011,60,254,0%
30072,60,243,0%
30133,60,250,0%
30194,60,251,0%
30255,60,252,0%
30316,60,247,0%
30377,60,244,0%
30438,60,259,0%
30499,60,253,0%
30560,60,232,10%
30621,60,232,10%
30682,60,224,10%
30743,60,228,10%
30804,60,236,10%
30865,60,232,10%
30926,60,235,10%
30987,60,237,10%
31048,60,236,10%
31109,60,242,10%
31170,60,237,10%
31231,60,224,10%
31292,60,232,10%
31353,60,225,10%
31414,60,238,10%
31475,60,238,10%
31536,60,232,10%
31597,60,233,10%
31658,60,238,10%
31719,60,229,10%
31780,60,235,10%
31841,60,220,10%
31902,60,233,10%
31963,60,236,10%
32024,60,230,10%
32085,60,222,10%
32146,60,231,10%
32207,60,238,10%
32268,60,228,10%
32329,60,228,10%
32390,60,239,10%
32451,60,228,10%
32512,60,225,10%
32573,60,235,10%
32634,60,231,10%
32695,60,231,10%
32756,60,232,10%
32817,60,215,10%
32878,60,233,10%
32939,60,234,10%
33000,60,239,10%
33061,60,225,10%
33122,60,232,10%
33183,60,247,10%
33244,60,219,10%
33305,60,235,10%
33366,60,230,10%
33427,60,229,10%
33488,60,233,10%
33549,60,233,10%
33610,60,237,10%
33671,60,224,10%
33732,60,232,10%
33793,60,225,10%
33854,60,227,10%
33915,60,231,10%
33976,60,231,10%
34037,60,226,10%
34098,60,239,10%
34159,60,232,10%
34220,60,245,10%
34281,60,228,10%
34342,60,238,10%
34403,60,230,10%
34464,60,228,10%
34525,60,222,10%
34586,60,233,10%
34647,60,216,10%
34708,60,230,10%
34769,60,222,10%
34830,60,214,10%
34891,60,234,10%
34952,60,229,10%
35013,60,223,10%
35074,60,238,10%
35135,60,234,10%
35196,60,231,10%
35257,60,230,10%
35318,60,224,10%
35379,60,234,10%
35440,60,241,10%
35501,60,237,10%
35562,60,229,10%
35623,60,239,10%
35684,60,230,10%
35745,60,236,10%
35806,60,238,10%
35867,60,239,10%
35928,60,232,10%
35989,60,236,10%
36050,60,228,10%
36111,60,216,10%
36172,60,234,10%
36233,60,237,10%
36294,60,240,10%
36355,60,228,10%
36416,60,226,10%
36477,60,234,10%
36538,60,229,10%
36599,60,228,10%
36660,60,236,10%
36721,60,230,10%
36782,60,232,10%
36843,60,233,10%
36904,60,235,10%
36965,60,218,10%
37026,60,224,10%
37087,60,238,10%
37148,60,234,10%
37209,60,242,10%
37270,60,239,10%
37331,60,233,10%
37392,60,234,10%
37453,60,225,10%
37514,60,220,10%
37575,60,234,10%
37636,60,224,10%
37697,60,226,10%
37758,60,229,10%
37819,60,233,10%
37880,60,218,10%
37941,60,238,10%
38002,60,236,10%
38063,60,237,10%
38124,60,225,10%
38185,60,227,10%
38246,60,220,10%
38307,60,227,10%
38368,60,231,10%
38429,60,229,10%
38490,60,225,10%
38551,60,225,10%
38612,60,234,10%
38673,60,229,10%
38734,60,243,10%
38795,60,228,10%
38856,60,226,10%
38917,60,237,10%
38978,60,243,10%
39039,60,230,10%
39100,60,231,10%
39161,60,226,10%
39222,60,237,10%
39283,60,219,10%
39344,60,240,10%
39405,60,222,10%
39466,60,230,10%
39527,60,237,10%
39588,60,241,10%
39649,60,229,10%
39710,60,236,10%
39771,60,235,10%
39832,60,222,10%
39893,60,227,10%
39954,60,228,10%
40015,60,241,10%
40076,60,231,10%
40137,60,231,10%
40198,60,232,10%
40259,60,225,10%
40320,60,223,10%
40381,60,214,10%
40442,60,230,10%
40503,60,224,10%
40564,60,241,10%
40625,60,229,10%
40686,60,220,10%
40747,60,239,10%
40808,60,226,10%
40869,60,222,10%
40930,60,246,10%
40991,60,233,10%
41052,60,228,10%
41113,60,235,10%
41174,60,232,10%
41235,60,229,10%
41296,60,236,10%
41357,60,245,10%
41418,60,239,10%
41479,60,227,10%
41540,60,224,10%
41601,60,223,10%
41662,60,237,10%
41723,60,229,10%
41784,60,232,10%
41845,60,226,10%
41906,60,230,10%
41967,60,230,10%
42028,60,232,10%
42089,60,230,10%
42150,60,226,10%
42211,60,235,10%
42272,60,228,10%
42333,60,245,10%
42394,60,235,10%
42455,60,227,10%
42516,60,228,10%
42577,60,230,10%
42638,60,223,10%
42699,60,229,10%
42760,60,232,10%
42821,60,231,10%
42882,60,240,10%
42943,60,232,10%
43004,60,225,10%
43065,60,232,10%
43126,60,230,10%
43187,60,235,10%
43248,60,227,10%
43309,60,240,10%
43370,60,225,10%
43431,60,233,10%
43492,60,232,10%
43553,60,231,10%
43614,60,244,10%
43675,60,230,10%
43736,60,228,10%
43797,60,240,10%
43858,60,223,10%
43919,60,239,10%
43980,60,230,10%
44041,60,222,10%
44102,60,226,10%
44163,60,234,10%
44224,60,231,10%
44285,60,224,10%
44346,60,233,10%
44407,60,223,10%
44468,60,230,10%
44529,60,233,10%
44590,60,227,10%
44651,60,226,10%
44712,60,240,10%
44773,60,240,10%
44834,60,233,10%
44895,60,220,10%
44956,60,236,10%
45017,60,224,10%
45078,60,213,10%
45139,60,229,10%
45200,60,230,10%
45261,60,229,10%
45322,60,232,10%
45383,60,230,10%
45444,60,236,10%
45505,60,250,10%
45566,60,235,10%
45627,60,229,10%
45688,60,230,10%
45749,60,238,10%
45810,60,226,10%
45871,60,220,10%
45932,60,231,10%
45993,60,219,10%
46054,60,227,10%
46115,60,231,10%
46176,60,232,10%
46237,60,229,10%
