day	seedRun	susceptible	exposed	infected	removed	susceptible-in-quarantine	exposed-in-quarantine	infected-in-quarantine	removed-in-quarantine	susceptible-in-quarantine-external-1	exposed-in-quarantine-external-1	infected-in-quarantine-external-1	removed-in-quarantine-external-1	susceptible-in-quarantine-external-2	exposed-in-quarantine-external-2	infected-in-quarantine-external-2	removed-in-quarantine-external-2	num-of-screened-agents	num-of-screened-agents-external-1	num-of-screened-agents-external-2	num-of-positive-agents	num-of-positive-agents-external-1	num-of-positive-agents-external-2	num-vaccinated	num-immunized	num-immunized-in-quarantine	num-immunized-in-quarantine-external-1	num-immunized-in-quarantine-external-2	num-infected-outside	classroom-in-quarantine	num-of-classroom-in-quarantine	classroom-with-at-least-one-infected
0	123457220	242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	48	0	0	0	0	[]	0	0
1	123457220	237	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	74	48	0	0	0	5	[]	0	0
2	123457220	227	11	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	74	48	0	0	0	8	[]	0	3
3	123457220	217	19	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	74	48	0	0	0	13	[]	0	3
4	123457220	195	36	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	74	48	0	0	0	22	[]	0	5
5	123457220	175	50	16	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	74	48	0	0	0	23	[]	0	7
6	123457220	171	37	30	3	0	0	0	0	0	0	0	0	0	0	1	0	0	6	1	0	0	1	74	48	0	0	0	27	[]	0	9
7	123457220	167	29	38	7	0	0	0	0	0	0	0	0	0	0	1	0	0	6	1	0	0	1	74	48	0	0	0	31	[]	0	9
8	123457220	135	54	41	11	0	0	0	0	0	0	0	0	0	0	1	0	0	7	1	0	0	1	74	48	0	0	0	32	[]	0	9
9	123457220	101	76	49	15	0	0	0	0	0	0	0	0	0	0	1	0	0	7	1	0	0	1	74	48	0	0	0	34	[]	0	10
10	123457220	69	88	62	21	0	0	0	0	0	0	0	0	0	0	2	0	0	8	2	0	0	2	74	48	0	0	0	36	[]	0	11
11	123457220	51	86	72	30	0	0	0	0	0	0	0	0	0	0	3	0	0	8	3	0	0	3	74	48	0	0	0	36	[]	0	12
12	123457220	34	75	88	42	0	0	0	0	0	0	0	0	0	0	3	0	0	8	3	0	0	3	74	48	0	0	0	36	[]	0	12
13	123457220	34	58	101	45	0	0	0	0	0	0	0	0	0	0	3	1	0	9	4	0	0	4	74	48	0	0	0	36	[]	0	12
14	123457220	31	41	104	60	0	0	0	0	0	0	0	0	0	0	5	1	0	9	6	0	0	6	74	48	0	0	0	39	[]	0	12
15	123457220	14	47	101	73	0	0	0	0	0	0	0	0	0	0	4	3	0	9	7	0	0	7	74	48	0	0	0	42	[]	0	12
16	123457220	8	41	98	87	0	0	0	0	0	0	1	0	0	0	4	3	0	10	7	0	1	7	74	48	0	0	0	42	[]	0	12
17	123457220	3	34	101	96	0	0	0	0	0	0	1	0	0	0	4	3	0	10	7	0	1	7	74	48	0	0	0	42	[]	0	12
18	123457220	3	21	92	117	0	0	0	0	0	0	1	0	0	0	5	3	0	11	8	0	1	8	74	48	0	0	0	42	[]	0	12
19	123457220	1	18	82	130	0	0	0	0	0	0	1	0	0	0	7	3	0	11	10	0	1	10	74	48	0	0	0	42	[]	0	12
20	123457220	1	15	74	142	0	0	0	0	0	0	0	1	0	0	6	3	0	12	10	0	1	10	74	48	0	0	0	42	[]	0	12
21	123457220	1	10	69	151	0	0	0	0	0	0	0	1	0	0	5	5	0	12	11	0	1	11	74	48	0	0	0	42	[]	0	12
22	123457220	1	7	66	155	0	0	0	0	0	0	0	1	0	0	6	6	0	12	13	0	1	13	74	48	0	0	0	42	[]	0	12
23	123457220	0	3	60	165	0	0	0	0	0	0	0	1	0	0	7	6	0	13	14	0	1	14	74	48	0	0	0	42	[]	0	12
24	123457220	0	3	52	174	0	0	0	0	0	0	0	1	0	0	6	6	0	15	14	0	1	14	74	48	0	0	0	42	[]	0	12
25	123457220	0	2	47	180	0	0	0	0	0	0	1	1	0	0	6	5	0	16	14	0	2	14	74	48	0	0	0	42	[]	0	11
26	123457220	0	2	44	183	0	0	0	0	0	0	1	1	0	0	6	5	0	17	14	0	2	14	74	48	0	0	0	42	[]	0	11
27	123457220	0	2	41	186	0	0	0	0	0	0	1	1	0	0	6	5	0	19	15	0	2	15	74	48	0	0	0	42	[]	0	11
28	123457220	0	2	35	193	0	0	0	0	0	0	1	1	0	0	5	5	0	19	16	0	2	16	74	48	0	0	0	42	[]	0	11
29	123457220	0	2	29	199	0	0	0	0	0	0	2	1	0	0	4	5	0	22	16	0	3	16	74	48	0	0	0	42	[]	0	10
30	123457220	0	1	27	203	0	0	0	0	0	0	2	0	0	0	4	5	0	22	16	0	3	16	74	48	0	0	0	42	[]	0	10
31	123457220	0	0	25	204	0	0	0	0	0	0	3	0	0	0	2	8	0	24	17	0	4	17	74	48	0	0	0	42	[]	0	10
32	123457220	0	0	21	209	0	0	0	0	0	0	2	1	0	0	2	7	0	25	17	0	4	17	74	48	0	0	0	42	[]	0	10
33	123457220	0	0	18	214	0	0	0	0	0	0	2	1	0	0	2	5	0	25	17	0	4	17	74	48	0	0	0	42	[]	0	10
34	123457220	0	0	17	215	0	0	0	0	0	0	2	1	0	0	0	7	0	25	17	0	4	17	74	48	0	0	0	42	[]	0	9
35	123457220	0	0	14	219	0	0	0	0	0	0	1	2	0	0	0	6	0	25	17	0	4	17	74	48	0	0	0	42	[]	0	8
36	123457220	0	0	13	222	0	0	0	0	0	0	1	2	0	0	0	4	0	27	17	0	4	17	74	48	0	0	0	42	[]	0	8
37	123457220	0	0	11	225	0	0	0	0	0	0	1	2	0	0	0	3	0	28	17	0	4	17	74	48	0	0	0	42	[]	0	8
38	123457220	0	0	9	227	0	0	0	0	0	0	1	2	0	0	0	3	0	28	17	0	4	17	74	48	0	0	0	42	[]	0	7
39	123457220	0	0	7	230	0	0	0	0	0	0	0	2	0	0	0	3	0	29	17	0	4	17	74	48	0	0	0	42	[]	0	5
40	123457220	0	0	7	230	0	0	0	0	0	0	0	2	0	0	0	3	0	30	17	0	4	17	74	48	0	0	0	42	[]	0	5
41	123457220	0	0	5	233	0	0	0	0	0	0	0	2	0	0	0	2	0	30	17	0	4	17	74	48	0	0	0	42	[]	0	5
42	123457220	0	0	5	234	0	0	0	0	0	0	0	2	0	0	0	1	0	32	17	0	4	17	74	48	0	0	0	42	[]	0	5
43	123457220	0	0	4	236	0	0	0	0	0	0	0	1	0	0	0	1	0	32	17	0	4	17	74	48	0	0	0	42	[]	0	4
44	123457220	0	0	4	236	0	0	0	0	0	0	0	1	0	0	0	1	0	32	17	0	4	17	74	48	0	0	0	42	[]	0	4
45	123457220	0	0	4	238	0	0	0	0	0	0	0	0	0	0	0	0	0	34	17	0	4	17	74	48	0	0	0	42	[]	0	4
46	123457220	0	0	4	238	0	0	0	0	0	0	0	0	0	0	0	0	0	35	17	0	4	17	74	48	0	0	0	42	[]	0	4
47	123457220	0	0	4	238	0	0	0	0	0	0	0	0	0	0	0	0	0	35	17	0	4	17	74	48	0	0	0	42	[]	0	4
