,day,susceptible,exposed,infected,removed,susceptible-in-quarantine,exposed-in-quarantine,infected-in-quarantine,removed-in-quarantine,susceptible-in-quarantine-external-1,exposed-in-quarantine-external-1,infected-in-quarantine-external-1,removed-in-quarantine-external-1,susceptible-in-quarantine-external-2,exposed-in-quarantine-external-2,infected-in-quarantine-external-2,removed-in-quarantine-external-2,num-of-screened-students,num-of-screened-students-external-1,num-of-screened-students-external-2,num-of-positive-students,num-of-positive-students-external-1,num-of-positive-students-external-2,num-vaccinated-susceptible,num-vaccinated-exposed,num-vaccinated-infected,num-vaccinated-removed,num-vaccinated-susceptible-in-quarantine,num-vaccinated-exposed-in-quarantine,num-vaccinated-infected-in-quarantine,num-vaccinated-removed-in-quarantine,num-vaccinated-susceptible-in-quarantine-external-1,num-vaccinated-exposed-in-quarantine-external-1,num-vaccinated-infected-in-quarantine-external-1,num-vaccinated-removed-in-quarantine-external-1,num-vaccinated-susceptible-in-quarantine-external-2,num-vaccinated-exposed-in-quarantine-external-2,num-vaccinated-infected-in-quarantine-external-2,num-vaccinated-removed-in-quarantine-external-2,num-infected-outside,num-of-classroom-in-quarantine,classroom-with-at-least-one-infected
0,0,240.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,1,239.7109,0.2039,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,60.0000,0.6436,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2039,0.0000,0.0000
2,2,239.3595,0.4323,0.0415,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0019,0.0000,0.0000,0.0000,0.0000,0.0000,59.9639,1.3679,0.0000,0.0000,-0.0019,0.0000,0.0000,0.0000,0.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4264,0.0000,0.0432
3,3,238.8419,0.6767,0.1593,0.0003,-0.0310,0.0000,-0.0017,0.0000,0.0000,0.0000,-0.0014,0.0000,0.0000,0.0000,0.0000,0.0000,59.9737,2.0882,0.0000,-0.0017,-0.0014,0.0000,0.0000,0.0000,0.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6708,-0.0017,0.1449
4,4,238.1458,0.9951,0.3393,0.0190,-0.0248,0.0000,-0.0014,0.0000,0.0000,0.0000,-0.0014,0.0000,0.0000,0.0000,0.0003,0.0000,60.0496,2.7381,0.0003,-0.0014,-0.0014,0.0003,0.0000,0.0000,0.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9011,-0.0014,0.2873
5,5,237.2077,1.3954,0.5477,0.0514,0.0211,-0.0086,0.0000,0.0000,0.0000,0.0000,0.0003,0.0000,0.0000,0.0000,0.0040,0.0000,60.1791,3.4127,0.0040,0.0000,0.0003,0.0040,0.0000,0.0000,0.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.1525,0.0014,0.4244
6,6,236.8608,1.1917,0.9116,0.1110,0.0569,-0.0006,0.0017,-0.0015,0.0000,0.0000,0.0003,0.0000,0.0000,0.0000,0.0065,-0.0012,60.2914,4.0964,0.0094,0.0034,0.0003,0.0094,0.0000,0.0000,0.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.4077,0.0038,0.6448
7,7,236.4488,1.1050,1.0610,0.2458,0.1395,0.0051,0.0125,-0.0003,0.0000,0.0000,0.0003,0.0000,0.0000,0.0000,0.0117,-0.0012,60.4227,4.7582,0.0149,0.0109,0.0003,0.0149,0.0000,0.0000,0.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.6508,0.0093,0.7693
8,8,233.3003,1.5141,0.6801,0.2979,1.7743,0.0658,0.5096,0.0758,0.0000,0.0000,0.0003,-0.0017,0.0000,0.0000,0.0181,-0.0012,124.0140,5.5381,0.0214,0.4654,0.0015,0.0214,0.0000,0.0000,0.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.8866,0.1166,0.8839
9,9,232.1820,2.0208,1.0259,0.3832,1.8036,0.0485,0.4527,0.1563,0.0000,0.0000,0.0051,-0.0017,0.0000,0.0000,0.0181,0.0004,124.2933,6.2618,0.0247,0.4674,0.0065,0.0247,0.0000,0.0000,0.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0820,0.1184,1.0278
