,day,susceptible,exposed,infected,removed,susceptible-in-quarantine,exposed-in-quarantine,infected-in-quarantine,removed-in-quarantine,susceptible-in-quarantine-external-1,exposed-in-quarantine-external-1,infected-in-quarantine-external-1,removed-in-quarantine-external-1,susceptible-in-quarantine-external-2,exposed-in-quarantine-external-2,infected-in-quarantine-external-2,removed-in-quarantine-external-2,num-of-screened-students,num-of-screened-students-external-1,num-of-screened-students-external-2,num-of-positive-students,num-of-positive-students-external-1,num-of-positive-students-external-2,num-vaccinated-susceptible,num-vaccinated-exposed,num-vaccinated-infected,num-vaccinated-removed,num-vaccinated-susceptible-in-quarantine,num-vaccinated-exposed-in-quarantine,num-vaccinated-infected-in-quarantine,num-vaccinated-removed-in-quarantine,num-vaccinated-susceptible-in-quarantine-external-1,num-vaccinated-exposed-in-quarantine-external-1,num-vaccinated-infected-in-quarantine-external-1,num-vaccinated-removed-in-quarantine-external-1,num-vaccinated-susceptible-in-quarantine-external-2,num-vaccinated-exposed-in-quarantine-external-2,num-vaccinated-infected-in-quarantine-external-2,num-vaccinated-removed-in-quarantine-external-2,num-infected-outside,num-of-classroom-in-quarantine,classroom-with-at-least-one-infected
0,0,240.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,1,239.8253,0.3077,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,60.0000,0.9300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3077,0.0000,0.0000
2,2,239.6149,0.5121,0.1014,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,60.0000,1.7596,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5163,0.0000,0.1014
3,3,239.2345,0.8629,0.2264,0.0235,0.2582,0.0000,0.0143,0.0000,0.0000,0.0000,0.0143,0.0000,0.0000,0.0000,0.0000,0.0000,60.2726,2.5115,0.0000,0.0143,0.0143,0.0000,0.0000,0.0000,0.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8658,0.0143,0.2023
4,4,238.7300,1.2498,0.4406,0.0533,0.4228,0.0000,0.0235,0.0000,0.0000,0.0000,0.0143,0.0000,0.0000,0.0000,0.0237,0.0000,60.5992,3.1408,0.0237,0.0235,0.0143,0.0237,0.0000,0.0000,0.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.1054,0.0235,0.3800
5,5,238.0683,1.7246,0.7214,0.1318,0.4228,0.0000,0.0235,0.0000,0.0000,0.0000,0.0143,0.0000,0.0000,0.0000,0.0312,0.0000,60.7340,3.8359,0.0312,0.0235,0.0143,0.0312,0.0000,0.0000,0.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.4105,0.0235,0.5372
6,6,237.7195,1.5048,1.2211,0.1994,0.5374,0.0294,0.0234,0.0237,0.0000,0.0000,0.0143,0.0000,0.0000,0.0000,0.0393,0.0137,61.0075,4.5835,0.0461,0.0316,0.0143,0.0461,0.0000,0.0000,0.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.7683,0.0316,0.7902
7,7,237.4016,1.3944,1.3874,0.4165,0.6666,0.0237,0.0436,0.0237,0.0000,0.0000,0.0143,0.0000,0.0000,0.0000,0.0466,0.0137,61.1384,5.2269,0.0532,0.0392,0.0143,0.0532,0.0000,0.0000,0.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0340,0.0392,0.9834
8,8,235.2188,1.9458,0.9265,0.4414,3.0037,0.1403,0.7195,0.1579,0.0000,0.0000,0.0142,0.0143,0.0000,0.0000,0.0603,0.0137,125.7841,6.1510,0.0667,0.6908,0.0231,0.0667,0.0000,0.0000,0.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.3171,0.1913,1.0713
9,9,234.2546,2.4918,1.3988,0.5551,3.0037,0.1066,0.6494,0.2640,0.0000,0.0000,0.0234,0.0143,0.0000,0.0000,0.0603,0.0230,126.1250,6.9151,0.0733,0.6908,0.0313,0.0733,0.0000,0.0000,0.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.5079,0.1913,1.3132
10,10,232.6670,3.3375,1.7830,0.7279,3.4104,0.1305,0.6698,0.3563,0.0000,0.0000,0.0315,0.0143,0.0000,0.0000,0.0923,0.0230,126.9458,7.5348,0.1046,0.7464,0.0389,0.1046,0.0000,0.0000,0.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.6841,0.2194,1.4679
11,11,231.0323,4.0894,2.4949,0.9406,3.6545,0.1587,0.6419,0.4392,0.0000,0.0000,0.0147,0.0313,0.0000,0.0000,0.0949,0.0532,127.5003,8.2925,0.1313,0.7785,0.0389,0.1313,0.0000,0.0000,0.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.9330,0.2362,1.6366
