,day,susceptible,exposed,infected,removed,susceptible-in-quarantine,exposed-in-quarantine,infected-in-quarantine,removed-in-quarantine,susceptible-in-quarantine-external-1,exposed-in-quarantine-external-1,infected-in-quarantine-external-1,removed-in-quarantine-external-1,susceptible-in-quarantine-external-2,exposed-in-quarantine-external-2,infected-in-quarantine-external-2,removed-in-quarantine-external-2,num-of-screened-students,num-of-screened-students-external-1,num-of-screened-students-external-2,num-of-positive-students,num-of-positive-students-external-1,num-of-positive-students-external-2,num-infected-outside,num-of-classroom-in-quarantine,classroom-with-at-least-one-infected
0,0.0000,240.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,1.0000,229.5226,0.5025,0.5276,0.0000,8.6884,0.0000,0.4573,0.0000,0.0000,0.0000,0.0000,0.0000,0.2864,0.0000,0.0151,0.0000,119.8492,0.7236,0.0151,0.4573,0.0000,0.0151,0.0000,0.4724,1.0000
2,2.0000,229.0402,0.7487,0.6080,0.0553,8.6884,0.0000,0.4020,0.0553,0.0905,0.0050,0.0050,0.0000,0.2864,0.0000,0.0151,0.0000,119.8492,1.4472,0.0151,0.4573,0.0050,0.0151,0.0000,0.4774,0.9196
3,3.0000,228.4271,1.0754,0.7186,0.1307,8.6884,0.0000,0.3367,0.1206,0.0905,0.0050,0.0050,0.0000,0.3819,0.0000,0.0151,0.0050,119.8492,2.2312,0.0201,0.4573,0.0050,0.0201,0.0000,0.4824,0.8191
4,4.0000,227.5075,1.3819,0.9196,0.2412,8.6884,0.0000,0.2965,0.1608,0.0905,0.0000,0.0101,0.0000,0.6332,0.0101,0.0402,0.0201,119.8492,2.9698,0.0352,0.4573,0.0050,0.0352,0.0000,0.4975,0.7839
5,5.0000,226.6432,1.6382,1.1005,0.3668,8.6884,0.0000,0.2714,0.1859,0.1508,0.0251,0.0251,0.0000,0.7940,0.0201,0.0603,0.0302,119.8492,3.6834,0.0452,0.4573,0.0101,0.0452,0.0000,0.5126,0.7789
6,6.0000,226.4422,1.1357,1.3367,0.5327,8.6884,0.0000,0.2412,0.2161,0.2663,0.0452,0.0754,0.0151,0.8794,0.0251,0.0653,0.0352,119.8492,4.4070,0.0503,0.4573,0.0201,0.0503,0.0000,0.5276,0.7588
7,7.0000,226.2915,0.7739,1.3719,0.7085,8.6884,0.0000,0.2211,0.2362,0.3116,0.0503,0.1005,0.0402,0.9849,0.0352,0.1256,0.0603,119.8492,5.0704,0.0603,0.4573,0.0251,0.0603,0.0000,0.5427,0.7789
8,8.0000,220.5226,0.2211,0.1407,0.2211,14.1457,0.4623,1.4372,0.9397,0.3116,0.0302,0.1106,0.0503,1.1759,0.0251,0.1357,0.0704,234.3216,5.6834,0.0704,1.1357,0.0251,0.0704,0.0000,0.9447,0.7889
9,9.0000,220.3970,0.2764,0.1910,0.2412,14.1457,0.3518,1.3618,1.1256,0.3116,0.0302,0.0955,0.0653,1.1759,0.0251,0.1307,0.0754,234.3216,6.3568,0.0704,1.1357,0.0251,0.0704,0.0000,0.9447,0.7437
