,trace,day,type
0,0,11,School screening
1,1,8,External screening
2,2,4,School screening
3,3,10,External screening
4,4,11,School screening
5,5,4,School screening
6,6,4,School screening
7,7,9,External screening
8,8,6,External screening
9,9,5,External screening
10,10,4,School screening
11,11,10,External screening
12,12,7,External screening
13,13,4,School screening
14,14,4,School screening
15,15,7,External screening
16,16,8,External screening
17,17,11,School screening
18,18,4,School screening
19,19,4,School screening
20,20,10,External screening
21,21,4,School screening
22,22,6,External screening
23,23,4,School screening
24,24,10,External screening
25,25,10,External screening
26,26,11,School screening
27,27,4,School screening
28,28,11,School screening
29,29,4,School screening
30,30,11,School screening
31,31,4,School screening
32,32,4,School screening
33,33,4,School screening
34,34,4,School screening
35,35,4,School screening
36,36,6,External screening
37,37,4,School screening
38,38,6,External screening
39,39,4,School screening
40,40,6,External screening
41,41,4,School screening
42,42,4,School screening
43,43,8,External screening
44,44,4,School screening
45,45,6,External screening
46,46,2,External screening
47,47,11,School screening
48,48,7,External screening
49,49,11,School screening
50,50,4,School screening
51,51,4,School screening
52,52,4,School screening
53,53,4,School screening
54,54,4,School screening
55,55,11,School screening
56,56,4,School screening
57,57,10,External screening
58,58,5,External screening
59,59,6,External screening
60,60,11,School screening
61,61,4,School screening
62,62,6,External screening
63,63,11,School screening
64,64,4,School screening
65,65,4,School screening
66,66,11,School screening
67,67,4,School screening
68,68,4,School screening
69,69,4,School screening
70,70,11,School screening
71,71,4,School screening
72,72,4,School screening
73,73,4,School screening
74,74,4,School screening
75,75,4,School screening
76,76,9,External screening
77,77,4,School screening
78,78,4,School screening
79,79,4,School screening
80,80,5,External screening
81,81,8,External screening
82,82,11,School screening
83,83,11,School screening
84,84,4,School screening
85,85,4,School screening
86,86,11,School screening
87,87,4,School screening
88,88,4,School screening
89,89,4,School screening
90,90,11,School screening
91,91,11,School screening
92,92,4,School screening
93,93,9,External screening
94,94,4,School screening
95,95,11,School screening
96,96,4,School screening
97,97,11,School screening
98,98,10,External screening
99,99,4,School screening
100,100,4,School screening
101,101,4,School screening
102,102,4,School screening
103,103,8,External screening
104,104,11,School screening
105,105,9,External screening
106,106,4,School screening
107,107,7,External screening
108,108,4,School screening
109,109,4,School screening
110,110,4,School screening
111,111,4,School screening
112,112,7,External screening
113,113,4,School screening
114,114,4,School screening
115,115,4,School screening
116,116,4,School screening
117,117,10,External screening
118,118,4,School screening
119,119,10,External screening
120,120,4,School screening
121,121,10,External screening
122,122,4,School screening
123,123,4,External screening
124,124,4,School screening
125,125,11,School screening
126,126,8,External screening
127,127,4,School screening
128,128,4,External screening
129,129,8,External screening
130,130,8,External screening
131,131,7,External screening
132,132,4,School screening
133,133,4,School screening
134,134,11,School screening
135,135,11,School screening
136,136,4,External screening
137,137,3,External screening
138,138,4,School screening
139,139,4,School screening
140,140,11,School screening
141,141,4,School screening
142,142,4,School screening
143,143,3,External screening
144,144,4,School screening
145,145,4,School screening
146,146,4,School screening
147,147,7,External screening
148,148,4,School screening
149,149,4,School screening
150,150,6,External screening
151,151,6,External screening
152,152,4,School screening
153,153,4,School screening
154,154,4,School screening
155,155,4,School screening
156,156,5,External screening
157,157,10,External screening
158,158,4,School screening
159,159,4,School screening
160,160,4,School screening
161,161,10,External screening
162,162,4,School screening
163,163,9,External screening
164,164,6,External screening
165,165,4,School screening
166,166,11,School screening
167,167,4,School screening
168,168,8,External screening
169,169,4,School screening
170,170,11,School screening
171,171,4,School screening
172,172,11,School screening
173,173,4,School screening
174,174,4,School screening
175,175,4,School screening
176,176,4,School screening
177,177,4,School screening
178,178,11,School screening
179,179,4,School screening
180,180,4,School screening
181,181,4,School screening
182,182,4,School screening
183,183,4,School screening
184,184,4,School screening
185,185,4,School screening
186,186,9,External screening
187,187,11,School screening
188,188,4,School screening
189,189,11,School screening
190,190,6,External screening
191,191,4,School screening
192,192,4,School screening
193,193,4,School screening
194,194,6,External screening
195,195,4,School screening
196,196,4,School screening
197,197,4,School screening
198,198,4,School screening
199,199,4,School screening
