,day,final_infected,type_pretty
60,60,265,0%
121,60,258,0%
182,60,267,0%
243,60,266,0%
304,60,267,0%
365,60,271,0%
426,60,266,0%
487,60,266,0%
548,60,273,0%
609,60,273,0%
670,60,268,0%
731,60,258,0%
792,60,266,0%
853,60,267,0%
914,60,261,0%
975,60,262,0%
1036,60,265,0%
1097,60,266,0%
1158,60,260,0%
1219,60,264,0%
1280,60,266,0%
1341,60,262,0%
1402,60,266,0%
1463,60,266,0%
1524,60,268,0%
1585,60,262,0%
1646,60,266,0%
1707,60,263,0%
1768,60,264,0%
1829,60,264,0%
1890,60,261,0%
1951,60,269,0%
2012,60,267,0%
2073,60,268,0%
2134,60,274,0%
2195,60,265,0%
2256,60,270,0%
2317,60,265,0%
2378,60,264,0%
2439,60,264,0%
2500,60,264,0%
2561,60,273,0%
2622,60,263,0%
2683,60,264,0%
2744,60,264,0%
2805,60,267,0%
2866,60,266,0%
2927,60,265,0%
2988,60,265,0%
3049,60,265,0%
3110,60,260,0%
3171,60,262,0%
3232,60,261,0%
3293,60,266,0%
3354,60,262,0%
3415,60,271,0%
3476,60,258,0%
3537,60,260,0%
3598,60,268,0%
3659,60,268,0%
3720,60,262,0%
3781,60,267,0%
3842,60,270,0%
3903,60,262,0%
3964,60,265,0%
4025,60,262,0%
4086,60,264,0%
4147,60,270,0%
4208,60,267,0%
4269,60,272,0%
4330,60,267,0%
4391,60,271,0%
4452,60,266,0%
4513,60,267,0%
4574,60,265,0%
4635,60,261,0%
4696,60,263,0%
4757,60,262,0%
4818,60,263,0%
4879,60,264,0%
4940,60,269,0%
5001,60,267,0%
5062,60,267,0%
5123,60,266,0%
5184,60,266,0%
5245,60,264,0%
5306,60,265,0%
5367,60,271,0%
5428,60,269,0%
5489,60,267,0%
5550,60,265,0%
5611,60,260,0%
5672,60,265,0%
5733,60,263,0%
5794,60,261,0%
5855,60,268,0%
5916,60,262,0%
5977,60,265,0%
6038,60,267,0%
6099,60,263,0%
6160,60,266,0%
6221,60,264,0%
6282,60,265,0%
6343,60,265,0%
6404,60,273,0%
6465,60,265,0%
6526,60,264,0%
6587,60,266,0%
6648,60,265,0%
6709,60,260,0%
6770,60,265,0%
6831,60,265,0%
6892,60,264,0%
6953,60,267,0%
7014,60,263,0%
7075,60,268,0%
7136,60,271,0%
7197,60,266,0%
7258,60,269,0%
7319,60,262,0%
7380,60,262,0%
7441,60,267,0%
7502,60,261,0%
7563,60,264,0%
7624,60,261,0%
7685,60,266,0%
7746,60,264,0%
7807,60,264,0%
7868,60,263,0%
7929,60,262,0%
7990,60,260,0%
8051,60,265,0%
8112,60,265,0%
8173,60,268,0%
8234,60,259,0%
8295,60,261,0%
8356,60,265,0%
8417,60,259,0%
8478,60,265,0%
8539,60,263,0%
8600,60,275,0%
8661,60,266,0%
8722,60,266,0%
8783,60,267,0%
8844,60,262,0%
8905,60,263,0%
8966,60,268,0%
9027,60,266,0%
9088,60,266,0%
9149,60,265,0%
9210,60,261,0%
9271,60,268,0%
9332,60,265,0%
9393,60,262,0%
9454,60,265,0%
9515,60,261,0%
9576,60,263,0%
9637,60,259,0%
9698,60,262,0%
9759,60,271,0%
9820,60,263,0%
9881,60,266,0%
9942,60,267,0%
10003,60,271,0%
10064,60,266,0%
10125,60,262,0%
10186,60,268,0%
10247,60,265,0%
10308,60,265,0%
10369,60,260,0%
10430,60,267,0%
10491,60,271,0%
10552,60,268,0%
10613,60,263,0%
10674,60,269,0%
10735,60,266,0%
10796,60,274,0%
10857,60,265,0%
10918,60,264,0%
10979,60,260,0%
11040,60,269,0%
11101,60,268,0%
11162,60,271,0%
11223,60,266,0%
11284,60,261,0%
11345,60,263,0%
11406,60,268,0%
11467,60,263,0%
11528,60,261,0%
11589,60,271,0%
11650,60,262,0%
11711,60,263,0%
11772,60,266,0%
11833,60,266,0%
11894,60,260,0%
11955,60,272,0%
12016,60,262,0%
12077,60,263,0%
12138,60,261,0%
12199,60,263,0%
12260,60,264,0%
12321,60,269,0%
12382,60,269,0%
12443,60,265,0%
12504,60,263,0%
12565,60,265,0%
12626,60,267,0%
12687,60,262,0%
12748,60,264,0%
12809,60,265,0%
12870,60,263,0%
12931,60,269,0%
12992,60,264,0%
13053,60,268,0%
13114,60,265,0%
13175,60,266,0%
13236,60,262,0%
13297,60,263,0%
13358,60,266,0%
13419,60,265,0%
13480,60,267,0%
13541,60,269,0%
13602,60,265,0%
13663,60,263,0%
13724,60,262,0%
13785,60,269,0%
13846,60,263,0%
13907,60,267,0%
13968,60,266,0%
14029,60,266,0%
14090,60,261,0%
14151,60,268,0%
14212,60,267,0%
14273,60,271,0%
14334,60,270,0%
14395,60,265,0%
14456,60,263,0%
14517,60,264,0%
14578,60,263,0%
14639,60,268,0%
14700,60,263,0%
14761,60,262,0%
14822,60,263,0%
14883,60,267,0%
14944,60,263,0%
15005,60,262,0%
15066,60,271,0%
15127,60,268,0%
15188,60,269,0%
15249,60,271,0%
15310,60,259,0%
15371,60,264,0%
15432,60,266,0%
15493,60,269,0%
15554,60,257,0%
15615,60,263,0%
15676,60,265,0%
15737,60,262,0%
15798,60,262,0%
15859,60,265,0%
15920,60,264,0%
15981,60,266,0%
16042,60,265,0%
16103,60,265,0%
16164,60,268,0%
16225,60,269,0%
16286,60,270,0%
16347,60,261,0%
16408,60,266,0%
16469,60,270,0%
16530,60,263,0%
16591,60,265,0%
16652,60,265,0%
16713,60,268,0%
16774,60,264,0%
16835,60,264,0%
16896,60,272,0%
16957,60,264,0%
17018,60,262,0%
17079,60,264,0%
17140,60,270,0%
17201,60,265,0%
17262,60,272,0%
17323,60,265,0%
17384,60,264,0%
17445,60,264,0%
17506,60,269,0%
17567,60,269,0%
17628,60,265,0%
17689,60,266,0%
17750,60,265,0%
17811,60,264,0%
17872,60,265,0%
17933,60,266,0%
17994,60,267,0%
18055,60,268,0%
18116,60,269,0%
18177,60,271,0%
18238,60,267,0%
18299,60,262,0%
18360,60,271,0%
18421,60,263,0%
18482,60,263,0%
18543,60,260,0%
18604,60,266,0%
18665,60,267,0%
18726,60,260,0%
18787,60,260,0%
18848,60,264,0%
18909,60,262,0%
18970,60,260,0%
19031,60,271,0%
19092,60,267,0%
19153,60,265,0%
19214,60,266,0%
19275,60,262,0%
19336,60,266,0%
19397,60,264,0%
19458,60,265,0%
19519,60,263,0%
19580,60,268,0%
19641,60,272,0%
19702,60,271,0%
19763,60,267,0%
19824,60,264,0%
19885,60,261,0%
19946,60,264,0%
20007,60,268,0%
20068,60,267,0%
20129,60,265,0%
20190,60,263,0%
20251,60,260,0%
20312,60,264,0%
20373,60,264,0%
20434,60,266,0%
20495,60,261,0%
20556,60,267,0%
20617,60,259,0%
20678,60,260,0%
20739,60,265,0%
20800,60,265,0%
20861,60,264,0%
20922,60,260,0%
20983,60,268,0%
21044,60,263,0%
21105,60,264,0%
21166,60,266,0%
21227,60,267,0%
21288,60,264,0%
21349,60,266,0%
21410,60,269,0%
21471,60,263,0%
21532,60,262,0%
21593,60,262,0%
21654,60,267,0%
21715,60,268,0%
21776,60,273,0%
21837,60,263,0%
21898,60,264,0%
21959,60,264,0%
22020,60,271,0%
22081,60,266,0%
22142,60,264,0%
22203,60,263,0%
22264,60,266,0%
22325,60,257,0%
22386,60,267,0%
22447,60,265,0%
22508,60,266,0%
22569,60,267,0%
22630,60,270,0%
22691,60,264,0%
22752,60,267,0%
22813,60,272,0%
22874,60,260,0%
22935,60,265,0%
22996,60,272,0%
23057,60,263,0%
23118,60,268,0%
23179,60,266,0%
23240,60,260,0%
23301,60,270,0%
23362,60,265,0%
23423,60,264,0%
23484,60,263,0%
23545,60,270,0%
23606,60,265,0%
23667,60,268,0%
23728,60,263,0%
23789,60,268,0%
23850,60,265,0%
23911,60,265,0%
23972,60,268,0%
24033,60,269,0%
24094,60,268,0%
24155,60,266,0%
24216,60,257,0%
24277,60,265,0%
24338,60,266,0%
24399,60,267,0%
24460,60,271,0%
24521,60,268,0%
24582,60,262,0%
24643,60,260,0%
24704,60,262,0%
24765,60,272,0%
24826,60,267,0%
24887,60,260,0%
24948,60,263,0%
25009,60,264,0%
25070,60,268,0%
25131,60,266,0%
25192,60,260,0%
25253,60,266,0%
25314,60,268,0%
25375,60,268,0%
25436,60,264,0%
25497,60,262,0%
25558,60,265,0%
25619,60,268,0%
25680,60,266,0%
25741,60,265,0%
25802,60,268,0%
25863,60,267,0%
25924,60,269,0%
25985,60,263,0%
26046,60,269,0%
26107,60,265,0%
26168,60,259,0%
26229,60,266,0%
26290,60,267,0%
26351,60,266,0%
26412,60,263,0%
26473,60,261,0%
26534,60,266,0%
26595,60,260,0%
26656,60,261,0%
