day	seedRun	susceptible	exposed	infected	removed	susceptible-in-quarantine	exposed-in-quarantine	infected-in-quarantine	removed-in-quarantine	susceptible-in-quarantine-external-1	exposed-in-quarantine-external-1	infected-in-quarantine-external-1	removed-in-quarantine-external-1	susceptible-in-quarantine-external-2	exposed-in-quarantine-external-2	infected-in-quarantine-external-2	removed-in-quarantine-external-2	num-of-screened-agents	num-of-screened-agents-external-1	num-of-screened-agents-external-2	num-of-positive-agents	num-of-positive-agents-external-1	num-of-positive-agents-external-2	num-vaccinated	num-immunized	num-immunized-in-quarantine	num-immunized-in-quarantine-external-1	num-immunized-in-quarantine-external-2	num-infected-outside	classroom-in-quarantine	num-of-classroom-in-quarantine	classroom-with-at-least-one-infected
0	123456947	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	35	0	0	0	0	[]	0	0
1	123456947	246	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	35	0	0	0	9	[]	0	0
2	123456947	234	19	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	50	35	0	0	0	14	[]	0	1
3	123456947	216	30	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	50	35	0	0	0	21	[]	0	4
4	123456947	192	48	13	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	50	35	0	0	0	26	[]	0	7
5	123456947	169	56	24	6	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	50	35	0	0	0	27	[]	0	8
6	123456947	165	41	39	10	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	50	35	0	0	0	31	[]	0	10
7	123456947	164	33	45	13	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	50	35	0	0	0	32	[]	0	11
8	123456947	126	63	48	18	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	50	35	0	0	0	32	[]	0	11
9	123456947	95	79	55	25	0	0	0	0	0	0	0	0	0	0	1	0	0	4	1	0	0	1	50	35	0	0	0	35	[]	0	11
10	123456947	62	91	67	33	0	0	0	0	0	0	0	0	0	0	2	0	0	4	2	0	0	2	50	35	0	0	0	39	[]	0	12
11	123456947	34	85	97	36	0	0	0	0	0	0	0	0	0	0	3	0	0	4	3	0	0	3	50	35	0	0	0	40	[]	0	12
12	123456947	18	77	108	49	0	0	0	0	0	0	0	0	0	0	2	1	0	4	3	0	0	3	50	35	0	0	0	41	[]	0	12
13	123456947	17	56	117	62	0	0	0	0	0	0	0	0	0	0	1	2	0	5	3	0	0	3	50	35	0	0	0	42	[]	0	12
14	123456947	17	43	116	75	0	0	0	0	0	0	0	0	0	0	2	2	0	5	4	0	0	4	50	35	0	0	0	42	[]	0	12
15	123456947	8	40	107	94	0	0	0	0	0	0	1	0	0	0	2	3	0	6	5	0	1	5	50	35	0	0	0	42	[]	0	12
16	123456947	5	33	94	116	0	0	0	0	0	0	1	0	0	0	3	3	0	6	6	0	1	6	50	35	0	0	0	42	[]	0	12
17	123456947	3	27	83	135	0	0	0	0	0	0	1	0	0	0	1	5	0	6	6	0	1	6	50	35	0	0	0	42	[]	0	12
18	123456947	0	17	86	145	0	0	0	0	0	0	1	0	0	0	1	5	0	6	6	0	1	6	50	35	0	0	0	42	[]	0	12
19	123456947	0	13	79	155	0	0	0	0	0	0	1	0	0	0	2	5	0	7	7	0	1	7	50	35	0	0	0	42	[]	0	12
20	123456947	0	8	69	170	0	0	0	0	0	0	1	0	0	0	2	5	0	9	7	0	1	7	50	35	0	0	0	42	[]	0	12
21	123456947	0	5	69	173	0	0	0	0	0	0	1	0	0	0	2	5	0	10	7	0	1	7	50	35	0	0	0	42	[]	0	12
22	123456947	0	5	61	181	0	0	0	0	0	0	1	0	0	0	2	5	0	11	7	0	1	7	50	35	0	0	0	42	[]	0	12
23	123456947	0	4	52	191	0	0	0	0	0	0	1	0	0	0	2	5	0	11	8	0	1	8	50	35	0	0	0	42	[]	0	12
24	123456947	0	4	47	197	0	0	0	0	0	0	1	0	0	0	2	4	0	11	8	0	1	8	50	35	0	0	0	42	[]	0	12
25	123456947	0	3	43	202	0	0	0	0	0	0	1	0	0	0	3	3	0	12	9	0	1	9	50	35	0	0	0	42	[]	0	12
26	123456947	0	2	37	208	0	0	0	0	0	0	2	0	0	0	3	3	0	13	9	0	2	9	50	35	0	0	0	42	[]	0	12
27	123456947	0	1	31	215	0	0	0	0	0	0	2	0	0	0	3	3	0	13	9	0	2	9	50	35	0	0	0	42	[]	0	12
28	123456947	0	0	30	218	0	0	0	0	0	0	1	1	0	0	2	3	0	13	9	0	2	9	50	35	0	0	0	42	[]	0	11
29	123456947	0	0	25	225	0	0	0	0	0	0	1	0	0	0	1	3	0	15	9	0	2	9	50	35	0	0	0	42	[]	0	11
30	123456947	0	0	18	232	0	0	0	0	0	0	1	0	0	0	2	2	0	15	10	0	2	10	50	35	0	0	0	42	[]	0	10
31	123456947	0	0	16	234	0	0	0	0	0	0	1	0	0	0	1	3	0	16	10	0	2	10	50	35	0	0	0	42	[]	0	9
32	123456947	0	0	13	237	0	0	0	0	0	0	1	0	0	0	1	3	0	17	10	0	2	10	50	35	0	0	0	42	[]	0	9
33	123456947	0	0	12	239	0	0	0	0	0	0	1	0	0	0	0	3	0	17	10	0	2	10	50	35	0	0	0	42	[]	0	8
34	123456947	0	0	8	243	0	0	0	0	0	0	1	0	0	0	0	3	0	20	10	0	2	10	50	35	0	0	0	42	[]	0	6
35	123456947	0	0	7	244	0	0	0	0	0	0	1	0	0	0	0	3	0	20	10	0	2	10	50	35	0	0	0	42	[]	0	6
36	123456947	0	0	7	244	0	0	0	0	0	0	0	1	0	0	0	3	0	20	10	0	2	10	50	35	0	0	0	42	[]	0	5
37	123456947	0	0	6	246	0	0	0	0	0	0	0	1	0	0	0	2	0	20	10	0	2	10	50	35	0	0	0	42	[]	0	4
