,day,infected,type,type_pretty
0,0.0,0.0,Infected,0%
1,1.0,0.0,Infected,0%
2,2.0,0.0842,Infected,0%
3,3.0,0.2645,Infected,0%
4,4.0,0.5311,Infected,0%
5,5.0,1.0461,Infected,0%
6,6.0,1.7715,Infected,0%
7,7.0,2.1683,Infected,0%
8,8.0,2.5391,Infected,0%
9,9.0,3.5852,Infected,0%
10,10.0,5.1202999999999985,Infected,0%
11,11.0,7.144199999999999,Infected,0%
12,12.0,9.7714,Infected,0%
13,13.0,12.7576,Infected,0%
14,14.0,14.412799999999999,Infected,0%
15,15.0,14.7636,Infected,0%
16,16.0,16.8437,Infected,0%
17,17.0,19.6634,Infected,0%
18,18.0,23.322699999999998,Infected,0%
19,19.0,27.637300000000003,Infected,0%
20,20.0,32.3988,Infected,0%
21,21.0,34.4208,Infected,0%
22,22.0,34.458999999999996,Infected,0%
23,23.0,36.863800000000005,Infected,0%
24,24.0,40.20839999999999,Infected,0%
25,25.0,44.2465,Infected,0%
26,26.0,48.2886,Infected,0%
27,27.0,52.0161,Infected,0%
28,28.0,52.30460000000001,Infected,0%
29,29.0,50.76950000000001,Infected,0%
30,30.0,51.4228,Infected,0%
31,31.0,52.7615,Infected,0%
32,32.0,54.2245,Infected,0%
33,33.0,55.418899999999994,Infected,0%
34,34.0,56.220499999999994,Infected,0%
35,35.0,54.561099999999996,Infected,0%
36,36.0,51.4328,Infected,0%
37,37.0,49.5471,Infected,0%
38,38.0,48.24249999999999,Infected,0%
39,39.0,46.76950000000001,Infected,0%
40,40.0,45.6793,Infected,0%
41,41.0,44.32459999999999,Infected,0%
42,42.0,41.87970000000001,Infected,0%
43,43.0,38.5249,Infected,0%
44,44.0,35.9178,Infected,0%
45,45.0,33.8798,Infected,0%
46,46.0,31.8676,Infected,0%
47,47.0,30.2384,Infected,0%
48,48.0,28.334699999999998,Infected,0%
49,49.0,26.2024,Infected,0%
50,50.0,23.901799999999998,Infected,0%
51,51.0,21.9359,Infected,0%
52,52.0,20.204300000000003,Infected,0%
53,53.0,18.7275,Infected,0%
54,54.0,17.328500000000002,Infected,0%
55,55.0,16.2545,Infected,0%
56,56.0,14.885699999999998,Infected,0%
57,57.0,13.537199999999999,Infected,0%
58,58.0,12.3767,Infected,0%
59,59.0,11.4429,Infected,0%
60,60.0,10.741399999999999,Infected,0%
61,0.0,0.0,Infected,10%
62,1.0,0.0,Infected,10%
63,2.0,0.0761,Infected,10%
64,3.0,0.2185,Infected,10%
65,4.0,0.4569,Infected,10%
66,5.0,0.8557,Infected,10%
67,6.0,1.3888,Infected,10%
68,7.0,1.7815,Infected,10%
69,8.0,2.0781,Infected,10%
70,9.0,2.933899999999999,Infected,10%
71,10.0,4.2744,Infected,10%
72,11.0,6.090000000000002,Infected,10%
73,12.0,8.3967,Infected,10%
74,13.0,11.084100000000001,Infected,10%
75,14.0,12.4128,Infected,10%
76,15.0,12.8798,Infected,10%
77,16.0,14.4669,Infected,10%
78,17.0,16.9537,Infected,10%
79,18.0,20.0761,Infected,10%
80,19.0,23.653299999999998,Infected,10%
81,20.0,27.461,Infected,10%
82,21.0,29.0702,Infected,10%
83,22.0,29.074000000000005,Infected,10%
84,23.0,31.02,Infected,10%
85,24.0,33.75140000000001,Infected,10%
86,25.0,37.5511,Infected,10%
87,26.0,41.260400000000004,Infected,10%
88,27.0,44.994,Infected,10%
89,28.0,45.422900000000006,Infected,10%
90,29.0,44.176300000000005,Infected,10%
91,30.0,45.1543,Infected,10%
92,31.0,46.921800000000005,Infected,10%
93,32.0,49.0101,Infected,10%
94,33.0,50.6995,Infected,10%
95,34.0,52.1884,Infected,10%
96,35.0,51.34069999999999,Infected,10%
97,36.0,48.531,Infected,10%
98,37.0,47.18449999999999,Infected,10%
99,38.0,47.001999999999995,Infected,10%
100,39.0,46.2263,Infected,10%
101,40.0,45.849799999999995,Infected,10%
102,41.0,45.543,Infected,10%
103,42.0,43.1262,Infected,10%
104,43.0,39.9521,Infected,10%
105,44.0,37.4491,Infected,10%
106,45.0,35.4649,Infected,10%
107,46.0,33.9581,Infected,10%
108,47.0,32.5611,Infected,10%
109,48.0,31.142200000000003,Infected,10%
110,49.0,29.2205,Infected,10%
111,50.0,26.841900000000003,Infected,10%
112,51.0,24.921799999999998,Infected,10%
113,52.0,23.2484,Infected,10%
114,53.0,21.8216,Infected,10%
115,54.0,20.512999999999998,Infected,10%
116,55.0,19.2906,Infected,10%
117,56.0,17.6854,Infected,10%
118,57.0,16.1343,Infected,10%
119,58.0,14.950000000000001,Infected,10%
120,59.0,14.050099999999999,Infected,10%
121,60.0,13.052200000000001,Infected,10%
122,0.0,0.0,Infected,40%
123,1.0,0.0,Infected,40%
124,2.0,0.0621,Infected,40%
125,3.0,0.1403,Infected,40%
126,4.0,0.2965,Infected,40%
127,5.0,0.521,Infected,40%
128,6.0,0.8336,Infected,40%
129,7.0,1.1002,Infected,40%
130,8.0,1.3187,Infected,40%
131,9.0,1.7655,Infected,40%
132,10.0,2.3947999999999996,Infected,40%
133,11.0,3.2485999999999997,Infected,40%
134,12.0,4.3987,Infected,40%
135,13.0,5.6753,Infected,40%
136,14.0,6.338699999999999,Infected,40%
137,15.0,6.633299999999999,Infected,40%
138,16.0,7.5371,Infected,40%
139,17.0,8.895800000000001,Infected,40%
140,18.0,10.549100000000001,Infected,40%
141,19.0,12.432900000000002,Infected,40%
142,20.0,14.386799999999997,Infected,40%
143,21.0,15.08,Infected,40%
