,day,final_infected,type_pretty
42211,60,266,10%
42272,60,249,10%
42333,60,260,10%
42394,60,213,10%
42455,60,256,10%
42516,60,253,10%
42577,60,227,10%
42638,60,245,10%
42699,60,257,10%
42760,60,256,10%
42821,60,224,10%
42882,60,240,10%
42943,60,258,10%
43004,60,255,10%
43065,60,216,10%
43126,60,254,10%
43187,60,243,10%
43248,60,212,10%
43309,60,245,10%
43370,60,170,10%
43431,60,268,10%
43492,60,247,10%
43553,60,215,10%
43614,60,252,10%
43675,60,249,10%
43736,60,242,10%
43797,60,249,10%
43858,60,202,10%
43919,60,228,10%
43980,60,214,10%
44041,60,254,10%
44102,60,255,10%
44163,60,246,10%
44224,60,261,10%
44285,60,255,10%
44346,60,254,10%
44407,60,252,10%
44468,60,218,10%
44529,60,211,10%
44590,60,254,10%
44651,60,227,10%
44712,60,220,10%
44773,60,235,10%
44834,60,256,10%
44895,60,213,10%
44956,60,227,10%
45017,60,246,10%
45078,60,251,10%
45139,60,218,10%
45200,60,243,10%
45261,60,242,10%
45322,60,198,10%
45383,60,149,10%
45444,60,229,10%
45505,60,255,10%
45566,60,233,10%
45627,60,234,10%
45688,60,225,10%
45749,60,201,10%
45810,60,227,10%
45871,60,253,10%
45932,60,238,10%
45993,60,250,10%
46054,60,237,10%
46115,60,245,10%
46176,60,208,10%
46237,60,130,10%
46298,60,270,10%
46359,60,230,10%
46420,60,184,10%
46481,60,247,10%
46542,60,243,10%
46603,60,240,10%
46664,60,223,10%
46725,60,262,10%
46786,60,235,10%
46847,60,221,10%
46908,60,196,10%
46969,60,240,10%
47030,60,256,10%
47091,60,270,10%
47152,60,225,10%
47213,60,250,10%
47274,60,265,10%
47335,60,184,10%
47396,60,177,10%
47457,60,232,10%
47518,60,233,10%
47579,60,260,10%
47640,60,234,10%
47701,60,255,10%
47762,60,248,10%
47823,60,185,10%
47884,60,245,10%
47945,60,243,10%
48006,60,246,10%
48067,60,253,10%
48128,60,262,10%
48189,60,242,10%
48250,60,237,10%
48311,60,244,10%
48372,60,247,10%
48433,60,232,10%
48494,60,208,10%
48555,60,228,10%
48616,60,239,10%
48677,60,238,10%
48738,60,259,10%
48799,60,242,10%
48860,60,256,10%
48921,60,248,10%
48982,60,241,10%
49043,60,255,10%
49104,60,201,10%
49165,60,210,10%
49226,60,240,10%
49287,60,256,10%
49348,60,218,10%
49409,60,264,10%
49470,60,237,10%
49531,60,255,10%
49592,60,259,10%
49653,60,216,10%
49714,60,251,10%
49775,60,209,10%
49836,60,256,10%
49897,60,255,10%
49958,60,239,10%
50019,60,231,10%
50080,60,248,10%
50141,60,241,10%
50202,60,161,10%
50263,60,250,10%
50324,60,243,10%
50385,60,229,10%
50446,60,262,10%
50507,60,256,10%
50568,60,257,10%
50629,60,260,10%
50690,60,248,10%
50751,60,255,10%
50812,60,234,10%
50873,60,256,10%
50934,60,223,10%
50995,60,218,10%
51056,60,249,10%
51117,60,240,10%
51178,60,227,10%
51239,60,260,10%
51300,60,244,10%
51361,60,260,10%
51422,60,247,10%
51483,60,232,10%
51544,60,241,10%
51605,60,256,10%
51666,60,257,10%
51727,60,243,10%
51788,60,238,10%
51849,60,245,10%
51910,60,241,10%
51971,60,234,10%
52032,60,217,10%
52093,60,233,10%
52154,60,237,10%
52215,60,253,10%
52276,60,262,10%
52337,60,140,10%
52398,60,213,10%
52459,60,242,10%
52520,60,227,10%
52581,60,147,10%
52642,60,249,10%
52703,60,235,10%
52764,60,224,10%
52825,60,229,10%
52886,60,235,10%
52947,60,212,10%
53008,60,223,10%
53069,60,192,10%
53130,60,248,10%
53191,60,244,10%
53252,60,226,10%
53313,60,207,10%
53374,60,224,10%
53435,60,245,10%
53496,60,224,10%
53557,60,201,10%
53618,60,245,10%
53679,60,243,10%
53740,60,249,10%
53801,60,217,10%
53862,60,240,10%
53923,60,254,10%
53984,60,217,10%
54045,60,262,10%
54106,60,245,10%
54167,60,236,10%
54228,60,249,10%
54289,60,231,10%
54350,60,254,10%
54411,60,197,10%
54472,60,245,10%
54533,60,232,10%
54594,60,240,10%
54655,60,161,10%
54716,60,247,10%
54777,60,226,10%
54838,60,259,10%
54899,60,246,10%
54960,60,171,10%
55021,60,230,10%
55082,60,251,10%
55143,60,238,10%
55204,60,248,10%
55265,60,252,10%
55326,60,251,10%
55387,60,221,10%
55448,60,228,10%
55509,60,202,10%
55570,60,238,10%
55631,60,216,10%
55692,60,261,10%
55753,60,230,10%
55814,60,252,10%
55875,60,223,10%
55936,60,76,10%
55997,60,262,10%
56058,60,210,10%
56119,60,237,10%
56180,60,251,10%
56241,60,238,10%
56302,60,242,10%
56363,60,245,10%
56424,60,248,10%
56485,60,250,10%
56546,60,240,10%
56607,60,245,10%
56668,60,235,10%
56729,60,245,10%
56790,60,249,10%
56851,60,217,10%
56912,60,205,10%
56973,60,202,10%
57034,60,210,10%
57095,60,228,10%
57156,60,255,10%
57217,60,253,10%
57278,60,252,10%
57339,60,97,10%
57400,60,251,10%
57461,60,230,10%
57522,60,240,10%
57583,60,236,10%
57644,60,210,10%
57705,60,246,10%
57766,60,241,10%
57827,60,194,10%
57888,60,266,10%
57949,60,228,10%
58010,60,225,10%
58071,60,248,10%
58132,60,252,10%
58193,60,210,10%
58254,60,237,10%
58315,60,244,10%
58376,60,215,10%
58437,60,235,10%
58498,60,263,10%
58559,60,240,10%
58620,60,222,10%
58681,60,187,10%
58742,60,248,10%
58803,60,211,10%
58864,60,224,10%
58925,60,252,10%
58986,60,262,10%
59047,60,251,10%
59108,60,256,10%
59169,60,143,10%
59230,60,220,10%
59291,60,221,10%
59352,60,268,10%
59413,60,211,10%
59474,60,222,10%
59535,60,218,10%
59596,60,228,10%
59657,60,242,10%
59718,60,261,10%
59779,60,260,10%
59840,60,256,10%
59901,60,237,10%
59962,60,260,10%
60023,60,242,10%
60084,60,253,10%
60145,60,246,10%
60206,60,268,10%
60267,60,254,10%
60328,60,242,10%
60389,60,259,10%
60450,60,235,10%
60511,60,223,10%
60572,60,231,10%
60633,60,205,10%
60694,60,213,10%
60755,60,232,10%
60816,60,263,10%
60877,60,244,10%
60938,60,214,10%
60999,60,248,10%
61060,60,141,40%
61121,60,222,40%
61182,60,215,40%
61243,60,207,40%
61304,60,148,40%
61365,60,191,40%
61426,60,198,40%
61487,60,192,40%
61548,60,190,40%
61609,60,214,40%
61670,60,238,40%
61731,60,170,40%
61792,60,157,40%
61853,60,197,40%
61914,60,216,40%
61975,60,212,40%
62036,60,196,40%
62097,60,191,40%
62158,60,219,40%
62219,60,200,40%
62280,60,163,40%
62341,60,129,40%
62402,60,146,40%
62463,60,211,40%
62524,60,222,40%
62585,60,242,40%
62646,60,233,40%
62707,60,172,40%
62768,60,175,40%
62829,60,238,40%
62890,60,219,40%
62951,60,153,40%
63012,60,215,40%
63073,60,201,40%
63134,60,203,40%
63195,60,234,40%
63256,60,214,40%
63317,60,127,40%
63378,60,131,40%
63439,60,233,40%
63500,60,192,40%
63561,60,163,40%
63622,60,101,40%
63683,60,162,40%
63744,60,234,40%
63805,60,173,40%
63866,60,210,40%
63927,60,151,40%
63988,60,168,40%
64049,60,150,40%
64110,60,187,40%
64171,60,114,40%
64232,60,144,40%
64293,60,205,40%
64354,60,230,40%
64415,60,174,40%
64476,60,207,40%
64537,60,131,40%
64598,60,173,40%
64659,60,190,40%
64720,60,121,40%
64781,60,227,40%
64842,60,192,40%
64903,60,176,40%
64964,60,87,40%
65025,60,100,40%
65086,60,207,40%
65147,60,141,40%
65208,60,188,40%
65269,60,181,40%
65330,60,207,40%
65391,60,161,40%
65452,60,174,40%
65513,60,224,40%
65574,60,186,40%
65635,60,203,40%
65696,60,226,40%
65757,60,187,40%
65818,60,167,40%
65879,60,188,40%
65940,60,222,40%
66001,60,144,40%
66062,60,191,40%
66123,60,180,40%
66184,60,139,40%
66245,60,200,40%
66306,60,174,40%
66367,60,218,40%
66428,60,183,40%
66489,60,208,40%
66550,60,143,40%
66611,60,23,40%
66672,60,225,40%
66733,60,193,40%
66794,60,196,40%
66855,60,144,40%
66916,60,169,40%
66977,60,99,40%
67038,60,158,40%
67099,60,110,40%
67160,60,138,40%
67221,60,177,40%
67282,60,219,40%
67343,60,227,40%
67404,60,176,40%
67465,60,199,40%
67526,60,189,40%
67587,60,211,40%
67648,60,175,40%
67709,60,178,40%
67770,60,141,40%
67831,60,201,40%
67892,60,121,40%
67953,60,207,40%
68014,60,161,40%
68075,60,209,40%
68136,60,184,40%
68197,60,190,40%
68258,60,216,40%
68319,60,191,40%
68380,60,212,40%
68441,60,221,40%
68502,60,190,40%
68563,60,164,40%
68624,60,130,40%
68685,60,161,40%
68746,60,216,40%
68807,60,42,40%
68868,60,212,40%
68929,60,144,40%
68990,60,162,40%
69051,60,229,40%
69112,60,217,40%
69173,60,218,40%
69234,60,196,40%
69295,60,58,40%
69356,60,202,40%
69417,60,147,40%
69478,60,198,40%
69539,60,222,40%
69600,60,195,40%
69661,60,206,40%
69722,60,146,40%
69783,60,172,40%
69844,60,57,40%
69905,60,166,40%
69966,60,133,40%
70027,60,191,40%
70088,60,143,40%
70149,60,154,40%
70210,60,170,40%
70271,60,229,40%
70332,60,178,40%
70393,60,199,40%
70454,60,156,40%
70515,60,156,40%
70576,60,242,40%
70637,60,196,40%
70698,60,232,40%
70759,60,200,40%
70820,60,219,40%
70881,60,199,40%
70942,60,122,40%
71003,60,146,40%
71064,60,204,40%
71125,60,181,40%
71186,60,231,40%
71247,60,202,40%
71308,60,214,40%
71369,60,52,40%
71430,60,101,40%
71491,60,111,40%
71552,60,200,40%
71613,60,195,40%
71674,60,169,40%
71735,60,171,40%
71796,60,193,40%
71857,60,126,40%
71918,60,166,40%
71979,60,155,40%
72040,60,128,40%
72101,60,205,40%
72162,60,200,40%
72223,60,128,40%
72284,60,155,40%
72345,60,164,40%
72406,60,232,40%
72467,60,208,40%
72528,60,186,40%
72589,60,221,40%
72650,60,196,40%
72711,60,214,40%
72772,60,92,40%
72833,60,188,40%
72894,60,206,40%
72955,60,232,40%
73016,60,199,40%
73077,60,143,40%
73138,60,178,40%
73199,60,180,40%
73260,60,136,40%
73321,60,181,40%
73382,60,203,40%
73443,60,227,40%
73504,60,173,40%
73565,60,198,40%
73626,60,206,40%
73687,60,113,40%
73748,60,114,40%
73809,60,129,40%
73870,60,108,40%
73931,60,155,40%
73992,60,147,40%
74053,60,135,40%
74114,60,203,40%
74175,60,181,40%
74236,60,150,40%
74297,60,52,40%
74358,60,182,40%
74419,60,117,40%
74480,60,224,40%
74541,60,168,40%
74602,60,160,40%
74663,60,161,40%
74724,60,184,40%
74785,60,220,40%
74846,60,203,40%
74907,60,199,40%
74968,60,184,40%
75029,60,200,40%
75090,60,184,40%
75151,60,192,40%
75212,60,226,40%
75273,60,221,40%
75334,60,238,40%
75395,60,199,40%
75456,60,197,40%
75517,60,193,40%
75578,60,69,40%
75639,60,126,40%
75700,60,180,40%
75761,60,180,40%
75822,60,169,40%
75883,60,160,40%
75944,60,134,40%
76005,60,214,40%
76066,60,139,40%
76127,60,235,40%
76188,60,45,40%
76249,60,181,40%
76310,60,166,40%
76371,60,209,40%
76432,60,208,40%
76493,60,172,40%
76554,60,112,40%
76615,60,226,40%
76676,60,131,40%
76737,60,190,40%
76798,60,208,40%
76859,60,225,40%
76920,60,157,40%
76981,60,174,40%
77042,60,175,40%
77103,60,209,40%
77164,60,163,40%
77225,60,141,40%
77286,60,209,40%
77347,60,184,40%
77408,60,163,40%
77469,60,189,40%
77530,60,202,40%
77591,60,224,40%
77652,60,158,40%
77713,60,192,40%
77774,60,224,40%
77835,60,130,40%
77896,60,205,40%
77957,60,161,40%
78018,60,181,40%
78079,60,133,40%
78140,60,197,40%
78201,60,162,40%
78262,60,160,40%
78323,60,122,40%
78384,60,184,40%
78445,60,156,40%
78506,60,175,40%
78567,60,214,40%
78628,60,224,40%
78689,60,218,40%
78750,60,183,40%
78811,60,197,40%
78872,60,215,40%
78933,60,121,40%
78994,60,97,40%
79055,60,138,40%
79116,60,216,40%
79177,60,133,40%
79238,60,177,40%
79299,60,224,40%
79360,60,180,40%
79421,60,200,40%
79482,60,177,40%
79543,60,183,40%
79604,60,188,40%
79665,60,215,40%
79726,60,197,40%
79787,60,208,40%
79848,60,201,40%
79909,60,181,40%
79970,60,225,40%
80031,60,202,40%
80092,60,212,40%
80153,60,122,40%
80214,60,209,40%
80275,60,222,40%
80336,60,238,40%
80397,60,129,40%
80458,60,154,40%
80519,60,148,40%
80580,60,135,40%
80641,60,237,40%
80702,60,172,40%
80763,60,231,40%
80824,60,191,40%
80885,60,175,40%
80946,60,195,40%
81007,60,191,40%
81068,60,221,40%
81129,60,176,40%
81190,60,237,40%
81251,60,204,40%
81312,60,228,40%
81373,60,179,40%
81434,60,202,40%
81495,60,143,40%
81556,60,176,40%
81617,60,148,40%
81678,60,220,40%
81739,60,213,40%
81800,60,131,40%
81861,60,131,40%
81922,60,212,40%
81983,60,173,40%
82044,60,201,40%
82105,60,211,40%
82166,60,171,40%
82227,60,190,40%
82288,60,222,40%
82349,60,213,40%
82410,60,194,40%
82471,60,190,40%
82532,60,47,40%
82593,60,184,40%
82654,60,172,40%
82715,60,234,40%
82776,60,231,40%
82837,60,201,40%
82898,60,160,40%
82959,60,224,40%
83020,60,178,40%
83081,60,216,40%
83142,60,175,40%
83203,60,167,40%
83264,60,203,40%
83325,60,232,40%
83386,60,160,40%
83447,60,123,40%
83508,60,245,40%
83569,60,216,40%
83630,60,142,40%
83691,60,149,40%
83752,60,218,40%
83813,60,44,40%
83874,60,222,40%
83935,60,175,40%
83996,60,47,40%
84057,60,231,40%
84118,60,179,40%
84179,60,150,40%
84240,60,212,40%
84301,60,166,40%
84362,60,235,40%
84423,60,200,40%
84484,60,203,40%
84545,60,220,40%
84606,60,95,40%
84667,60,203,40%
84728,60,118,40%
84789,60,158,40%
84850,60,206,40%
84911,60,141,40%
84972,60,155,40%
85033,60,163,40%
85094,60,165,40%
85155,60,158,40%
85216,60,177,40%
85277,60,161,40%
