,day,slope,type,type_pretty
151,29.0,0.38270000000001403,Total infected derivative,40%
152,30.0,0.37675000000000125,Total infected derivative,40%
153,31.0,0.3357000000000028,Total infected derivative,40%
154,32.0,0.33559999999999945,Total infected derivative,40%
155,33.0,0.2815999999999974,Total infected derivative,40%
156,34.0,0.22744999999999038,Total infected derivative,40%
157,35.0,0.20240000000002567,Total infected derivative,40%
158,36.0,0.21155000000001678,Total infected derivative,40%
159,37.0,0.21544999999997572,Total infected derivative,40%
160,38.0,0.2103000000000037,Total infected derivative,40%
161,39.0,0.19035000000000935,Total infected derivative,40%
162,40.0,0.13529999999998665,Total infected derivative,40%
163,41.0,0.11824999999998909,Total infected derivative,40%
164,42.0,0.12725000000000364,Total infected derivative,40%
165,43.0,0.10415000000000418,Total infected derivative,40%
166,44.0,0.08614999999998929,Total infected derivative,40%
167,45.0,0.09319999999999595,Total infected derivative,40%
168,46.0,0.0882000000000005,Total infected derivative,40%
169,47.0,0.07715000000000316,Total infected derivative,40%
170,48.0,0.06810000000000116,Total infected derivative,40%
171,49.0,0.0651500000000027,Total infected derivative,40%
172,50.0,0.056150000000002365,Total infected derivative,40%
173,51.0,0.054100000000005366,Total infected derivative,40%
174,52.0,0.052099999999995816,Total infected derivative,40%
175,53.0,0.045049999999989154,Total infected derivative,40%
176,54.0,0.04210000000000491,Total infected derivative,40%
177,55.0,0.03105000000000757,Total infected derivative,40%
178,56.0,0.03105000000000757,Total infected derivative,40%
179,57.0,0.03614999999999213,Total infected derivative,40%
180,58.0,0.034049999999993474,Total infected derivative,40%
181,59.0,0.03200000000001069,Total infected derivative,40%
182,60.0,,Total infected derivative,40%
183,0.0,0.98599999999999,Total infected derivative,70%
184,1.0,1.5822000000000003,Total infected derivative,70%
185,2.0,2.792599999999993,Total infected derivative,70%
186,3.0,4.038099999999986,Total infected derivative,70%
187,4.0,5.101200000000034,Total infected derivative,70%
188,5.0,5.083100000000002,Total infected derivative,70%
189,6.0,4.211399999999969,Total infected derivative,70%
190,7.0,4.308550000000025,Total infected derivative,70%
191,8.0,5.0560500000000275,Total infected derivative,70%
192,9.0,5.163399999999982,Total infected derivative,70%
193,10.0,4.9469999999999885,Total infected derivative,70%
194,11.0,4.580200000000005,Total infected derivative,70%
195,12.0,3.803549999999987,Total infected derivative,70%
196,13.0,2.9428999999999803,Total infected derivative,70%
197,14.0,2.4620000000000033,Total infected derivative,70%
198,15.0,2.205350000000024,Total infected derivative,70%
199,16.0,1.9148000000000138,Total infected derivative,70%
200,17.0,1.6813499999999948,Total infected derivative,70%
201,18.0,1.4699499999999972,Total infected derivative,70%
202,19.0,1.1953999999999922,Total infected derivative,70%
203,20.0,0.9318999999999846,Total infected derivative,70%
204,21.0,0.7525500000000278,Total infected derivative,70%
205,22.0,0.6822499999999962,Total infected derivative,70%
206,23.0,0.6111499999999808,Total infected derivative,70%
207,24.0,0.5151500000000055,Total infected derivative,70%
208,25.0,0.4249499999999955,Total infected derivative,70%
209,26.0,0.35070000000001755,Total infected derivative,70%
210,27.0,0.30760000000000787,Total infected derivative,70%
211,28.0,0.2553999999999803,Total infected derivative,70%
212,29.0,0.2123500000000007,Total infected derivative,70%
213,30.0,0.184400000000025,Total infected derivative,70%
214,31.0,0.16544999999999277,Total infected derivative,70%
215,32.0,0.15534999999999854,Total infected derivative,70%
216,33.0,0.13320000000001642,Total infected derivative,70%
217,34.0,0.10214999999999463,Total infected derivative,70%
218,35.0,0.08110000000000639,Total infected derivative,70%
219,36.0,0.08710000000000662,Total infected derivative,70%
220,37.0,0.08714999999999407,Total infected derivative,70%
221,38.0,0.07919999999998595,Total infected derivative,70%
222,39.0,0.06819999999999027,Total infected derivative,70%
223,40.0,0.056150000000002365,Total infected derivative,70%
224,41.0,0.0490999999999957,Total infected derivative,70%
225,42.0,0.04609999999999559,Total infected derivative,70%
226,43.0,0.047100000000000364,Total infected derivative,70%
227,44.0,0.03905000000000314,Total infected derivative,70%
228,45.0,0.03305000000000291,Total infected derivative,70%
229,46.0,0.0420999999999907,Total infected derivative,70%
230,47.0,0.04809999999999093,Total infected derivative,70%
231,48.0,0.034050000000007685,Total infected derivative,70%
232,49.0,0.018000000000000682,Total infected derivative,70%
233,50.0,0.017099999999999227,Total infected derivative,70%
234,51.0,0.018100000000004002,Total infected derivative,70%
235,52.0,0.016999999999995907,Total infected derivative,70%
236,53.0,0.01999999999999602,Total infected derivative,70%
237,54.0,0.015000000000000568,Total infected derivative,70%
238,55.0,0.01305000000000689,Total infected derivative,70%
239,56.0,0.014049999999997453,Total infected derivative,70%
240,57.0,0.012000000000000455,Total infected derivative,70%
241,58.0,0.01300000000000523,Total infected derivative,70%
242,59.0,0.012000000000000455,Total infected derivative,70%
243,60.0,,Total infected derivative,70%
