,day,cumulative_infected,type,type_pretty
0,1.0,0.0,Total infected,0%
1,2.0,3.2445000000000164,Total infected,0%
2,3.0,14.564999999999998,Total infected,0%
3,4.0,37.67139999999998,Total infected,0%
4,5.0,69.20049999999995,Total infected,0%
5,6.0,102.99820000000003,Total infected,0%
6,7.0,128.4749,Total infected,0%
7,8.0,146.6993,Total infected,0%
8,9.0,162.6813,Total infected,0%
9,10.0,176.1363,Total infected,0%
10,11.0,187.2625,Total infected,0%
11,12.0,195.8358,Total infected,0%
12,13.0,202.6592,Total infected,0%
13,14.0,207.5591,Total infected,0%
14,15.0,210.9118,Total infected,0%
15,16.0,213.1102,Total infected,0%
16,17.0,214.8417,Total infected,0%
17,18.0,216.002,Total infected,0%
18,19.0,217.1402,Total infected,0%
19,20.0,218.553,Total infected,0%
20,21.0,219.7495,Total infected,0%
21,22.0,220.68540000000002,Total infected,0%
22,23.0,222.1643,Total infected,0%
23,24.0,223.8077,Total infected,0%
24,25.0,225.49099999999999,Total infected,0%
25,26.0,227.2466,Total infected,0%
26,27.0,228.9119,Total infected,0%
27,28.0,230.1843,Total infected,0%
28,29.0,231.1682,Total infected,0%
29,30.0,232.1182,Total infected,0%
30,31.0,232.986,Total infected,0%
31,32.0,233.8358,Total infected,0%
32,33.0,234.5431,Total infected,0%
33,34.0,235.30259999999998,Total infected,0%
34,35.0,235.8256,Total infected,0%
35,36.0,236.2585,Total infected,0%
36,37.0,236.6293,Total infected,0%
37,38.0,236.94389999999999,Total infected,0%
38,39.0,237.2726,Total infected,0%
39,40.0,237.5411,Total infected,0%
40,41.0,237.79160000000002,Total infected,0%
41,42.0,237.992,Total infected,0%
42,43.0,238.1443,Total infected,0%
43,44.0,238.3006,Total infected,0%
44,45.0,238.4269,Total infected,0%
45,46.0,238.5491,Total infected,0%
46,47.0,238.6553,Total infected,0%
47,48.0,238.7635,Total infected,0%
48,49.0,238.8397,Total infected,0%
49,50.0,238.9098,Total infected,0%
50,51.0,238.974,Total infected,0%
51,52.0,239.0521,Total infected,0%
52,53.0,239.11419999999998,Total infected,0%
53,54.0,239.16230000000002,Total infected,0%
54,55.0,239.2185,Total infected,0%
55,56.0,239.2625,Total infected,0%
56,57.0,239.3166,Total infected,0%
57,58.0,239.3426,Total infected,0%
58,59.0,239.3708,Total infected,0%
59,60.0,239.40879999999999,Total infected,0%
60,1.0,0.0,Total infected,10%
61,2.0,2.9098000000000184,Total infected,10%
62,3.0,12.69739999999996,Total infected,10%
63,4.0,32.10019999999997,Total infected,10%
64,5.0,59.16439999999997,Total infected,10%
65,6.0,89.04809999999998,Total infected,10%
66,7.0,110.9599,Total infected,10%
67,8.0,127.07410000000002,Total infected,10%
68,9.0,141.6475,Total infected,10%
69,10.0,154.6675,Total infected,10%
70,11.0,165.68740000000003,Total infected,10%
71,12.0,174.64730000000003,Total infected,10%
72,13.0,181.7976,Total infected,10%
73,14.0,186.8336,Total infected,10%
74,15.0,190.2025,Total infected,10%
75,16.0,192.7033,Total infected,10%
76,17.0,194.481,Total infected,10%
77,18.0,195.7176,Total infected,10%
78,19.0,196.76960000000003,Total infected,10%
79,20.0,197.90569999999997,Total infected,10%
80,21.0,198.85760000000002,Total infected,10%
81,22.0,199.6414,Total infected,10%
82,23.0,200.7196,Total infected,10%
83,24.0,202.0281,Total infected,10%
84,25.0,203.42700000000002,Total infected,10%
85,26.0,204.85770000000002,Total infected,10%
86,27.0,206.1544,Total infected,10%
87,28.0,207.18849999999998,Total infected,10%
88,29.0,208.0341,Total infected,10%
89,30.0,208.8918,Total infected,10%
90,31.0,209.64530000000002,Total infected,10%
91,32.0,210.35070000000002,Total infected,10%
92,33.0,210.984,Total infected,10%
93,34.0,211.5411,Total infected,10%
94,35.0,211.9639,Total infected,10%
95,36.0,212.3587,Total infected,10%
96,37.0,212.6693,Total infected,10%
97,38.0,212.942,Total infected,10%
98,39.0,213.21839999999997,Total infected,10%
99,40.0,213.47109999999998,Total infected,10%
100,41.0,213.7255,Total infected,10%
101,42.0,213.89190000000002,Total infected,10%
102,43.0,214.05829999999997,Total infected,10%
103,44.0,214.2245,Total infected,10%
104,45.0,214.38479999999998,Total infected,10%
105,46.0,214.497,Total infected,10%
106,47.0,214.6133,Total infected,10%
107,48.0,214.7394,Total infected,10%
108,49.0,214.84770000000003,Total infected,10%
109,50.0,214.90980000000002,Total infected,10%
110,51.0,214.966,Total infected,10%
111,52.0,215.0581,Total infected,10%
112,53.0,215.15030000000002,Total infected,10%
113,54.0,215.20839999999998,Total infected,10%
114,55.0,215.26850000000002,Total infected,10%
115,56.0,215.3286,Total infected,10%
116,57.0,215.3827,Total infected,10%
117,58.0,215.4269,Total infected,10%
118,59.0,215.4469,Total infected,10%
119,60.0,215.473,Total infected,10%
120,1.0,0.0,Total infected,40%
121,2.0,1.8596999999999753,Total infected,40%
122,3.0,7.150400000000047,Total infected,40%
123,4.0,17.068100000000015,Total infected,40%
124,5.0,31.286599999999964,Total infected,40%
125,6.0,48.264700000000005,Total infected,40%
126,7.0,60.94380000000001,Total infected,40%
127,8.0,70.80159999999998,Total infected,40%
128,9.0,81.2064,Total infected,40%
129,10.0,91.46300000000002,Total infected,40%
130,11.0,100.7877,Total infected,40%
131,12.0,109.19650000000001,Total infected,40%
132,13.0,116.03,Total infected,40%
133,14.0,120.83769999999998,Total infected,40%
134,15.0,124.31670000000003,Total infected,40%
135,16.0,127.17429999999999,Total infected,40%
136,17.0,129.54509999999996,Total infected,40%
137,18.0,131.3687,Total infected,40%
138,19.0,132.7916,Total infected,40%
139,20.0,133.91580000000002,Total infected,40%
140,21.0,134.7777,Total infected,40%
141,22.0,135.4148,Total infected,40%
142,23.0,135.99410000000003,Total infected,40%
143,24.0,136.5351,Total infected,40%
144,25.0,137.09,Total infected,40%
145,26.0,137.615,Total infected,40%
146,27.0,138.14229999999998,Total infected,40%
147,28.0,138.5451,Total infected,40%
148,29.0,138.94999999999996,Total infected,40%
149,30.0,139.2827,Total infected,40%
150,31.0,139.7154,Total infected,40%
151,32.0,140.0362,Total infected,40%
152,33.0,140.3868,Total infected,40%
153,34.0,140.7074,Total infected,40%
154,35.0,140.95,Total infected,40%
155,36.0,141.1623,Total infected,40%
156,37.0,141.35480000000004,Total infected,40%
157,38.0,141.58540000000002,Total infected,40%
158,39.0,141.7857,Total infected,40%
159,40.0,142.00600000000003,Total infected,40%
160,41.0,142.1664,Total infected,40%
161,42.0,142.2766,Total infected,40%
162,43.0,142.4029,Total infected,40%
163,44.0,142.5311,Total infected,40%
164,45.0,142.6112,Total infected,40%
165,46.0,142.7034,Total infected,40%
166,47.0,142.7976,Total infected,40%
167,48.0,142.8798,Total infected,40%
168,49.0,142.9519,Total infected,40%
169,50.0,143.016,Total infected,40%
170,51.0,143.0822,Total infected,40%
171,52.0,143.1283,Total infected,40%
172,53.0,143.1904,Total infected,40%
173,54.0,143.2325,Total infected,40%
174,55.0,143.2805,Total infected,40%
175,56.0,143.3167,Total infected,40%
176,57.0,143.3426,Total infected,40%
177,58.0,143.3788,Total infected,40%
178,59.0,143.4149,Total infected,40%
179,60.0,143.4469,Total infected,40%
180,1.0,0.0,Total infected,70%
181,2.0,0.98599999999999,Total infected,70%
182,3.0,3.1644000000000005,Total infected,70%
183,4.0,6.571199999999976,Total infected,70%
184,5.0,11.240599999999972,Total infected,70%
185,6.0,16.773600000000044,Total infected,70%
186,7.0,21.406799999999976,Total infected,70%
187,8.0,25.196399999999983,Total infected,70%
188,9.0,30.023900000000026,Total infected,70%
189,10.0,35.30850000000004,Total infected,70%
190,11.0,40.35069999999999,Total infected,70%
191,12.0,45.202500000000015,Total infected,70%
192,13.0,49.5111,Total infected,70%
193,14.0,52.80959999999999,Total infected,70%
194,15.0,55.39689999999996,Total infected,70%
195,16.0,57.733599999999996,Total infected,70%
196,17.0,59.80760000000001,Total infected,70%
197,18.0,61.56320000000002,Total infected,70%
198,19.0,63.1703,Total infected,70%
199,20.0,64.50310000000002,Total infected,70%
200,21.0,65.56109999999998,Total infected,70%
201,22.0,66.36689999999999,Total infected,70%
202,23.0,67.06620000000004,Total infected,70%
203,24.0,67.73139999999998,Total infected,70%
204,25.0,68.2885,Total infected,70%
205,26.0,68.76169999999999,Total infected,70%
206,27.0,69.13839999999999,Total infected,70%
207,28.0,69.46310000000003,Total infected,70%
208,29.0,69.7536,Total infected,70%
209,30.0,69.97389999999999,Total infected,70%
210,31.0,70.17830000000001,Total infected,70%
211,32.0,70.34270000000004,Total infected,70%
212,33.0,70.50919999999999,Total infected,70%
213,34.0,70.65340000000003,Total infected,70%
214,35.0,70.77560000000003,Total infected,70%
215,36.0,70.85770000000002,Total infected,70%
216,37.0,70.93780000000004,Total infected,70%
217,38.0,71.03190000000004,Total infected,70%
218,39.0,71.11210000000003,Total infected,70%
219,40.0,71.19030000000001,Total infected,70%
220,41.0,71.2485,Total infected,70%
221,42.0,71.30260000000001,Total infected,70%
222,43.0,71.3467,Total infected,70%
223,44.0,71.3948,Total infected,70%
224,45.0,71.4409,Total infected,70%
225,46.0,71.47290000000001,Total infected,70%
226,47.0,71.507,Total infected,70%
227,48.0,71.55709999999999,Total infected,70%
228,49.0,71.60319999999999,Total infected,70%
229,50.0,71.6252,Total infected,70%
230,51.0,71.63919999999999,Total infected,70%
231,52.0,71.6594,Total infected,70%
232,53.0,71.6754,Total infected,70%
233,54.0,71.6934,Total infected,70%
234,55.0,71.71539999999999,Total infected,70%
235,56.0,71.7234,Total infected,70%
236,57.0,71.7415,Total infected,70%
237,58.0,71.7515,Total infected,70%
238,59.0,71.7655,Total infected,70%
239,60.0,71.7775,Total infected,70%
