,day,fraction,policy,screening
0,1.0,0.0,A1,Screening 25%
1,2.0,0.0009627005626172119,A1,Screening 25%
2,3.0,0.0028766061050753337,A1,Screening 25%
3,4.0,0.00606097276004807,A1,Screening 25%
4,5.0,0.00999764269628733,A1,Screening 25%
5,6.0,0.00999764269628733,A1,Screening 25%
6,7.0,0.00999764269628733,A1,Screening 25%
7,8.0,0.016702544648804808,A1,Screening 25%
8,9.0,0.02315272128607399,A1,Screening 25%
9,10.0,0.029472201649878207,A1,Screening 25%
10,11.0,0.036254464496815866,A1,Screening 25%
11,12.0,0.04316037340203582,A1,Screening 25%
12,13.0,0.04316037340203582,A1,Screening 25%
13,14.0,0.04316037340203582,A1,Screening 25%
14,15.0,0.04910570931156911,A1,Screening 25%
15,16.0,0.05375292131205304,A1,Screening 25%
16,17.0,0.05820630222133531,A1,Screening 25%
17,18.0,0.061771302029705065,A1,Screening 25%
18,19.0,0.06494481942961278,A1,Screening 25%
19,20.0,0.06494481942961278,A1,Screening 25%
20,21.0,0.06494481942961278,A1,Screening 25%
21,22.0,0.06604009757555411,A1,Screening 25%
22,23.0,0.06674973841084042,A1,Screening 25%
23,24.0,0.06705078517293059,A1,Screening 25%
24,25.0,0.06682081122126854,A1,Screening 25%
25,26.0,0.06611641294057477,A1,Screening 25%
26,27.0,0.06611641294057477,A1,Screening 25%
27,28.0,0.06611641294057477,A1,Screening 25%
28,29.0,0.06493600881698984,A1,Screening 25%
29,30.0,0.06348342021947678,A1,Screening 25%
30,31.0,0.06209803720810297,A1,Screening 25%
31,32.0,0.061091693752748276,A1,Screening 25%
32,33.0,0.05991342960363981,A1,Screening 25%
33,34.0,0.05991342960363981,A1,Screening 25%
34,35.0,0.05991342960363981,A1,Screening 25%
35,1.0,0.0,A1,Screening 50%
36,2.0,0.001173163519823963,A1,Screening 50%
37,3.0,0.0033959351685104197,A1,Screening 50%
38,4.0,0.006078643164111874,A1,Screening 50%
39,5.0,0.009306145823914156,A1,Screening 50%
40,6.0,0.009306145823914156,A1,Screening 50%
41,7.0,0.009306145823914156,A1,Screening 50%
42,8.0,0.016062279041932134,A1,Screening 50%
43,9.0,0.022119067580175705,A1,Screening 50%
44,10.0,0.02787281825581045,A1,Screening 50%
45,11.0,0.03333972995851286,A1,Screening 50%
46,12.0,0.03905345412441016,A1,Screening 50%
47,13.0,0.03905345412441016,A1,Screening 50%
