,trace,day,type
0,0,8,School screening
1,1,10,School screening
2,2,8,School screening
3,3,2,External screening
4,4,8,School screening
5,5,3,School screening
6,6,8,School screening
7,7,8,School screening
8,8,10,School screening
9,9,8,School screening
10,10,8,School screening
11,11,8,School screening
12,12,8,School screening
13,13,8,School screening
14,14,8,External screening
15,15,8,School screening
16,16,3,School screening
17,17,8,School screening
18,18,8,External screening
19,19,7,External screening
20,20,8,School screening
21,21,8,School screening
22,22,8,School screening
23,23,3,School screening
24,24,3,School screening
25,25,8,School screening
26,26,5,External screening
27,27,8,School screening
28,28,5,External screening
29,29,8,School screening
30,30,8,External screening
31,31,3,School screening
32,32,4,External screening
33,33,8,School screening
34,34,3,School screening
35,35,8,School screening
36,36,8,School screening
37,37,10,School screening
38,38,6,External screening
39,39,8,School screening
40,40,8,School screening
41,41,5,External screening
42,42,10,School screening
43,43,8,School screening
44,44,8,School screening
45,45,8,School screening
46,46,2,External screening
47,47,10,School screening
48,48,8,School screening
49,49,3,School screening
50,50,8,School screening
51,51,3,School screening
52,52,4,External screening
53,53,10,School screening
54,54,8,School screening
55,55,8,School screening
56,56,10,School screening
57,57,8,School screening
58,58,8,School screening
59,59,8,School screening
60,60,8,School screening
61,61,8,School screening
62,62,14,External screening
63,63,7,External screening
64,64,10,School screening
65,65,5,External screening
66,66,6,External screening
67,67,8,School screening
68,68,8,School screening
69,69,8,School screening
70,70,13,External screening
71,71,10,School screening
72,72,8,School screening
73,73,6,External screening
74,74,8,School screening
75,75,5,External screening
76,76,8,School screening
77,77,3,School screening
78,78,8,School screening
79,79,3,School screening
80,80,8,School screening
81,81,3,School screening
82,82,8,School screening
83,83,5,External screening
84,84,8,External screening
85,85,8,School screening
86,86,3,School screening
87,87,5,External screening
88,88,7,External screening
89,89,10,School screening
90,90,8,School screening
91,91,14,External screening
92,92,11,External screening
93,93,6,External screening
94,94,3,School screening
95,95,6,External screening
96,96,3,External screening
97,97,8,School screening
98,98,5,External screening
99,99,3,School screening
100,100,8,School screening
101,101,8,School screening
102,102,3,School screening
103,103,8,School screening
104,104,14,External screening
105,105,10,School screening
106,106,3,School screening
107,107,3,School screening
108,108,8,School screening
109,109,4,External screening
110,110,8,School screening
111,111,8,School screening
112,112,3,External screening
113,113,3,School screening
114,114,5,External screening
115,115,6,External screening
116,116,8,School screening
117,117,3,School screening
118,118,10,School screening
119,119,3,School screening
120,120,3,School screening
121,121,8,School screening
122,122,8,School screening
123,123,9,External screening
124,124,8,School screening
125,125,3,School screening
126,126,8,School screening
127,127,10,School screening
128,128,10,School screening
129,129,8,School screening
130,130,3,School screening
131,131,8,School screening
132,132,6,External screening
133,133,8,School screening
134,134,8,School screening
135,135,8,School screening
136,136,3,School screening
137,137,3,School screening
138,138,8,School screening
139,139,8,School screening
140,140,8,School screening
141,141,6,External screening
142,142,8,School screening
143,143,6,External screening
144,144,8,School screening
145,145,8,School screening
146,146,8,School screening
147,147,8,School screening
148,148,3,School screening
149,149,4,External screening
150,150,8,School screening
151,151,7,External screening
152,152,5,External screening
153,153,10,School screening
154,154,3,School screening
155,155,10,School screening
156,156,8,School screening
157,157,6,External screening
158,158,8,School screening
159,159,8,School screening
160,160,7,External screening
161,161,8,School screening
162,162,3,School screening
163,163,3,School screening
164,164,8,School screening
165,165,10,School screening
166,166,8,School screening
167,167,8,School screening
168,168,7,External screening
169,169,8,School screening
170,170,8,School screening
171,171,3,School screening
172,172,3,School screening
173,173,3,School screening
174,174,3,School screening
175,175,8,School screening
176,176,3,School screening
177,177,8,School screening
178,178,5,External screening
179,179,10,School screening
180,180,3,School screening
181,181,8,School screening
182,182,8,School screening
183,183,5,External screening
184,184,7,External screening
185,185,3,School screening
186,186,8,School screening
187,187,10,School screening
188,188,8,School screening
189,189,6,External screening
190,190,8,School screening
191,191,10,School screening
192,192,8,School screening
193,193,8,School screening
194,194,8,School screening
195,195,5,External screening
196,196,8,School screening
197,197,8,School screening
198,198,8,School screening
199,199,8,School screening
