,day,susceptible,exposed,infected,removed,susceptible-in-quarantine,exposed-in-quarantine,infected-in-quarantine,removed-in-quarantine,susceptible-in-quarantine-external-1,exposed-in-quarantine-external-1,infected-in-quarantine-external-1,removed-in-quarantine-external-1,susceptible-in-quarantine-external-2,exposed-in-quarantine-external-2,infected-in-quarantine-external-2,removed-in-quarantine-external-2,num-of-screened-students,num-of-screened-students-external-1,num-of-screened-students-external-2,num-of-positive-students,num-of-positive-students-external-1,num-of-positive-students-external-2,num-infected-outside,num-of-classroom-in-quarantine,classroom-with-at-least-one-infected
0,0,240.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,1,236.3564,0.5488,0.8947,0.0000,0.5263,0.0000,0.0277,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0661,0.0000,-0.0035,0.0000,16.2514,0.6562,-0.0035,0.0277,0.0000,-0.0035,0.0000,0.0354,1.0000
2,2,235.5219,0.9782,0.8213,0.1021,0.5263,0.0000,0.0168,-0.0017,0.0000,0.0000,0.0000,0.0000,0.0197,0.0000,-0.0031,-0.0046,16.2514,1.3361,0.0011,0.0277,0.0000,0.0011,0.0000,0.0433,0.7893
3,3,233.2577,1.1827,0.7763,0.1973,1.3229,0.0038,0.0671,0.0036,-0.0803,-0.0094,-0.0047,0.0000,0.2904,-0.0083,0.0145,-0.0034,28.1420,2.0736,0.0168,0.0722,-0.0047,0.0168,0.0000,0.1153,0.7360
4,4,232.2056,1.5788,1.0417,0.2795,1.3229,0.0035,0.0580,0.0135,-0.0803,-0.0047,-0.0094,0.0000,0.3950,-0.0009,0.0283,-0.0034,28.1420,2.7297,0.0240,0.0722,-0.0047,0.0240,0.0000,0.1241,0.7473
5,5,230.9349,1.8531,1.2355,0.4283,1.3229,-0.0000,0.0564,0.0135,-0.0564,-0.0066,-0.0234,-0.0067,0.6088,0.0227,0.0685,0.0065,28.1420,3.5027,0.0393,0.0722,-0.0037,0.0393,0.0000,0.1465,0.7229
6,6,230.5245,1.2380,1.5057,0.5411,1.3229,-0.0094,0.0495,0.0280,0.0435,0.0035,0.0015,-0.0004,0.7591,0.0388,0.0882,0.0389,28.1420,4.1763,0.0513,0.0722,0.0037,0.0513,0.0000,0.1738,0.7745
7,7,230.1809,0.8267,1.5711,0.7084,1.3229,-0.0094,0.0483,0.0259,0.1244,0.0070,0.0321,0.0136,0.9159,0.0395,0.1406,0.0773,28.1420,4.8941,0.0636,0.0722,0.0099,0.0636,0.0000,0.1969,0.8001
8,8,227.6270,1.1111,1.1407,0.7424,2.7844,0.0586,0.3510,0.1541,0.1538,0.0064,0.0428,0.0231,0.9647,0.0249,0.1612,0.0995,46.7168,5.6129,0.0678,0.1772,0.0133,0.0678,0.0000,0.3147,0.8185
9,9,226.8206,1.4286,1.1490,0.9243,2.7844,0.0407,0.2931,0.2328,0.1866,0.0068,0.0647,0.0391,0.9986,0.0163,0.1748,0.1300,46.7168,6.3543,0.0721,0.1772,0.0168,0.0721,0.0000,0.3245,0.8075
10,10,224.5991,1.2659,0.9008,0.8524,4.0310,0.1667,0.6668,0.4650,0.2668,0.0056,0.0943,0.0583,1.0929,0.0235,0.2000,0.1774,58.2877,7.0571,0.0806,0.2810,0.0241,0.0806,0.0000,0.4511,0.8336
11,11,223.5874,1.4580,1.1032,0.9040,4.0310,0.1194,0.6363,0.5502,0.3113,0.0055,0.1113,0.0744,1.2116,0.0357,0.2194,0.2447,58.2877,7.7304,0.0914,0.2810,0.0278,0.0914,0.0000,0.4701,0.8878
12,12,222.6381,1.7257,1.3314,1.0628,4.0310,0.0719,0.5674,0.6641,0.3113,0.0037,0.1032,0.0888,1.2690,0.0350,0.2108,0.2783,58.2877,8.3704,0.0958,0.2810,0.0278,0.0958,0.0000,0.4739,0.8798
13,13,222.5080,1.1921,1.6242,1.2384,4.0310,0.0554,0.5298,0.7149,0.3979,0.0033,0.1303,0.1111,1.2690,0.0200,0.1895,0.3094,58.2877,9.0988,0.0958,0.2810,0.0354,0.0958,0.0000,0.4841,0.8907
14,14,222.4067,0.8162,1.6408,1.4005,4.0310,0.0345,0.4764,0.7902,0.3979,-0.0003,0.1166,0.1279,1.3654,0.0231,0.2362,0.3945,58.2877,9.7421,0.1090,0.2810,0.0354,0.1090,0.0000,0.4994,0.8966
15,15,221.1057,0.9384,1.0208,1.1899,4.2573,0.1211,0.9024,1.1267,0.4747,-0.0038,0.1488,0.1738,1.3733,0.0491,0.2641,0.5053,75.6700,10.3636,0.1270,0.4020,0.0433,0.1270,0.0000,0.5752,0.8801
16,16,220.3279,1.0744,1.0950,1.2688,4.2573,0.1010,0.7830,1.2708,0.5726,-0.0004,0.1439,0.2248,1.3528,0.0488,0.3090,0.5776,75.6700,11.1084,0.1405,0.4020,0.0516,0.1405,0.0000,0.5895,0.9149
17,17,219.4987,0.8419,0.7766,1.2853,4.5924,0.2692,1.1327,1.6550,0.5729,-0.0004,0.1247,0.2425,1.1447,0.0391,0.3023,0.5641,87.0571,11.8391,0.1495,0.5233,0.0556,0.1495,0.0000,0.6326,0.8859
18,18,219.1191,0.9091,0.8972,1.4293,4.5924,0.1812,1.1214,1.7744,0.5729,-0.0044,0.1143,0.2594,1.0423,0.0242,0.2916,0.5959,87.0571,12.4741,0.1540,0.5233,0.0556,0.1540,0.0000,0.6274,0.8883
19,19,218.8034,0.9858,0.9236,1.6915,4.5924,0.1250,1.0243,1.9497,0.6143,0.0007,0.1475,0.2911,0.8643,0.0099,0.2693,0.5300,87.0571,13.1102,0.1540,0.5233,0.0683,0.1540,0.0000,0.6177,0.8835
20,20,218.9810,0.7042,0.9823,1.8667,4.5924,0.0898,0.9244,2.0976,0.4768,0.0017,0.1180,0.2925,0.8142,0.0173,0.2847,0.5927,87.0571,13.7876,0.1709,0.5233,0.0714,0.1709,0.0000,0.6093,0.8787
21,21,219.0694,0.4438,1.0176,2.1228,4.5924,0.0578,0.7875,2.2652,0.4376,-0.0014,0.0911,0.2776,0.7930,0.0203,0.2889,0.6095,87.0571,14.5054,0.1848,0.5233,0.0756,0.1848,0.0000,0.6031,0.8667
22,22,219.0543,0.5590,0.6707,2.7402,3.7295,0.0666,0.8713,2.0511,0.4337,-0.0014,0.0902,0.2849,0.8949,0.0181,0.3106,0.6426,104.4683,15.1773,0.1987,0.5906,0.0799,0.1987,0.0000,0.5618,0.7914
